# name: A8-A0-20y35
# comment: ATLAS 8TeV angular coefficient A0, 2<|y|<3.5
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A0-20y35.0,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,0.0926259,0.0274649,0.0441113,0.00209955,2.75,1.25
A8-A0-20y35.1,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.0845372,0.0187034,0.0350189,0.0012251,2.75,3.75
A8-A0-20y35.2,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,0.0703121,0.0168705,0.0330785,0.000765968,2.75,6.5
A8-A0-20y35.3,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,0.0692011,0.0156274,0.0324043,0.000558238,2.75,9.7
A8-A0-20y35.4,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.0699068,0.0165877,0.0315967,0.000495247,2.75,13.15
A8-A0-20y35.5,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,0.0838428,0.0189773,0.031193,0.000512192,2.75,16.7
A8-A0-20y35.6,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.115451,0.0220103,0.0302954,0.000572992,2.75,20.25
A8-A0-20y35.7,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.130691,0.0257378,0.0298058,0.000659438,2.75,23.75
A8-A0-20y35.8,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.172048,0.0289591,0.0294403,0.000762629,2.75,27.25
A8-A0-20y35.9,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.202593,0.0313417,0.0295926,0.000876698,2.75,30.8
A8-A0-20y35.10,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.23968,0.0338022,0.0293508,0.000994816,2.75,34.5
A8-A0-20y35.11,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,0.276555,0.0360811,0.0295335,0.00110748,2.75,38.4
A8-A0-20y35.12,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.316006,0.0349568,0.0296612,0.00120311,2.75,42.65
A8-A0-20y35.13,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.362276,0.0299636,0.0286323,0.00127088,2.75,47.55
A8-A0-20y35.14,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.4168,0.0295645,0.0294788,0.00130588,2.75,53.3
A8-A0-20y35.15,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.469265,0.0292006,0.0306795,0.00131657,2.75,60.15
A8-A0-20y35.16,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.556855,0.0292502,0.0311259,0.00133445,2.75,68.65
A8-A0-20y35.17,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.652162,0.0296523,0.0292623,0.00142611,2.75,79.4
A8-A0-20y35.18,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,0.788604,0.0415766,0.0486442,0.0017075,2.75,95.2
