# name: A8-A1-00y10
# comment: ATLAS 8TeV angular coefficient A1, 0<|y|<1
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A1-00y10.10,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.0166742,0.00392422,0.00202082,0.00157288,0.5,34.5
A8-A1-00y10.11,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,0.0176586,0.0045911,0.00234694,0.00180604,0.5,38.4
A8-A1-00y10.12,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.0177714,0.00520216,0.0027111,0.00202227,0.5,42.65
A8-A1-00y10.13,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.0166663,0.00565756,0.00296996,0.00219022,0.5,47.55
A8-A1-00y10.14,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.0148952,0.00600455,0.00312045,0.00227957,0.5,53.3
A8-A1-00y10.15,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.0128992,0.0064159,0.00330871,0.00227348,0.5,60.15
A8-A1-00y10.16,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.0103923,0.00707379,0.00365499,0.00218521,0.5,68.65
A8-A1-00y10.17,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.00946506,0.0080021,0.00394257,0.00207901,0.5,79.4
A8-A1-00y10.18,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,0.00986779,0.00878797,0.00444435,0.00209529,0.5,95.2
A8-A1-00y10.19,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,105.0,132.0,1.0,False,20.0,20.0,2.0,4.5,0.013371,0.00925936,0.00444441,0.00247996,0.5,118.5
A8-A1-00y10.20,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,132.0,173.0,1.0,False,20.0,20.0,2.0,4.5,0.0221727,0.0101237,0.00454489,0.00361801,0.5,152.5
A8-A1-00y10.21,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,173.0,253.0,1.0,False,20.0,20.0,2.0,4.5,0.0368012,0.015011,0.00636208,0.0060714,0.5,213.0
A8-A1-00y10.22,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,253.0,600.0,1.0,False,20.0,20.0,2.0,4.5,0.0610457,0.0279174,0.0112929,0.0106211,0.5,426.5
