# name: A8-A1-00y10
# comment: ATLAS 8TeV angular coefficient A1, 0<|y|<1
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A1-00y10.0,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,0.00657367,0.00584803,0.00316196,0.00229679,0.5,1.25
A8-A1-00y10.1,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.00354308,0.00228606,0.00146874,0.00114242,0.5,3.75
A8-A1-00y10.2,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,0.0019156,0.00202594,0.00131594,0.000639352,0.5,6.5
A8-A1-00y10.3,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,0.00156962,0.00199851,0.00133299,0.000496674,0.5,9.7
A8-A1-00y10.4,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.00264319,0.00191643,0.00126768,0.000533382,0.5,13.15
A8-A1-00y10.5,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,0.0044216,0.00217094,0.00127984,0.000648409,0.5,16.7
A8-A1-00y10.6,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.00710081,0.00256624,0.00144886,0.000794918,0.5,20.25
A8-A1-00y10.7,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.00978585,0.00287301,0.00157964,0.000958822,0.5,23.75
A8-A1-00y10.8,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.0123861,0.00310106,0.00165121,0.00114154,0.5,27.25
A8-A1-00y10.9,1,1,1,21,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.0151338,0.00340239,0.00182736,0.00134701,0.5,30.8
