# name: A8-A2-20y35
# comment: ATLAS 8TeV angular coefficient A2, 2<|y|<3.5
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A2-20y35.0,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,0.197826,0.0940673,0.0631787,0.00223933,2.75,1.25
A8-A2-20y35.1,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.0813953,0.0714296,0.0413504,0.000684697,2.75,3.75
A8-A2-20y35.2,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,0.0707457,0.05927,0.0353134,0.000158545,2.75,6.5
A8-A2-20y35.3,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,0.0703297,0.0481035,0.0308388,0.000203396,2.75,9.7
A8-A2-20y35.4,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.0912175,0.0472713,0.026447,0.000493482,2.75,13.15
A8-A2-20y35.5,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,0.115637,0.0496099,0.0260137,0.000813083,2.75,16.7
A8-A2-20y35.6,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.151347,0.056585,0.0262988,0.0010365,2.75,20.25
A8-A2-20y35.7,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.158793,0.0664945,0.0303986,0.00110961,2.75,23.75
A8-A2-20y35.8,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.190574,0.0662601,0.0297895,0.00103312,2.75,27.25
A8-A2-20y35.9,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.186692,0.0687948,0.0316872,0.000847333,2.75,30.8
A8-A2-20y35.10,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.234028,0.0707167,0.0329727,0.000618591,2.75,34.5
A8-A2-20y35.11,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,0.22809,0.0717686,0.0362205,0.000427348,2.75,38.4
A8-A2-20y35.12,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.312495,0.0660852,0.0354238,0.000357824,2.75,42.65
A8-A2-20y35.13,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.348292,0.0601805,0.0326154,0.000489297,2.75,47.55
A8-A2-20y35.14,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.427551,0.063205,0.0396012,0.000889007,2.75,53.3
A8-A2-20y35.15,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.432964,0.0684599,0.0400269,0.00160668,2.75,60.15
A8-A2-20y35.16,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.502721,0.0760776,0.043737,0.00267065,2.75,68.65
A8-A2-20y35.17,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.423583,0.0989895,0.0750004,0.00408567,2.75,79.4
A8-A2-20y35.18,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,0.258156,0.158811,0.151652,0.00583221,2.75,95.2
