# name: A8-A6-00y10
# comment: ATLAS 8TeV angular coefficient A6, 0<|y|<1
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A6-00y10.0,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,0.00790601,0.00386731,0.00212925,0.00166115,0.5,1.25
A8-A6-00y10.1,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.000136099,0.00177759,0.000978813,0.000911346,0.5,3.75
A8-A6-00y10.2,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,-0.00303583,0.00167914,0.000881778,0.000635869,0.5,6.5
A8-A6-00y10.3,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,-0.00367755,0.00164248,0.000897275,0.000601938,0.5,9.7
A8-A6-00y10.4,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,-0.00295923,0.00159768,0.000849697,0.000670558,0.5,13.15
A8-A6-00y10.5,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,-0.00207298,0.00175711,0.000892798,0.000769753,0.5,16.7
A8-A6-00y10.6,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,-0.00140838,0.00202082,0.00102784,0.000871735,0.5,20.25
A8-A6-00y10.7,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,-0.00136434,0.00220598,0.00111878,0.000973989,0.5,23.75
A8-A6-00y10.8,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,-0.00180129,0.00229931,0.0011568,0.00108429,0.5,27.25
A8-A6-00y10.9,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,-0.00254469,0.00238442,0.00118618,0.00120963,0.5,30.8
A8-A6-00y10.10,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,-0.00353869,0.00256392,0.00124904,0.0013491,0.5,34.5
A8-A6-00y10.11,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,-0.0038153,0.00282712,0.0013888,0.00149065,0.5,38.4
A8-A6-00y10.12,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,-0.0037398,0.00306875,0.00152177,0.00161182,0.5,42.65
A8-A6-00y10.13,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,-0.00278182,0.00320453,0.00159648,0.00168437,0.5,47.55
A8-A6-00y10.14,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,-0.000898888,0.0032437,0.00161168,0.00168284,0.5,53.3
A8-A6-00y10.15,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.00198832,0.00330299,0.00165567,0.00159704,0.5,60.15
A8-A6-00y10.16,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.0047703,0.00356931,0.00178187,0.00144843,0.5,68.65
A8-A6-00y10.17,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.0074844,0.00407902,0.00202968,0.00131049,0.5,79.4
A8-A6-00y10.18,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,0.00840381,0.00462037,0.0022931,0.00133296,0.5,95.2
