# name: A8-A7-00y10
# comment: ATLAS 8TeV angular coefficient A7, 0<|y|<1
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A7-00y10.0,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,0.00417519,0.00293691,0.00163935,6.30508e-05,0.5,1.25
A8-A7-00y10.1,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.000671874,0.00133951,0.000744515,1.58405e-05,0.5,3.75
A8-A7-00y10.2,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,-0.000398778,0.00126525,0.000669966,3.50582e-05,0.5,6.5
A8-A7-00y10.3,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,-8.52064e-05,0.00123114,0.000679695,7.1238e-05,0.5,9.7
A8-A7-00y10.4,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.000740206,0.00119645,0.000650453,9.87354e-05,0.5,13.15
A8-A7-00y10.5,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,0.00150439,0.00131822,0.000694039,0.00010863,0.5,16.7
A8-A7-00y10.6,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.00186891,0.00151768,0.000778494,0.00010265,0.5,20.25
A8-A7-00y10.7,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.00169425,0.00165188,0.000842626,8.81156e-05,0.5,23.75
A8-A7-00y10.8,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.00124018,0.00172239,0.000870138,7.3902e-05,0.5,27.25
A8-A7-00y10.9,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.000312529,0.00180014,0.00089766,6.74263e-05,0.5,30.8
