# name: A8-A7-00y10
# comment: ATLAS 8TeV angular coefficient A7, 0<|y|<1
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A7-00y10.10,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,-0.000551212,0.00196085,0.000963992,7.26513e-05,0.5,34.5
A8-A7-00y10.11,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,-0.00118074,0.00218101,0.00108348,8.91105e-05,0.5,38.4
A8-A7-00y10.12,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,-0.0014705,0.00237518,0.0011863,0.000111955,0.5,42.65
A8-A7-00y10.13,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,-0.0012476,0.00248387,0.00124166,0.000133017,0.5,47.55
A8-A7-00y10.14,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,-0.00014604,0.00253547,0.00126367,0.0001429,0.5,53.3
A8-A7-00y10.15,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.00153656,0.00263967,0.00133606,0.000134082,0.5,60.15
A8-A7-00y10.16,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.0036558,0.00293582,0.00146785,0.000105045,0.5,68.65
A8-A7-00y10.17,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.00578108,0.00341211,0.00170381,6.54218e-05,0.5,79.4
A8-A7-00y10.18,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,0.00707013,0.00388594,0.00192737,4.21622e-05,0.5,95.2
A8-A7-00y10.19,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,105.0,132.0,1.0,False,20.0,20.0,2.0,4.5,0.00626938,0.00443385,0.00203482,8.67236e-05,0.5,118.5
A8-A7-00y10.20,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,132.0,173.0,1.0,False,20.0,20.0,2.0,4.5,0.00285741,0.00588401,0.00251892,0.000283278,0.5,152.5
A8-A7-00y10.21,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,173.0,253.0,1.0,False,20.0,20.0,2.0,4.5,-0.00620065,0.0100182,0.00412195,0.000757942,0.5,213.0
A8-A7-00y10.22,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,253.0,600.0,1.0,False,20.0,20.0,2.0,4.5,-0.0220321,0.0183771,0.00705842,0.00168902,0.5,426.5
