# name: A8-A0-00y10
# comment: ATLAS 8TeV angular coefficient A0, 0<|y|<1
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A0-00y10.0,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,0.00388515,0.00574307,0.00463085,0.00290819,0.5,1.25
A8-A0-00y10.1,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.00945122,0.00274226,0.00342401,0.00196514,0.5,3.75
A8-A0-00y10.2,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,0.0220843,0.0028498,0.00336609,0.00152951,0.5,6.5
A8-A0-00y10.3,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,0.0407591,0.00282358,0.00332058,0.00141996,0.5,9.7
A8-A0-00y10.4,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.0640922,0.00281238,0.00326669,0.00151518,0.5,13.15
A8-A0-00y10.5,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,0.0913172,0.00319297,0.00332066,0.00173536,0.5,16.7
A8-A0-00y10.6,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.122186,0.00373608,0.00347307,0.00202704,0.5,20.25
A8-A0-00y10.7,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.155819,0.00414739,0.00357099,0.00235132,0.5,23.75
A8-A0-00y10.8,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.192651,0.00437051,0.00361132,0.00267538,0.5,27.25
A8-A0-00y10.9,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.231961,0.00451687,0.00356222,0.00296743,0.5,30.8
A8-A0-00y10.10,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.274811,0.00476186,0.00362348,0.00319492,0.5,34.5
A8-A0-00y10.11,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,0.320056,0.00511131,0.0037217,0.00332622,0.5,38.4
A8-A0-00y10.12,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.369101,0.00542115,0.00381886,0.00333549,0.5,42.65
A8-A0-00y10.13,1,1,1,20,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.420672,0.00554545,0.00379906,0.00321108,0.5,47.55
