# name: A8-A7-20y35
# comment: ATLAS 8TeV angular coefficient A7, 2<|y|<3.5
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A7-20y35.0,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,-0.0234867,0.0132343,0.0069723,0.000177415,2.75,1.25
A8-A7-20y35.1,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,-0.00520252,0.0063596,0.00272179,0.00022781,2.75,3.75
A8-A7-20y35.2,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,-0.00420456,0.00585588,0.00260225,0.000148513,2.75,6.5
A8-A7-20y35.3,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,0.00736702,0.005696,0.00249747,6.58389e-05,2.75,9.7
A8-A7-20y35.4,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.00588774,0.00625802,0.00248922,3.51244e-05,2.75,13.15
A8-A7-20y35.5,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,0.00776884,0.00732117,0.00290549,6.45667e-05,2.75,16.7
A8-A7-20y35.6,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.00582289,0.00851778,0.00335398,0.000135235,2.75,20.25
A8-A7-20y35.7,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.00950716,0.0100611,0.00354138,0.000217243,2.75,23.75
A8-A7-20y35.8,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.00473144,0.0111994,0.00386969,0.000282093,2.75,27.25
A8-A7-20y35.9,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.0102652,0.012773,0.00439308,0.00031118,2.75,30.8
A8-A7-20y35.10,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.0105778,0.0142308,0.0049379,0.000300461,2.75,34.5
A8-A7-20y35.11,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,0.00663481,0.0155839,0.00537579,0.000261298,2.75,38.4
A8-A7-20y35.12,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.0107768,0.0157815,0.00547426,0.00021746,2.75,42.65
A8-A7-20y35.13,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.00865624,0.0152491,0.00573021,0.000198287,2.75,47.55
A8-A7-20y35.14,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.00452571,0.016669,0.00664249,0.000228032,2.75,53.3
A8-A7-20y35.15,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.0044046,0.0177047,0.00772623,0.00031136,2.75,60.15
A8-A7-20y35.16,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.010971,0.0187548,0.00796758,0.000415009,2.75,68.65
A8-A7-20y35.17,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.0057381,0.021361,0.00942226,0.00044563,2.75,79.4
A8-A7-20y35.18,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,-0.00505378,0.0319144,0.017048,0.000223779,2.75,95.2
