# name: A8-A6-10y20
# comment: ATLAS 8TeV angular coefficient A6, 1<|y|<2
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A6-10y20.0,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,0.00318703,0.00465774,0.00249576,0.000233406,1.5,1.25
A8-A6-10y20.1,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.000378262,0.00210732,0.00114047,9.70258e-05,1.5,3.75
A8-A6-10y20.2,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,-0.000433202,0.00199809,0.00102414,5.01985e-05,1.5,6.5
A8-A6-10y20.3,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,-3.18014e-05,0.00195778,0.0010618,5.80296e-05,1.5,9.7
A8-A6-10y20.4,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.000714933,0.00189519,0.00101251,9.3647e-05,1.5,13.15
A8-A6-10y20.5,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,0.00170011,0.00208649,0.00106661,0.000137343,1.5,16.7
A8-A6-10y20.6,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.00242639,0.00240654,0.0012203,0.000175719,1.5,20.25
A8-A6-10y20.7,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.00305873,0.00262695,0.00131688,0.000200826,1.5,23.75
A8-A6-10y20.8,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.00326175,0.00274383,0.00136637,0.000209308,1.5,27.25
A8-A6-10y20.9,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.00370382,0.00285304,0.00139865,0.000201549,1.5,30.8
A8-A6-10y20.10,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.00415488,0.00306733,0.00148734,0.000180809,1.5,34.5
A8-A6-10y20.11,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,0.00497866,0.00339095,0.0016563,0.000152374,1.5,38.4
A8-A6-10y20.12,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.00616449,0.00367996,0.00181513,0.000122693,1.5,42.65
A8-A6-10y20.13,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.00798932,0.00382994,0.00189706,9.85249e-05,1.5,47.55
A8-A6-10y20.14,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.0107737,0.00386358,0.00190528,8.60804e-05,1.5,53.3
A8-A6-10y20.15,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.0134131,0.00392543,0.00194396,9.01646e-05,1.5,60.15
A8-A6-10y20.16,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.0165583,0.00424468,0.00212786,0.00011332,1.5,68.65
A8-A6-10y20.17,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.0188784,0.00483576,0.00244324,0.00015497,1.5,79.4
A8-A6-10y20.18,1,1,1,26,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,0.0198335,0.00543405,0.00269862,0.000210561,1.5,95.2
