# name: A8-A5-10y20
# comment: ATLAS 8TeV angular coefficient A5, 1<|y|<2
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A5-10y20.0,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,-0.000611337,0.00731135,0.00373703,0.000895867,1.5,1.25
A8-A5-10y20.1,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,-0.0025042,0.00281466,0.00156102,0.000398759,1.5,3.75
A8-A5-10y20.2,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,-0.00141885,0.00198851,0.00100137,0.00017136,1.5,6.5
A8-A5-10y20.3,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,0.000405238,0.00198932,0.00105319,0.000100651,1.5,9.7
A8-A5-10y20.4,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.00258824,0.00184763,0.000993859,0.000110948,1.5,13.15
A8-A5-10y20.5,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,0.00412467,0.00191481,0.000967055,0.0001548,1.5,16.7
A8-A5-10y20.6,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.00505567,0.00220636,0.00108545,0.00020514,1.5,20.25
A8-A5-10y20.7,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.00490044,0.00245033,0.00120718,0.00024869,1.5,23.75
A8-A5-10y20.8,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.00419723,0.00259121,0.00124768,0.000280606,1.5,27.25
A8-A5-10y20.9,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.00320089,0.0026954,0.00128029,0.000300381,1.5,30.8
A8-A5-10y20.10,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.00210055,0.00289518,0.00137643,0.000308996,1.5,34.5
A8-A5-10y20.11,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,0.00112084,0.00323251,0.00154353,0.000307317,1.5,38.4
A8-A5-10y20.12,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.00147679,0.00354248,0.00171974,0.000295747,1.5,42.65
A8-A5-10y20.13,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.00209387,0.00371974,0.00181993,0.000275127,1.5,47.55
A8-A5-10y20.14,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.00404532,0.00381504,0.00184563,0.000248881,1.5,53.3
A8-A5-10y20.15,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.00632258,0.00402101,0.00196611,0.000226419,1.5,60.15
A8-A5-10y20.16,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.00877273,0.00454666,0.00231073,0.000227787,1.5,68.65
A8-A5-10y20.17,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.0107281,0.00539235,0.0027264,0.000289562,1.5,79.4
