# name: A8-A4-00y10
# comment: ATLAS 8TeV angular coefficient A4, 0<|y|<1
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A4-00y10.12,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.0195417,0.00393756,0.00193999,1.30863e-05,0.5,42.65
A8-A4-00y10.13,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.0202327,0.004108,0.00204502,1.57918e-05,0.5,47.55
A8-A4-00y10.14,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.0204456,0.0041028,0.00203435,5.11739e-05,0.5,53.3
A8-A4-00y10.15,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.0202768,0.00402499,0.0019696,9.30602e-05,0.5,60.15
A8-A4-00y10.16,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.0191995,0.00407994,0.00203069,0.000141451,0.5,68.65
A8-A4-00y10.17,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.0176223,0.00444422,0.00220212,0.000196345,0.5,79.4
A8-A4-00y10.18,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,0.0159261,0.00493516,0.00245605,0.000257744,0.5,95.2
A8-A4-00y10.19,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,105.0,132.0,1.0,False,20.0,20.0,2.0,4.5,0.0143541,0.0054145,0.0024922,0.000325647,0.5,118.5
A8-A4-00y10.20,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,132.0,173.0,1.0,False,20.0,20.0,2.0,4.5,0.0136988,0.0064595,0.00281664,0.000400054,0.5,152.5
A8-A4-00y10.21,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,173.0,253.0,1.0,False,20.0,20.0,2.0,4.5,0.0151842,0.010471,0.00440233,0.000480965,0.5,213.0
A8-A4-00y10.22,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,253.0,600.0,1.0,False,20.0,20.0,2.0,4.5,0.0195723,0.019879,0.00783949,0.000568381,0.5,426.5
