# name: A8-A7-10y20
# comment: ATLAS 8TeV angular coefficient A7, 1<|y|<2
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A7-10y20.0,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,0.0010168,0.00338792,0.00183836,0.000529077,1.5,1.25
A8-A7-10y20.1,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.000539298,0.00150428,0.000816882,0.000383896,1.5,3.75
A8-A7-10y20.2,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,-0.000130828,0.00143124,0.000744368,0.00035715,1.5,6.5
A8-A7-10y20.3,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,-0.000809071,0.00139675,0.000760429,0.000373814,1.5,9.7
A8-A7-10y20.4,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,-0.00130249,0.00135074,0.00072701,0.000397339,1.5,13.15
A8-A7-10y20.5,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,-0.00155244,0.00149852,0.000769509,0.000416601,1.5,16.7
A8-A7-10y20.6,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,-0.00137262,0.00173145,0.000882295,0.000435013,1.5,20.25
A8-A7-10y20.7,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,-0.000942885,0.00188863,0.000942111,0.000461785,1.5,23.75
A8-A7-10y20.8,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,-0.000127107,0.00197661,0.000975844,0.000505344,1.5,27.25
A8-A7-10y20.9,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.00107047,0.00207458,0.00100696,0.000568892,1.5,30.8
A8-A7-10y20.10,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.00241932,0.00226135,0.00110259,0.000648136,1.5,34.5
A8-A7-10y20.11,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,0.00398783,0.00252382,0.00124192,0.000731156,1.5,38.4
A8-A7-10y20.12,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.00556033,0.0027455,0.00136109,0.000800434,1.5,42.65
A8-A7-10y20.13,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.00701748,0.00285849,0.00142113,0.000837032,1.5,47.55
A8-A7-10y20.14,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.00830002,0.00291107,0.00144099,0.000826926,1.5,53.3
A8-A7-10y20.15,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.00904559,0.00303955,0.00152832,0.000769488,1.5,60.15
A8-A7-10y20.16,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.00938128,0.00340158,0.00171698,0.000688129,1.5,68.65
A8-A7-10y20.17,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.00880751,0.00395593,0.00201011,0.000643088,1.5,79.4
A8-A7-10y20.18,1,1,1,27,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,0.00750068,0.00448545,0.00224802,0.000746375,1.5,95.2
