# name: A8-A4-10y20
# comment: ATLAS 8TeV angular coefficient A4, 1<|y|<2
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A4-10y20.10,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.0564239,0.00399167,0.00192882,0.00048333,1.5,34.5
A8-A4-10y20.11,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,0.0563652,0.00445213,0.00215344,0.000496984,1.5,38.4
A8-A4-10y20.12,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.0557544,0.00486952,0.00238563,0.000503574,1.5,42.65
A8-A4-10y20.13,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.0545799,0.00509671,0.00250712,0.000500609,1.5,47.55
A8-A4-10y20.14,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.0521323,0.00511619,0.00251794,0.000488194,1.5,53.3
A8-A4-10y20.15,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.0483894,0.00505009,0.00246418,0.000471708,1.5,60.15
A8-A4-10y20.16,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.0435462,0.0051306,0.00256603,0.000465182,1.5,68.65
A8-A4-10y20.17,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.0383613,0.00555902,0.00278267,0.000495367,1.5,79.4
A8-A4-10y20.18,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,0.0335306,0.0060755,0.0030349,0.000606499,1.5,95.2
A8-A4-10y20.19,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,105.0,132.0,1.0,False,20.0,20.0,2.0,4.5,0.0311117,0.00653612,0.00304809,0.000865759,1.5,118.5
A8-A4-10y20.20,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,132.0,173.0,1.0,False,20.0,20.0,2.0,4.5,0.0332297,0.00782688,0.00356572,0.00136943,1.5,152.5
A8-A4-10y20.21,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,173.0,253.0,1.0,False,20.0,20.0,2.0,4.5,0.0424648,0.0131879,0.0059126,0.00224975,1.5,213.0
A8-A4-10y20.22,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,253.0,600.0,1.0,False,20.0,20.0,2.0,4.5,0.0632245,0.0255266,0.0106158,0.00368243,1.5,426.5
