# name: A8-A4-10y20
# comment: ATLAS 8TeV angular coefficient A4, 1<|y|<2
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A4-10y20.0,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,0.0484801,0.00495591,0.00272547,0.000476756,1.5,1.25
A8-A4-10y20.1,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.0604288,0.00230458,0.00128175,0.000377273,1.5,3.75
A8-A4-10y20.2,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,0.065299,0.00236927,0.00126403,0.000345896,1.5,6.5
A8-A4-10y20.3,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,0.0656703,0.00233238,0.00128658,0.000348631,1.5,9.7
A8-A4-10y20.4,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.0639081,0.00227638,0.00121089,0.000365513,1.5,13.15
A8-A4-10y20.5,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,0.0613934,0.00255616,0.00129654,0.000386336,1.5,16.7
A8-A4-10y20.6,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.0590253,0.00298494,0.0015233,0.000407079,1.5,20.25
A8-A4-10y20.7,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.0572941,0.0033055,0.0016544,0.000427023,1.5,23.75
A8-A4-10y20.8,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.0562575,0.00349645,0.00173106,0.000446561,1.5,27.25
A8-A4-10y20.9,1,1,1,24,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.0560909,0.00368239,0.0017821,0.000465714,1.5,30.8
