# name: A8-A5-20y35
# comment: ATLAS 8TeV angular coefficient A5, 2<|y|<3.5
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A5-20y35.0,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,-0.0301519,0.071936,0.0251666,0.000452385,2.75,1.25
A8-A5-20y35.1,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.0122576,0.026435,0.00936349,0.000573958,2.75,3.75
A8-A5-20y35.2,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,0.0129137,0.0152494,0.00537274,0.000650316,2.75,6.5
A8-A5-20y35.3,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,0.00592979,0.0127382,0.00488429,0.000657261,2.75,9.7
A8-A5-20y35.4,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.00440412,0.0125519,0.00451373,0.000594414,2.75,13.15
A8-A5-20y35.5,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,-0.000537738,0.0135813,0.00473096,0.000477936,2.75,16.7
A8-A5-20y35.6,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.00421434,0.0155564,0.00528732,0.000334014,2.75,20.25
A8-A5-20y35.7,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.0132771,0.0182156,0.00605235,0.00019315,2.75,23.75
A8-A5-20y35.8,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.0124169,0.0197598,0.00604079,8.52291e-05,2.75,27.25
A8-A5-20y35.9,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.0249498,0.0215805,0.00682227,3.53759e-05,2.75,30.8
A8-A5-20y35.10,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.0263326,0.0234255,0.00750569,6.05976e-05,2.75,34.5
A8-A5-20y35.11,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,0.041418,0.0249872,0.00824546,0.000167214,2.75,38.4
A8-A5-20y35.12,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.0296671,0.0246057,0.00804759,0.000349076,2.75,42.65
A8-A5-20y35.13,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.0254788,0.0230471,0.00858429,0.000586565,2.75,47.55
A8-A5-20y35.14,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.00210079,0.024613,0.00974926,0.000846388,2.75,53.3
A8-A5-20y35.15,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,-0.0142696,0.0261306,0.0114302,0.00108215,2.75,60.15
A8-A5-20y35.16,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,-0.0108948,0.02834,0.0120099,0.00123572,2.75,68.65
A8-A5-20y35.17,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,-0.0526521,0.0323305,0.0143638,0.00123938,2.75,79.4
A8-A5-20y35.18,1,1,1,25,1,1,1,3,64000000.0,80.0,100.0,91.1876,2.0,3.5,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,0.00479068,0.0493933,0.0264587,0.00101876,2.75,95.2
