# name: A8-A2-00y10
# comment: ATLAS 8TeV angular coefficient A2, 0<|y|<1
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A2-00y10.0,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,0.031633,0.010977,0.00622561,0.00215628,0.5,1.25
A8-A2-00y10.1,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.00748761,0.00450225,0.00282789,0.00138557,0.5,3.75
A8-A2-00y10.2,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,0.00313497,0.00343055,0.00220513,0.00100695,0.5,6.5
A8-A2-00y10.3,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,0.011643,0.00327294,0.0021813,0.000847829,0.5,9.7
A8-A2-00y10.4,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.0284432,0.00311305,0.0021074,0.000804301,0.5,13.15
A8-A2-00y10.5,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,0.0501211,0.00338463,0.00218854,0.000820696,0.5,16.7
A8-A2-00y10.6,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.0746232,0.00388117,0.0024478,0.000872646,0.5,20.25
A8-A2-00y10.7,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.100317,0.00423663,0.00257552,0.000953584,0.5,23.75
A8-A2-00y10.8,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.127198,0.00446474,0.00271415,0.00106471,0.5,27.25
A8-A2-00y10.9,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.155282,0.00480414,0.00299758,0.00120842,0.5,30.8
A8-A2-00y10.10,1,1,1,22,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.184503,0.0053954,0.00347728,0.00138517,0.5,34.5
