# name: A8-A3-00y10
# comment: ATLAS 8TeV angular coefficient A3, 0<|y|<1
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A3-00y10.0,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,-0.00715078,0.0043866,0.00235885,0.000740492,0.5,1.25
A8-A3-00y10.1,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,-0.00614557,0.0017113,0.000942226,0.000318318,0.5,3.75
A8-A3-00y10.2,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,-0.00501954,0.00145793,0.000750417,0.000161342,0.5,6.5
A8-A3-00y10.3,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,-0.00431162,0.00143889,0.000779658,0.000128695,0.5,9.7
A8-A3-00y10.4,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,-0.00387678,0.00135437,0.000721422,0.000137066,0.5,13.15
A8-A3-00y10.5,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,-0.00356655,0.00148738,0.000744651,0.000145133,0.5,16.7
A8-A3-00y10.6,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,-0.00347176,0.00172676,0.000871419,0.000140102,0.5,20.25
A8-A3-00y10.7,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,-0.00319327,0.00190601,0.000945493,0.000126333,0.5,23.75
A8-A3-00y10.8,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,-0.00306966,0.00201328,0.000977992,0.000116074,0.5,27.25
A8-A3-00y10.9,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,-0.0026179,0.0021511,0.00103609,0.000122295,0.5,30.8
A8-A3-00y10.10,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,-0.00190429,0.00241308,0.00116705,0.000153614,0.5,34.5
A8-A3-00y10.11,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,-0.00102366,0.00275453,0.00134591,0.000211328,0.5,38.4
A8-A3-00y10.12,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.000337965,0.00305873,0.00150699,0.000288547,0.5,42.65
A8-A3-00y10.13,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.00235941,0.00329112,0.00161411,0.000371415,0.5,47.55
A8-A3-00y10.14,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.0045262,0.00356818,0.00179107,0.000442445,0.5,53.3
A8-A3-00y10.15,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.00736428,0.00410563,0.00202597,0.000485942,0.5,60.15
A8-A3-00y10.16,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.0099238,0.00494612,0.0024821,0.000495533,0.5,68.65
A8-A3-00y10.17,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.0128281,0.00599589,0.0028993,0.000483791,0.5,79.4
A8-A3-00y10.18,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,85.4,105.0,1.0,False,20.0,20.0,2.0,4.5,0.0155906,0.00689492,0.00337713,0.000493964,0.5,95.2
A8-A3-00y10.19,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,105.0,132.0,1.0,False,20.0,20.0,2.0,4.5,0.0176393,0.00780168,0.00355113,0.000613796,0.5,118.5
A8-A3-00y10.20,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,132.0,173.0,1.0,False,20.0,20.0,2.0,4.5,0.0189348,0.00979285,0.00427764,0.000991456,0.5,152.5
A8-A3-00y10.21,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,173.0,253.0,1.0,False,20.0,20.0,2.0,4.5,0.0187789,0.0156471,0.0065076,0.00185356,0.5,213.0
A8-A3-00y10.22,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,0.0,1.0,253.0,600.0,1.0,False,20.0,20.0,2.0,4.5,0.017286,0.027854,0.0109541,0.00352529,0.5,426.5
