# name: A8-A3-10y20
# comment: ATLAS 8TeV angular coefficient A3, 1<|y|<2
# reference: 1606.00689
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
A8-A3-10y20.0,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,0.0,2.5,1.0,False,20.0,20.0,2.0,4.5,0.000602915,0.00596576,0.00301799,0.00138067,1.5,1.25
A8-A3-10y20.1,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,2.5,5.0,1.0,False,20.0,20.0,2.0,4.5,0.00355446,0.00223572,0.00117968,0.000615137,1.5,3.75
A8-A3-10y20.2,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,5.0,8.0,1.0,False,20.0,20.0,2.0,4.5,0.00480847,0.00178467,0.000859264,0.000300078,1.5,6.5
A8-A3-10y20.3,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,8.0,11.4,1.0,False,20.0,20.0,2.0,4.5,0.00541869,0.00176976,0.000914884,0.000213605,1.5,9.7
A8-A3-10y20.4,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,11.4,14.9,1.0,False,20.0,20.0,2.0,4.5,0.00528299,0.00164507,0.000853485,0.000221218,1.5,13.15
A8-A3-10y20.5,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,14.9,18.5,1.0,False,20.0,20.0,2.0,4.5,0.00518688,0.00177197,0.000858695,0.000252094,1.5,16.7
A8-A3-10y20.6,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,18.5,22.0,1.0,False,20.0,20.0,2.0,4.5,0.00482661,0.00208136,0.000991353,0.000278656,1.5,20.25
A8-A3-10y20.7,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,22.0,25.5,1.0,False,20.0,20.0,2.0,4.5,0.00473762,0.00231087,0.00108881,0.000299401,1.5,23.75
A8-A3-10y20.8,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,25.5,29.0,1.0,False,20.0,20.0,2.0,4.5,0.0046582,0.00246682,0.00112418,0.000325007,1.5,27.25
A8-A3-10y20.9,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,29.0,32.6,1.0,False,20.0,20.0,2.0,4.5,0.00512039,0.00264143,0.0011808,0.000367698,1.5,30.8
A8-A3-10y20.10,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,32.6,36.4,1.0,False,20.0,20.0,2.0,4.5,0.00580925,0.00293095,0.00133362,0.000433897,1.5,34.5
A8-A3-10y20.11,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,36.4,40.4,1.0,False,20.0,20.0,2.0,4.5,0.00707579,0.00334433,0.00153929,0.00052013,1.5,38.4
A8-A3-10y20.12,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,40.4,44.9,1.0,False,20.0,20.0,2.0,4.5,0.00910214,0.00368454,0.0017351,0.000612211,1.5,42.65
A8-A3-10y20.13,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,44.9,50.2,1.0,False,20.0,20.0,2.0,4.5,0.0118397,0.00391711,0.00186272,0.000687697,1.5,47.55
A8-A3-10y20.14,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,50.2,56.4,1.0,False,20.0,20.0,2.0,4.5,0.0156211,0.00421339,0.00209465,0.000721607,1.5,53.3
A8-A3-10y20.15,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,56.4,63.9,1.0,False,20.0,20.0,2.0,4.5,0.0205498,0.00484752,0.00238871,0.000695415,1.5,60.15
A8-A3-10y20.16,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,63.9,73.4,1.0,False,20.0,20.0,2.0,4.5,0.0267556,0.00586755,0.0029207,0.000609315,1.5,68.65
A8-A3-10y20.17,1,1,1,23,1,1,1,3,64000000.0,80.0,100.0,91.1876,1.0,2.0,73.4,85.4,1.0,False,20.0,20.0,2.0,4.5,0.0349991,0.00709122,0.00350085,0.00049775,1.5,79.4
