# name: hermes3D.wgt.pi+
# comment: HERMES 3D DSA-A_LT pi+ from p. The data MUST be evaluated at a point
# reference: 2007.07755
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.073
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0,uncorrErr_1
hermes3D.wgt.pi+.10,1,1,1,13001,1,1,1,2001,52.657444,1.0,1.881910688635356,1.2214745187681977,0.023,0.072,0.049,0.37,0.49,0.423,0.36,0.54,0.447,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.108057,0.145877,0.011317
hermes3D.wgt.pi+.11,1,1,1,13001,1,1,1,2001,52.657444,1.0,1.881910688635356,1.2409673645990857,0.023,0.072,0.046,0.37,0.49,0.425,0.54,2.0,0.747,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.023305,0.052742,0.002028
hermes3D.wgt.pi+.12,1,1,1,13001,1,1,1,2001,52.657444,1.0,1.881910688635356,1.1734564329364767,0.023,0.072,0.056,0.49,0.7,0.579,0.0,0.23,0.151,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.101922,0.181962,0.01321
hermes3D.wgt.pi+.13,1,1,1,13001,1,1,1,2001,52.657444,1.0,1.881910688635356,1.1861703081766968,0.023,0.072,0.053,0.49,0.7,0.578,0.23,0.36,0.298,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.546393,0.216256,0.015443
hermes3D.wgt.pi+.14,1,1,1,13001,1,1,1,2001,52.657444,1.0,1.881910688635356,1.2037441588643327,0.023,0.072,0.051,0.49,0.7,0.577,0.36,0.54,0.448,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.12791,0.23784,0.01589
hermes3D.wgt.pi+.15,1,1,1,13001,1,1,1,2001,52.657444,1.0,1.881910688635356,1.2300406497347964,0.023,0.072,0.048,0.49,0.7,0.577,0.54,2.0,0.786,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.053893,0.072162,0.011701
hermes3D.wgt.pi+.16,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.4498275759551547,0.072,0.098,0.084,0.2,0.28,0.239,0.0,0.23,0.14,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.082802,0.123748,0.00761
hermes3D.wgt.pi+.17,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.5449919093639293,0.072,0.098,0.084,0.2,0.28,0.238,0.23,0.36,0.295,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.045606,0.132019,0.000986
hermes3D.wgt.pi+.18,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.5719414747375298,0.072,0.098,0.084,0.2,0.28,0.239,0.36,0.54,0.441,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.044601,0.086426,0.009568
hermes3D.wgt.pi+.19,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.652876280911551,0.072,0.098,0.084,0.2,0.28,0.244,0.54,2.0,0.643,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.096355,0.141729,0.004125
hermes3D.wgt.pi+.20,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.3758633653092156,0.072,0.098,0.084,0.28,0.37,0.321,0.0,0.23,0.142,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.133801,0.137553,0.017182
hermes3D.wgt.pi+.21,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.4638989036132242,0.072,0.098,0.084,0.28,0.37,0.322,0.23,0.36,0.293,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.128452,0.224876,0.002571
hermes3D.wgt.pi+.22,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.515585695366646,0.072,0.098,0.084,0.28,0.37,0.321,0.36,0.54,0.444,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.138148,0.120319,0.015863
hermes3D.wgt.pi+.23,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.5842979517754858,0.072,0.098,0.084,0.28,0.37,0.325,0.54,2.0,0.676,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.015345,0.112148,0.016437
hermes3D.wgt.pi+.24,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.3538833036861042,0.072,0.098,0.085,0.37,0.49,0.423,0.0,0.23,0.146,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.024392,0.165129,0.017224
hermes3D.wgt.pi+.25,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.4092551223962253,0.072,0.098,0.085,0.37,0.49,0.424,0.23,0.36,0.293,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.317157,0.204694,0.019047
hermes3D.wgt.pi+.26,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.4758048651498612,0.072,0.098,0.084,0.37,0.49,0.425,0.36,0.54,0.443,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.101649,0.226743,0.009461
hermes3D.wgt.pi+.27,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.543696861433617,0.072,0.098,0.084,0.37,0.49,0.427,0.54,2.0,0.719,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.207104,0.118855,0.018514
hermes3D.wgt.pi+.28,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.3334166640626628,0.072,0.098,0.085,0.49,0.7,0.578,0.0,0.23,0.148,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.217743,0.200723,0.011057
hermes3D.wgt.pi+.29,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.3660161053223348,0.072,0.098,0.085,0.49,0.7,0.58,0.23,0.36,0.295,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.001172,0.201565,0.017037
hermes3D.wgt.pi+.30,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.419506956657839,0.072,0.098,0.084,0.49,0.7,0.583,0.36,0.54,0.443,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.172488,0.235205,0.005314
hermes3D.wgt.pi+.31,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.195562470074582,1.5145956556124147,0.072,0.098,0.084,0.49,0.7,0.583,0.54,2.0,0.754,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.150356,0.148896,0.009821
hermes3D.wgt.pi+.32,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.6917446615846021,0.098,0.138,0.116,0.2,0.28,0.239,0.0,0.23,0.139,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.005357,0.111644,0.016122
hermes3D.wgt.pi+.33,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.783255450012701,0.098,0.138,0.116,0.2,0.28,0.239,0.23,0.36,0.292,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.048952,0.148502,0.016002
hermes3D.wgt.pi+.34,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.8063775906493083,0.098,0.138,0.115,0.2,0.28,0.239,0.36,0.54,0.441,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.07029,0.103475,0.008398
hermes3D.wgt.pi+.35,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.8780308836651223,0.098,0.138,0.115,0.2,0.28,0.244,0.54,2.0,0.638,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.375813,0.179557,0.013788
hermes3D.wgt.pi+.36,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.5915401345866211,0.098,0.138,0.116,0.28,0.37,0.322,0.0,0.23,0.143,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.141253,0.126173,0.021096
hermes3D.wgt.pi+.37,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.6772000476985445,0.098,0.138,0.116,0.28,0.37,0.323,0.23,0.36,0.291,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.299039,0.175023,0.003475
hermes3D.wgt.pi+.38,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.7415510328439991,0.098,0.138,0.116,0.28,0.37,0.322,0.36,0.54,0.442,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.021327,0.143533,0.013913
hermes3D.wgt.pi+.39,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.7919263377717287,0.098,0.138,0.115,0.28,0.37,0.325,0.54,2.0,0.672,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.01746,0.143959,0.013398
hermes3D.wgt.pi+.40,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.5527395145355192,0.098,0.138,0.116,0.37,0.49,0.423,0.0,0.23,0.148,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.220192,0.154637,0.021069
hermes3D.wgt.pi+.41,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.5842979517754858,0.098,0.138,0.116,0.37,0.49,0.426,0.23,0.36,0.293,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.139042,0.167934,0.012981
hermes3D.wgt.pi+.42,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.6855266239368634,0.098,0.138,0.116,0.37,0.49,0.427,0.36,0.54,0.441,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.216607,0.206163,0.004723
hermes3D.wgt.pi+.43,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.7640861656959956,0.098,0.138,0.116,0.37,0.49,0.427,0.54,2.0,0.716,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.195529,0.137829,0.020924
hermes3D.wgt.pi+.44,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.5440207252495026,0.098,0.138,0.116,0.49,0.7,0.577,0.0,0.23,0.151,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.244877,0.186329,0.015238
hermes3D.wgt.pi+.45,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.5479018056711478,0.098,0.138,0.116,0.49,0.7,0.579,0.23,0.36,0.296,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.095107,0.181276,0.023403
hermes3D.wgt.pi+.46,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.5965587994182988,0.098,0.138,0.116,0.49,0.7,0.582,0.36,0.54,0.441,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.250173,0.185253,0.022413
hermes3D.wgt.pi+.47,1,1,1,13001,1,1,1,2001,52.657444,1.0,2.6053873723498393,1.7271363582531636,0.098,0.138,0.115,0.49,0.7,0.584,0.54,2.0,0.742,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.22739,0.164971,0.018495
hermes3D.wgt.pi+.48,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2244100341438853,0.138,0.6,0.205,0.2,0.28,0.239,0.0,0.23,0.141,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.003533,0.089519,0.022517
hermes3D.wgt.pi+.49,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.292596780945136,0.138,0.6,0.214,0.2,0.28,0.241,0.23,0.36,0.29,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.035759,0.119253,0.022484
hermes3D.wgt.pi+.50,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2825424421026654,0.138,0.6,0.207,0.2,0.28,0.24,0.36,0.54,0.44,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.072441,0.134842,0.035225
hermes3D.wgt.pi+.51,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.3285188425262957,0.138,0.6,0.209,0.2,0.28,0.244,0.54,2.0,0.637,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.133414,0.299861,0.039716
hermes3D.wgt.pi+.52,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1168372634664196,0.138,0.6,0.201,0.28,0.37,0.321,0.0,0.23,0.147,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.222724,0.105787,0.022253
hermes3D.wgt.pi+.53,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1542980295214496,0.138,0.6,0.21,0.28,0.37,0.323,0.23,0.36,0.292,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.021045,0.125044,0.032542
hermes3D.wgt.pi+.54,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2104298224553522,0.138,0.6,0.211,0.28,0.37,0.324,0.36,0.54,0.439,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.047808,0.136751,0.042392
hermes3D.wgt.pi+.55,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.22081066279861,0.138,0.6,0.205,0.28,0.37,0.325,0.54,2.0,0.671,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.051745,0.181249,0.035061
hermes3D.wgt.pi+.56,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.093800372528384,0.138,0.6,0.201,0.37,0.49,0.422,0.0,0.23,0.15,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.310861,0.126272,0.024346
hermes3D.wgt.pi+.57,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.093800372528384,0.138,0.6,0.205,0.37,0.49,0.424,0.23,0.36,0.294,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.086298,0.136845,0.028807
hermes3D.wgt.pi+.58,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1554581879498382,0.138,0.6,0.21,0.37,0.49,0.427,0.36,0.54,0.438,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.122894,0.13981,0.039722
hermes3D.wgt.pi+.59,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2,0.138,0.6,0.205,0.37,0.49,0.427,0.54,2.0,0.704,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.342721,0.156066,0.032749
hermes3D.wgt.pi+.60,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.0815859338494773,0.138,0.6,0.2,0.49,0.7,0.575,0.0,0.23,0.153,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.079878,0.154887,0.031565
hermes3D.wgt.pi+.61,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.0690577565645674,0.138,0.6,0.2,0.49,0.7,0.577,0.23,0.36,0.296,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.035089,0.151042,0.023797
hermes3D.wgt.pi+.62,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.100238081742163,0.138,0.6,0.206,0.49,0.7,0.58,0.36,0.54,0.444,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.225466,0.144464,0.036145
hermes3D.wgt.pi+.63,1,1,1,13001,1,1,1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.195905280288747,0.138,0.6,0.209,0.49,0.7,0.587,0.54,2.0,0.723,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.124439,0.145706,0.040403
