# name: compass16.wgt.h+.1<z.dz.dQ
# comment: COMPASS16 DSSA-A_LT h+ from p, z>0.1 (differential in z, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.03
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.wgt.h+.1<z.dz.dQ.0,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.396424004376894,0.0037017294479981047,0.13326226012793177,0.026,0.1,0.2,0.14,0.1,10.0,0.41,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.01,0.007
compass16.wgt.h+.1<z.dz.dQ.1,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.396424004376894,0.0037017294479981047,0.13326226012793177,0.029,0.2,0.3,0.24,0.1,10.0,0.47,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.004,0.01
compass16.wgt.h+.1<z.dz.dQ.2,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.4,0.0037017294479981047,0.13326226012793177,0.03,0.3,0.4,0.35,0.1,10.0,0.51,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.001,0.015
compass16.wgt.h+.1<z.dz.dQ.3,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.396424004376894,0.0037017294479981047,0.13326226012793177,0.03,0.4,0.6,0.48,0.1,10.0,0.55,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.004,0.016
compass16.wgt.h+.1<z.dz.dQ.4,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.378404875209022,0.0037017294479981047,0.13326226012793177,0.03,0.6,1.0,0.74,0.1,10.0,0.55,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.017,0.023
compass16.wgt.h+.1<z.dz.dQ.5,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.067,0.1,0.2,0.14,0.1,10.0,0.4,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.01,0.018
compass16.wgt.h+.1<z.dz.dQ.6,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.072,0.2,0.3,0.24,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.041,0.027
compass16.wgt.h+.1<z.dz.dQ.7,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.075,0.3,0.4,0.35,0.1,10.0,0.51,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.043,0.038
compass16.wgt.h+.1<z.dz.dQ.8,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.077,0.4,0.6,0.48,0.1,10.0,0.57,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.09,0.041
compass16.wgt.h+.1<z.dz.dQ.9,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.079,0.6,1.0,0.73,0.1,10.0,0.62,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.014,0.063
compass16.wgt.h+.1<z.dz.dQ.10,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0610455730027932,0.023135809049988153,0.5330490405117271,0.119,0.1,0.2,0.14,0.1,10.0,0.4,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.01,0.017
compass16.wgt.h+.1<z.dz.dQ.11,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0643106892089125,0.023135809049988153,0.5330490405117271,0.127,0.2,0.3,0.24,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.024,0.026
compass16.wgt.h+.1<z.dz.dQ.12,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0643106892089125,0.023135809049988153,0.5330490405117271,0.132,0.3,0.4,0.35,0.1,10.0,0.52,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.024,0.036
compass16.wgt.h+.1<z.dz.dQ.13,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0675723300355937,0.023135809049988153,0.5330490405117271,0.136,0.4,0.6,0.48,0.1,10.0,0.58,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.001,0.039
compass16.wgt.h+.1<z.dz.dQ.14,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.062678566222711,0.023135809049988153,0.5330490405117271,0.141,0.6,1.0,0.72,0.1,10.0,0.66,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.012,0.061
compass16.wgt.h+.1<z.dz.dQ.15,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.123475382979799,0.059227671167969675,0.8988000420238954,0.231,0.1,0.2,0.14,0.1,10.0,0.42,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.057,0.026
compass16.wgt.h+.1<z.dz.dQ.16,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.120546845796843,0.059227671167969675,0.8988000420238954,0.241,0.2,0.3,0.24,0.1,10.0,0.5,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.076,0.038
compass16.wgt.h+.1<z.dz.dQ.17,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.120546845796843,0.059227671167969675,0.8988000420238954,0.248,0.3,0.4,0.35,0.1,10.0,0.57,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.045,0.052
compass16.wgt.h+.1<z.dz.dQ.18,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.123475382979799,0.059227671167969675,0.8988000420238954,0.257,0.4,0.6,0.48,0.1,10.0,0.67,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.101,0.055
compass16.wgt.h+.1<z.dz.dQ.19,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.127377497317708,0.059227671167969675,0.8988000420238954,0.275,0.6,1.0,0.72,0.1,10.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.046,0.086
