# name: compass16.wgt.h-.1<z.dz
# comment: COMPASS16 DSSA-A_LT h- from p, z>0.1 (differential in z, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.03
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.wgt.h-.1<z.dz.0,1,1,-12,13001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.026,0.1,0.2,0.14,0.1,10.0,0.4,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.002,0.007
compass16.wgt.h-.1<z.dz.1,1,1,-12,13001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.028,0.2,0.3,0.24,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.005,0.011
compass16.wgt.h-.1<z.dz.2,1,1,-12,13001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3892443989449805,0.0037017294479981047,0.13326226012793177,0.028,0.3,0.4,0.34,0.1,10.0,0.51,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.021,0.016
compass16.wgt.h-.1<z.dz.3,1,1,-12,13001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3820274961085253,0.0037017294479981047,0.13326226012793177,0.028,0.4,0.6,0.48,0.1,10.0,0.54,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.017,0.017
compass16.wgt.h-.1<z.dz.4,1,1,-12,13001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3564659966250536,0.0037017294479981047,0.13326226012793177,0.028,0.6,1.0,0.74,0.1,10.0,0.51,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.003,0.024
compass16.wgt.h-.1<z.dz.5,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.065,0.1,0.2,0.14,0.1,10.0,0.4,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.003,0.019
compass16.wgt.h-.1<z.dz.6,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.07,0.2,0.3,0.24,0.1,10.0,0.47,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.003,0.029
compass16.wgt.h-.1<z.dz.7,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.072,0.3,0.4,0.34,0.1,10.0,0.52,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.031,0.042
compass16.wgt.h-.1<z.dz.8,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.073,0.4,0.6,0.48,0.1,10.0,0.58,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.007,0.048
compass16.wgt.h-.1<z.dz.9,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.2203603311174516,0.014806917791992419,0.2082222814498934,0.073,0.6,1.0,0.73,0.1,10.0,0.59,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.05,0.077
compass16.wgt.h-.1<z.dz.10,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.059411708155671,0.023135809049988153,0.5330490405117271,0.115,0.1,0.2,0.14,0.1,10.0,0.4,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.006,0.018
