# name: compass16.wgt.h+.2<z.dpt
# comment: COMPASS16 DSSA-A_LT h+ from p, z>0.2 (differential in pt, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.03
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.wgt.h+.2<z.dpt.0,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.031,0.2,1.0,0.36,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.016,0.015
compass16.wgt.h+.2<z.dpt.1,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.03,0.2,1.0,0.36,0.3,0.5,0.4,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.009,0.013
compass16.wgt.h+.2<z.dpt.2,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.396424004376894,0.0037017294479981047,0.13326226012793177,0.029,0.2,1.0,0.37,0.5,0.75,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.009,0.014
compass16.wgt.h+.2<z.dpt.3,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.4,0.0037017294479981047,0.13326226012793177,0.028,0.2,1.0,0.4,0.75,1.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.016,0.021
compass16.wgt.h+.2<z.dpt.4,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.407124727947029,0.0037017294479981047,0.13326226012793177,0.024,0.2,1.0,0.43,1.0,10.0,1.26,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.013,0.025
compass16.wgt.h+.2<z.dpt.5,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.079,0.2,1.0,0.34,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.001,0.039
compass16.wgt.h+.2<z.dpt.6,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.077,0.2,1.0,0.35,0.3,0.5,0.4,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.078,0.034
compass16.wgt.h+.2<z.dpt.7,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.074,0.2,1.0,0.37,0.5,0.75,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.065,0.036
compass16.wgt.h+.2<z.dpt.8,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.069,0.2,1.0,0.41,0.75,1.0,0.86,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.02,0.052
compass16.wgt.h+.2<z.dpt.9,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.059,0.2,1.0,0.44,1.0,10.0,1.27,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.046,0.06
compass16.wgt.h+.2<z.dpt.10,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.056141357987225,0.023135809049988153,0.5330490405117271,0.14,0.2,1.0,0.34,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.012,0.038
compass16.wgt.h+.2<z.dpt.11,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.059411708155671,0.023135809049988153,0.5330490405117271,0.136,0.2,1.0,0.35,0.3,0.5,0.4,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.04,0.033
compass16.wgt.h+.2<z.dpt.12,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0659419433511785,0.023135809049988153,0.5330490405117271,0.13,0.2,1.0,0.37,0.5,0.75,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.014,0.035
compass16.wgt.h+.2<z.dpt.13,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0740852297878796,0.023135809049988153,0.5330490405117271,0.122,0.2,1.0,0.41,0.75,1.0,0.86,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.069,0.049
compass16.wgt.h+.2<z.dpt.14,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.095157508108432,0.023135809049988153,0.5330490405117271,0.107,0.2,1.0,0.45,1.0,10.0,1.28,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.015,0.055
compass16.wgt.h+.2<z.dpt.15,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.040833264451424,0.059227671167969675,0.8988000420238954,0.245,0.2,1.0,0.33,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.043,0.057
compass16.wgt.h+.2<z.dpt.16,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.067543783727971,0.059227671167969675,0.8988000420238954,0.246,0.2,1.0,0.34,0.3,0.5,0.4,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.037,0.049
compass16.wgt.h+.2<z.dpt.17,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.118593556827891,0.059227671167969675,0.8988000420238954,0.247,0.2,1.0,0.36,0.5,0.75,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.107,0.05
compass16.wgt.h+.2<z.dpt.18,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.1903757089443925,0.059227671167969675,0.8988000420238954,0.251,0.2,1.0,0.41,0.75,1.0,0.86,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.124,0.068
compass16.wgt.h+.2<z.dpt.19,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.325410782277739,0.059227671167969675,0.8988000420238954,0.268,0.2,1.0,0.48,1.0,10.0,1.34,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.037,0.069
