# name: compass16.wgt.h+.1<z.dpt.dQ
# comment: COMPASS16 DSSA-A_LT h+ from p, z>0.1 (differential in pt, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.03
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.wgt.h+.1<z.dpt.dQ.0,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.03,0.1,1.0,0.23,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.003,0.009
compass16.wgt.h+.1<z.dpt.dQ.1,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.029,0.1,1.0,0.25,0.3,0.5,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.007,0.009
compass16.wgt.h+.1<z.dpt.dQ.2,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.396424004376894,0.0037017294479981047,0.13326226012793177,0.027,0.1,1.0,0.28,0.5,0.75,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.003,0.01
compass16.wgt.h+.1<z.dpt.dQ.3,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.396424004376894,0.0037017294479981047,0.13326226012793177,0.025,0.1,1.0,0.32,0.75,1.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.009,0.016
compass16.wgt.h+.1<z.dpt.dQ.4,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.40356688476182,0.0037017294479981047,0.13326226012793177,0.022,0.1,1.0,0.35,1.0,10.0,1.25,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.006,0.02
compass16.wgt.h+.1<z.dpt.dQ.5,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.076,0.1,1.0,0.22,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.026,0.024
compass16.wgt.h+.1<z.dpt.dQ.6,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.073,0.1,1.0,0.24,0.3,0.5,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.03,0.023
compass16.wgt.h+.1<z.dpt.dQ.7,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.069,0.1,1.0,0.28,0.5,0.75,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.025,0.026
compass16.wgt.h+.1<z.dpt.dQ.8,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.063,0.1,1.0,0.33,0.75,1.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.023,0.041
compass16.wgt.h+.1<z.dpt.dQ.9,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.055,0.1,1.0,0.37,1.0,10.0,1.26,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.033,0.05
compass16.wgt.h+.1<z.dpt.dQ.10,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.057776970284131,0.023135809049988153,0.5330490405117271,0.133,0.1,1.0,0.22,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.007,0.023
compass16.wgt.h+.1<z.dpt.dQ.11,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0610455730027932,0.023135809049988153,0.5330490405117271,0.128,0.1,1.0,0.24,0.3,0.5,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.034,0.022
compass16.wgt.h+.1<z.dpt.dQ.12,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0659419433511785,0.023135809049988153,0.5330490405117271,0.122,0.1,1.0,0.28,0.5,0.75,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.025,0.025
compass16.wgt.h+.1<z.dpt.dQ.13,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0724582991474434,0.023135809049988153,0.5330490405117271,0.114,0.1,1.0,0.33,0.75,1.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.018,0.039
compass16.wgt.h+.1<z.dpt.dQ.14,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0903074280724887,0.023135809049988153,0.5330490405117271,0.1,0.1,1.0,0.38,1.0,10.0,1.27,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.008,0.047
compass16.wgt.h+.1<z.dpt.dQ.15,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.071488933242386,0.059227671167969675,0.8988000420238954,0.24,0.1,1.0,0.21,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.046,0.035
compass16.wgt.h+.1<z.dpt.dQ.16,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.096076922496363,0.059227671167969675,0.8988000420238954,0.239,0.1,1.0,0.23,0.3,0.5,0.4,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.049,0.033
compass16.wgt.h+.1<z.dpt.dQ.17,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.13322510708424,0.059227671167969675,0.8988000420238954,0.238,0.1,1.0,0.27,0.5,0.75,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.1,0.037
compass16.wgt.h+.1<z.dpt.dQ.18,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.1884487084291395,0.059227671167969675,0.8988000420238954,0.241,0.1,1.0,0.33,0.75,1.0,0.86,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.093,0.056
compass16.wgt.h+.1<z.dpt.dQ.19,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.301886456724625,0.059227671167969675,0.8988000420238954,0.253,0.1,1.0,0.42,1.0,10.0,1.33,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.037,0.061
