# name: hermes3D.wgt.pi-
# comment: HERMES 3D DSA-A_LT pi- from p. The data MUST be evaluated at a point
# reference: 2007.07755
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.073
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0,uncorrErr_1
hermes3D.wgt.pi-.0,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2074767078498865,0.023,0.072,0.052,0.2,0.28,0.236,0.0,0.23,0.152,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.014492,0.123678,0.012148
hermes3D.wgt.pi-.1,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2288205727444508,0.023,0.072,0.047,0.2,0.28,0.234,0.23,0.36,0.298,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.049296,0.06651,0.007877
hermes3D.wgt.pi-.2,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2381437719424995,0.023,0.072,0.045,0.2,0.28,0.236,0.36,0.54,0.443,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.08095,0.045801,0.002544
hermes3D.wgt.pi-.3,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2573782247199925,0.023,0.072,0.043,0.2,0.28,0.241,0.54,2.0,0.658,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.047277,0.06262,0.003981
hermes3D.wgt.pi-.4,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.1958260743101399,0.023,0.072,0.054,0.28,0.37,0.32,0.0,0.23,0.15,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.211223,0.145659,0.00949
hermes3D.wgt.pi-.5,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2153188881935473,0.023,0.072,0.049,0.28,0.37,0.32,0.23,0.36,0.296,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.284528,0.231863,0.028677
hermes3D.wgt.pi-.6,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2267844146385296,0.023,0.072,0.047,0.28,0.37,0.319,0.36,0.54,0.449,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.012428,0.065901,0.007402
hermes3D.wgt.pi-.7,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2453915047084592,0.023,0.072,0.045,0.28,0.37,0.323,0.54,2.0,0.703,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.036569,0.056419,0.002961
hermes3D.wgt.pi-.8,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.182370500308596,0.023,0.072,0.055,0.37,0.49,0.422,0.0,0.23,0.152,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.011557,0.178632,0.001424
hermes3D.wgt.pi-.9,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.202497401244593,0.023,0.072,0.051,0.37,0.49,0.423,0.23,0.36,0.298,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.100578,0.2722,0.021931
hermes3D.wgt.pi-.10,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2198360545581526,0.023,0.072,0.048,0.37,0.49,0.423,0.36,0.54,0.448,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.126289,0.157001,0.029357
hermes3D.wgt.pi-.11,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2357184145265456,0.023,0.072,0.046,0.37,0.49,0.424,0.54,2.0,0.749,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.025288,0.064029,0.009818
hermes3D.wgt.pi-.12,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.1708970919769166,0.023,0.072,0.056,0.49,0.7,0.579,0.0,0.23,0.151,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.038038,0.200911,0.007407
hermes3D.wgt.pi-.13,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.1870130580579137,0.023,0.072,0.053,0.49,0.7,0.58,0.23,0.36,0.298,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.158148,0.250154,0.024412
hermes3D.wgt.pi-.14,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.1995832609702421,0.023,0.072,0.05,0.49,0.7,0.578,0.36,0.54,0.446,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.004252,0.288643,0.027478
hermes3D.wgt.pi-.15,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2280065146407002,0.023,0.072,0.047,0.49,0.7,0.573,0.54,2.0,0.785,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.054981,0.085866,0.015651
hermes3D.wgt.pi-.16,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.4505171491574997,0.072,0.098,0.084,0.2,0.28,0.239,0.0,0.23,0.14,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.05103,0.138483,0.018792
hermes3D.wgt.pi-.17,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.539155612665594,0.072,0.098,0.084,0.2,0.28,0.237,0.23,0.36,0.294,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.135912,0.148764,0.012915
hermes3D.wgt.pi-.18,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.5671630419327787,0.072,0.098,0.084,0.2,0.28,0.238,0.36,0.54,0.44,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.12879,0.098793,0.012705
hermes3D.wgt.pi-.19,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.6501515081955354,0.072,0.098,0.083,0.2,0.28,0.244,0.54,2.0,0.644,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.04234,0.159347,0.013909
hermes3D.wgt.pi-.20,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.3725887949418791,0.072,0.098,0.084,0.28,0.37,0.321,0.0,0.23,0.142,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.043108,0.163691,0.035826
hermes3D.wgt.pi-.21,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.4580809305384939,0.072,0.098,0.084,0.28,0.37,0.322,0.23,0.36,0.292,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.135939,0.264857,0.044058
hermes3D.wgt.pi-.22,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.503662196106559,0.072,0.098,0.084,0.28,0.37,0.32,0.36,0.54,0.445,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.260359,0.143132,0.02565
hermes3D.wgt.pi-.23,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.5760710643876437,0.072,0.098,0.084,0.28,0.37,0.324,0.54,2.0,0.678,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.105655,0.130618,0.020475
hermes3D.wgt.pi-.24,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.348332303254654,0.072,0.098,0.084,0.37,0.49,0.423,0.0,0.23,0.146,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.129151,0.194073,0.024634
hermes3D.wgt.pi-.25,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.3971399357258385,0.072,0.098,0.084,0.37,0.49,0.424,0.23,0.36,0.292,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.403706,0.241793,0.01336
hermes3D.wgt.pi-.26,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.4744490496453242,0.072,0.098,0.084,0.37,0.49,0.424,0.36,0.54,0.442,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.211453,0.273132,0.027157
hermes3D.wgt.pi-.27,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.539155612665594,0.072,0.098,0.084,0.37,0.49,0.425,0.54,2.0,0.724,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.263126,0.139781,0.019384
hermes3D.wgt.pi-.28,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.3326664999166145,0.072,0.098,0.084,0.49,0.7,0.579,0.0,0.23,0.148,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.178162,0.233252,0.017008
hermes3D.wgt.pi-.29,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.3597793938724032,0.072,0.098,0.084,0.49,0.7,0.581,0.23,0.36,0.295,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.248876,0.241101,0.028878
hermes3D.wgt.pi-.30,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.4131525041551602,0.072,0.098,0.084,0.49,0.7,0.582,0.36,0.54,0.442,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.132481,0.280148,0.026005
hermes3D.wgt.pi-.31,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.504659429904322,0.072,0.098,0.084,0.49,0.7,0.58,0.54,2.0,0.751,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.070482,0.191891,0.031848
hermes3D.wgt.pi-.32,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.6902662512160622,0.098,0.138,0.116,0.2,0.28,0.239,0.0,0.23,0.138,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.017393,0.127624,0.022437
hermes3D.wgt.pi-.33,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.7812916661793488,0.098,0.138,0.116,0.2,0.28,0.238,0.23,0.36,0.292,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.097849,0.167047,0.02554
hermes3D.wgt.pi-.34,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.8013883534651822,0.098,0.138,0.115,0.2,0.28,0.239,0.36,0.54,0.442,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.149689,0.124355,0.024502
hermes3D.wgt.pi-.35,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.8812230064508568,0.098,0.138,0.116,0.2,0.28,0.244,0.54,2.0,0.645,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.054209,0.218793,0.022865
hermes3D.wgt.pi-.36,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.5858751527153707,0.098,0.138,0.116,0.28,0.37,0.321,0.0,0.23,0.144,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.015355,0.153908,0.00936
hermes3D.wgt.pi-.37,1,1,-1,13001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.6646320914844817,0.098,0.138,0.116,0.28,0.37,0.323,0.23,0.36,0.291,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.222151,0.211095,0.039305
