# name: compass16.wgt.h+.2<z.dx.dQ
# comment: COMPASS16 DSSA-A_LT h+ from p, z>0.2 (differential in x, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.03
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.wgt.h+.2<z.dx.dQ.0,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.1269427669584644,0.003,0.008,0.006,0.2,1.0,0.36,0.1,10.0,0.54,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.008,0.014
compass16.wgt.h+.2<z.dx.dQ.1,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.2529964086141667,0.008,0.014,0.011,0.2,1.0,0.37,0.1,10.0,0.53,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.006,0.012
compass16.wgt.h+.2<z.dx.dQ.2,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.3453624047073711,0.014,0.022,0.018,0.2,1.0,0.37,0.1,10.0,0.52,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.008,0.015
compass16.wgt.h+.2<z.dx.dQ.3,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.374772708486752,0.022,0.035,0.028,0.2,1.0,0.38,0.1,10.0,0.5,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.02,0.022
compass16.wgt.h+.2<z.dx.dQ.4,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.4832396974191326,0.035,0.055,0.043,0.2,1.0,0.38,0.1,10.0,0.48,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.003,0.035
compass16.wgt.h+.2<z.dx.dQ.5,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.697056274847714,0.055,0.105,0.071,0.2,1.0,0.38,0.1,10.0,0.47,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.08,0.061
compass16.wgt.h+.2<z.dx.dQ.6,1,1,12,13001,1,1,12,2001,301.03984399999996,1.0,2.0,1.9026297590440449,0.105,0.145,0.11,0.2,1.0,0.39,0.1,10.0,0.45,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.021,0.248
compass16.wgt.h+.2<z.dx.dQ.7,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.1213203435596424,0.014,0.022,0.02,0.2,1.0,0.36,0.1,10.0,0.58,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.057,0.046
compass16.wgt.h+.2<z.dx.dQ.8,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2045407685048604,0.022,0.035,0.029,0.2,1.0,0.35,0.1,10.0,0.57,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.028,0.029
compass16.wgt.h+.2<z.dx.dQ.9,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2203603311174516,0.035,0.055,0.045,0.2,1.0,0.36,0.1,10.0,0.54,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.063,0.037
compass16.wgt.h+.2<z.dx.dQ.10,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.055,0.105,0.076,0.2,1.0,0.37,0.1,10.0,0.5,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.082,0.05
compass16.wgt.h+.2<z.dx.dQ.11,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.240535650240808,0.105,0.145,0.12,0.2,1.0,0.38,0.1,10.0,0.47,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.067,0.104
compass16.wgt.h+.2<z.dx.dQ.12,1,1,12,13001,1,1,12,2001,301.03984399999996,2.0,2.5,2.349468024894146,0.145,0.215,0.164,0.2,1.0,0.39,0.1,10.0,0.45,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.196,0.218
compass16.wgt.h+.2<z.dx.dQ.13,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,2.6645825188948455,0.022,0.035,0.031,0.2,1.0,0.36,0.1,10.0,0.6,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.083,0.055
compass16.wgt.h+.2<z.dx.dQ.14,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,2.8635642126552705,0.035,0.055,0.046,0.2,1.0,0.35,0.1,10.0,0.58,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.032,0.032
compass16.wgt.h+.2<z.dx.dQ.15,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0166206257996713,0.055,0.105,0.077,0.2,1.0,0.36,0.1,10.0,0.55,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.004,0.029
compass16.wgt.h+.2<z.dx.dQ.16,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.057776970284131,0.105,0.145,0.121,0.2,1.0,0.36,0.1,10.0,0.52,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.052,0.05
compass16.wgt.h+.2<z.dx.dQ.17,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.087069808086626,0.145,0.215,0.177,0.2,1.0,0.37,0.1,10.0,0.49,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.117,0.069
compass16.wgt.h+.2<z.dx.dQ.18,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.2619012860600183,0.215,0.3,0.249,0.2,1.0,0.38,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.006,0.121
compass16.wgt.h+.2<z.dx.dQ.19,1,1,12,13001,1,1,12,2001,301.03984399999996,2.5,4.0,3.5902646142032486,0.3,0.55,0.351,0.2,1.0,0.39,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.218,0.23
compass16.wgt.h+.2<z.dx.dQ.20,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,4.342810150121693,0.055,0.105,0.084,0.2,1.0,0.36,0.1,10.0,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.048,0.063
compass16.wgt.h+.2<z.dx.dQ.21,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,4.666904755831214,0.105,0.145,0.123,0.2,1.0,0.36,0.1,10.0,0.59,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.077,0.052
compass16.wgt.h+.2<z.dx.dQ.22,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,4.970915408654627,0.145,0.215,0.179,0.2,1.0,0.36,0.1,10.0,0.58,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.057,0.049
compass16.wgt.h+.2<z.dx.dQ.23,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.261178575186362,0.215,0.3,0.254,0.2,1.0,0.37,0.1,10.0,0.56,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.072,0.06
compass16.wgt.h+.2<z.dx.dQ.24,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,5.490901565316938,0.3,0.55,0.391,0.2,1.0,0.38,0.1,10.0,0.57,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.125,0.068
compass16.wgt.h+.2<z.dx.dQ.25,1,1,12,13001,1,1,12,2001,301.03984399999996,4.0,9.0,6.063002556489647,0.55,0.8,0.638,0.2,1.0,0.41,0.1,10.0,0.8,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.01,0.197
