# name: compass16.wgt.h-.1<z.dpt
# comment: COMPASS16 DSSA-A_LT h- from p, z>0.1 (differential in pt, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.03
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.wgt.h-.1<z.dpt.0,1,1,-12,13001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3892443989449805,0.0037017294479981047,0.13326226012793177,0.028,0.1,1.0,0.23,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.01,0.01
compass16.wgt.h-.1<z.dpt.1,1,1,-12,13001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3892443989449805,0.0037017294479981047,0.13326226012793177,0.027,0.1,1.0,0.24,0.3,0.5,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.0,0.009
compass16.wgt.h-.1<z.dpt.2,1,1,-12,13001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.026,0.1,1.0,0.27,0.5,0.75,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.001,0.011
compass16.wgt.h-.1<z.dpt.3,1,1,-12,13001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.024,0.1,1.0,0.3,0.75,1.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.01,0.017
compass16.wgt.h-.1<z.dpt.4,1,1,-12,13001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.4,0.0037017294479981047,0.13326226012793177,0.021,0.1,1.0,0.34,1.0,10.0,1.25,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.044,0.022
compass16.wgt.h-.1<z.dpt.5,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.073,0.1,1.0,0.21,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.023,0.026
compass16.wgt.h-.1<z.dpt.6,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.069,0.1,1.0,0.23,0.3,0.5,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.0,0.024
compass16.wgt.h-.1<z.dpt.7,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.065,0.1,1.0,0.26,0.5,0.75,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.011,0.029
compass16.wgt.h-.1<z.dpt.8,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.06,0.1,1.0,0.3,0.75,1.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.001,0.045
compass16.wgt.h-.1<z.dpt.9,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.052,0.1,1.0,0.34,1.0,10.0,1.25,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.002,0.057
compass16.wgt.h-.1<z.dpt.10,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.0512292604784714,0.023135809049988153,0.5330490405117271,0.128,0.1,1.0,0.21,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.011,0.026
compass16.wgt.h-.1<z.dpt.11,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.0528675044947495,0.023135809049988153,0.5330490405117271,0.122,0.1,1.0,0.22,0.3,0.5,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.029,0.024
compass16.wgt.h-.1<z.dpt.12,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.059411708155671,0.023135809049988153,0.5330490405117271,0.115,0.1,1.0,0.26,0.5,0.75,0.61,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.002,0.028
compass16.wgt.h-.1<z.dpt.13,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.0659419433511785,0.023135809049988153,0.5330490405117271,0.106,0.1,1.0,0.3,0.75,1.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.022,0.044
compass16.wgt.h-.1<z.dpt.14,1,1,-12,13001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.0757112998459397,0.023135809049988153,0.5330490405117271,0.093,0.1,1.0,0.35,1.0,10.0,1.26,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.053,0.055
compass16.wgt.h-.1<z.dpt.15,1,1,-12,13001,1,1,-12,2001,301.03984399999996,4.0,9.0,5.065570056765576,0.059227671167969675,0.8988000420238954,0.235,0.1,1.0,0.2,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.006,0.04
