# name: CMS13-00y04
# comment: CMS 13TeV 0.0<|y|<0.4 absolute
# reference: arXiv:1909.04133
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.025
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,corrErr_0,y_avg,qT_avg
CMS13-00y04.0,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,1.0,2.0,24.0,True,25.0,25.0,-2.4,2.4,5.4144,0.050661536692050646,0.0054144,0.2,1.5
CMS13-00y04.1,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,2.0,3.0,24.0,True,25.0,25.0,-2.4,2.4,7.1788,0.06020804846530066,0.0071788,0.2,2.5
CMS13-00y04.2,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,3.0,4.0,24.0,True,25.0,25.0,-2.4,2.4,8.201,0.06708105377079278,0.008201,0.2,3.5
CMS13-00y04.3,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,4.0,5.0,24.0,True,25.0,25.0,-2.4,2.4,8.3718,0.06730249233869422,0.0083718,0.2,4.5
CMS13-00y04.4,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,5.0,6.0,24.0,True,25.0,25.0,-2.4,2.4,8.0368,0.0638453287249741,0.0080368,0.2,5.5
CMS13-00y04.5,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,6.0,7.0,24.0,True,25.0,25.0,-2.4,2.4,7.5933,0.0606640424283611,0.007593300000000001,0.2,6.5
CMS13-00y04.6,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,7.0,8.0,24.0,True,25.0,25.0,-2.4,2.4,7.0989,0.05738660247610055,0.007098900000000001,0.2,7.5
CMS13-00y04.7,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,8.0,9.0,24.0,True,25.0,25.0,-2.4,2.4,6.6078,0.05378405781456058,0.0066078000000000005,0.2,8.5
CMS13-00y04.8,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,9.0,10.0,24.0,True,25.0,25.0,-2.4,2.4,6.0727,0.048708934434557205,0.0060727,0.2,9.5
CMS13-00y04.9,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,10.0,11.0,24.0,True,25.0,25.0,-2.4,2.4,5.53,0.0431586190696597,0.00553,0.2,10.5
CMS13-00y04.10,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,11.0,12.0,24.0,True,25.0,25.0,-2.4,2.4,5.0928,0.0392069636671854,0.005092800000000001,0.2,11.5
CMS13-00y04.11,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,12.0,13.0,24.0,True,25.0,25.0,-2.4,2.4,4.7779,0.03711200808026964,0.0047779,0.2,12.5
CMS13-00y04.12,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,13.0,14.0,24.0,True,25.0,25.0,-2.4,2.4,4.4556,0.03536756706362487,0.0044556,0.2,13.5
CMS13-00y04.13,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,14.0,16.0,24.0,True,25.0,25.0,-2.4,2.4,3.8433,0.030936011277312363,0.0038433000000000004,0.2,15.0
CMS13-00y04.14,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,16.0,18.0,24.0,True,25.0,25.0,-2.4,2.4,3.3558,0.027105279928456728,0.0033558,0.2,17.0
CMS13-00y04.15,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,18.0,20.0,24.0,True,25.0,25.0,-2.4,2.4,2.8672,0.02324550763050788,0.0028672,0.2,19.0
