# name: A8-16y20
# comment: ATLAS 8TeV 1.6<|y|<2.0
# reference: arXiv:1512.02192
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.028
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0,y_avg,qT_avg
A8-16y20.0,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,0.0,2.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,1.639,0.008195000000000001,0.004917,0.016390000000000002,1.8,1.0
A8-16y20.1,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,2.0,4.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,3.394,0.010181999999999998,0.006788,0.027152,1.8,3.0
A8-16y20.2,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,4.0,6.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,3.417,0.010251,0.006834,0.017085,1.8,5.0
A8-16y20.3,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,6.0,8.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,2.942,0.008826,0.005884,0.020594,1.8,7.0
A8-16y20.4,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,8.0,10.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,2.472,0.009888000000000001,0.0049440000000000005,0.01236,1.8,9.0
A8-16y20.5,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,10.0,13.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,2.001,0.006003,0.004002,0.010005,1.8,11.5
A8-16y20.6,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,13.0,16.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,1.568,0.006272,0.003136,0.00784,1.8,14.5
A8-16y20.7,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,16.0,20.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,1.205,0.0048200000000000005,0.0024100000000000002,0.006025,1.8,18.0
A8-16y20.8,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,20.0,25.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.8833,0.0035332000000000002,0.0017666000000000001,0.0052998,1.8,22.5
A8-16y20.9,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,25.0,30.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.6456,0.003228,0.0012912000000000002,0.003228,1.8,27.5
A8-16y20.10,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,30.0,37.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.4657,0.0018628,0.0009314,0.0023285,1.8,33.5
A8-16y20.11,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,37.0,45.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.3144,0.001572,0.0006288000000000001,0.0018863999999999999,1.8,41.0
A8-16y20.12,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,45.0,55.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.2041,0.0010205,0.0004082,0.0014286999999999998,1.8,50.0
A8-16y20.13,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,55.0,65.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.1293,0.0009050999999999998,0.00038789999999999994,0.0010344,1.8,60.0
A8-16y20.14,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,65.0,75.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.08496,0.00067968,0.00033984,0.0007646399999999999,1.8,70.0
A8-16y20.15,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,75.0,85.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0577,0.000577,0.00023080000000000003,0.0005193000000000001,1.8,80.0
A8-16y20.16,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,85.0,105.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.03329,0.00026632,0.00013316,0.00026632,1.8,95.0
A8-16y20.17,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,105.0,150.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.01295,0.00010360000000000001,3.885e-05,9.065e-05,1.8,127.5
A8-16y20.18,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,150.0,200.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.003786,5.6790000000000003e-05,1.893e-05,3.786e-05,1.8,175.0
A8-16y20.19,1,1,1,3,64000000.0,66.0,116.0,91.0,1.6,2.0,200.0,900.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.00013,2.7299999999999997e-06,9.099999999999999e-07,1.8199999999999997e-06,1.8,550.0
