# name: E772
# comment: E772 data
# reference: Phys.Rev.D 50 (1994) 3-38 + Erratum D60 (1999) 119903
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.1
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,xSec,uncorrErr_0,Q_avg,y_avg,qT_avg,cutParams_0,cutParams_1,cutParams_2,cutParams_3
E772.5Q6.0,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,0.0,0.25,0.44213278146940826,False,6.75,0.305,5.5,0.2,0.125,0.0,0.0,-100.0,100.0
E772.5Q6.1,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,0.25,0.5,0.1475808385931277,False,5.59,0.156,5.5,0.2,0.375,0.0,0.0,-100.0,100.0
E772.5Q6.2,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,0.5,0.75,0.08879189443552168,False,4.84,0.122,5.5,0.2,0.625,0.0,0.0,-100.0,100.0
E772.5Q6.3,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,0.75,1.0,0.06368266823173784,False,3.5,0.0903,5.5,0.2,0.875,0.0,0.0,-100.0,100.0
E772.5Q6.4,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,1.0,1.25,0.04979919984702179,False,2.56,0.0768,5.5,0.2,1.125,0.0,0.0,-100.0,100.0
E772.5Q6.5,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,1.25,1.5,0.04101748053897632,False,1.78,0.0672,5.5,0.2,1.375,0.0,0.0,-100.0,100.0
E772.5Q6.6,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,1.5,1.75,0.03498196592483366,False,1.12,0.0535,5.5,0.2,1.625,0.0,0.0,-100.0,100.0
E772.5Q6.7,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,1.75,2.0,0.030593280573482786,False,0.817,0.0627,5.5,0.2,1.875,0.0,0.0,-100.0,100.0
E772.5Q6.8,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,2.0,2.25,0.027269308849729394,False,0.259,0.0298,5.5,0.2,2.125,0.0,0.0,-100.0,100.0
E772.5Q6.9,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,2.25,2.5,0.024672965890447228,False,0.346,0.0575,5.5,0.2,2.375,0.0,0.0,-100.0,100.0
E772.5Q6.10,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,2.5,2.75,0.02259552822498616,False,0.147,0.0345,5.5,0.2,2.625,0.0,0.0,-100.0,100.0
E772.5Q6.11,2,1,12,1,1502.3375999999998,5.0,6.0,0.1,0.3,2.75,3.0,0.02090083523034497,False,0.0457,0.0154,5.5,0.2,2.875,0.0,0.0,-100.0,100.0
E772.6Q7.0,2,1,12,1,1502.3375999999998,6.0,7.0,0.1,0.3,0.0,0.25,0.4972696693072293,False,2.87,0.153,6.5,0.2,0.125,0.0,0.0,-100.0,100.0
E772.6Q7.1,2,1,12,1,1502.3375999999998,6.0,7.0,0.1,0.3,0.25,0.5,0.1659372916501569,False,2.28,0.0765,6.5,0.2,0.375,0.0,0.0,-100.0,100.0
E772.6Q7.2,2,1,12,1,1502.3375999999998,6.0,7.0,0.1,0.3,0.5,0.75,0.099778903681944,False,2.08,0.0625,6.5,0.2,0.625,0.0,0.0,-100.0,100.0
E772.6Q7.3,2,1,12,1,1502.3375999999998,6.0,7.0,0.1,0.3,0.75,1.0,0.07150201324204476,False,1.35,0.0413,6.5,0.2,0.875,0.0,0.0,-100.0,100.0
E772.6Q7.4,2,1,12,1,1502.3375999999998,6.0,7.0,0.1,0.3,1.0,1.25,0.05585171198905082,False,1.05,0.0356,6.5,0.2,1.125,0.0,0.0,-100.0,100.0
