# name: E288-300
# comment: E288 (300) data
# reference: Phys.Rev.D 23 (1981) 604
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.25
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,xSec,uncorrErr_0,Q_avg,y_avg,qT_avg,cutParams_0,cutParams_1,cutParams_2,cutParams_3
E288-300.4Q5.0,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,0.0,0.2,1591.5494309189996,False,9160.0,420.0,4.5,0.21000000000000002,0.1,0.0,0.0,-100.0,100.0
E288-300.4Q5.1,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,0.2,0.4,530.5164769729998,False,7650.0,300.0,4.5,0.21000000000000002,0.30000000000000004,0.0,0.0,-100.0,100.0
E288-300.4Q5.2,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,0.4,0.6,318.3098861838,False,6610.0,300.0,4.5,0.21000000000000002,0.5,0.0,0.0,-100.0,100.0
E288-300.4Q5.3,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,0.6,0.8,227.36420441699997,False,5580.0,300.0,4.5,0.21000000000000002,0.7,0.0,0.0,-100.0,100.0
E288-300.4Q5.4,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,0.8,1.0,176.83882565766675,False,3910.0,270.0,4.5,0.21000000000000002,0.9,0.0,0.0,-100.0,100.0
E288-300.4Q5.5,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,1.0,1.2,144.6863119017273,False,2730.0,230.0,4.5,0.21000000000000002,1.1,0.0,0.0,-100.0,100.0
E288-300.4Q5.6,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,1.2,1.4,122.42687930146157,False,1850.0,200.0,4.5,0.21000000000000002,1.2999999999999998,0.0,0.0,-100.0,100.0
E288-300.4Q5.7,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,1.4,1.6,106.10329539459997,False,1580.0,200.0,4.5,0.21000000000000002,1.5,0.0,0.0,-100.0,100.0
E288-300.4Q5.8,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,1.6,1.8,93.6205547599412,False,838.0,155.0,4.5,0.21000000000000002,1.7000000000000002,0.0,0.0,-100.0,100.0
E288-300.4Q5.9,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,1.8,2.0,83.76575952205263,False,503.0,136.0,4.5,0.21000000000000002,1.9,0.0,0.0,-100.0,100.0
E288-300.4Q5.10,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,2.0,2.2,75.788068139,False,397.0,102.0,4.5,0.21000000000000002,2.1,0.0,0.0,-100.0,100.0
E288-300.4Q5.11,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,2.2,2.4,69.19780134430432,False,189.0,84.0,4.5,0.21000000000000002,2.3,0.0,0.0,-100.0,100.0
E288-300.4Q5.12,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,2.4,2.6,63.66197723676001,False,58.0,101.0,4.5,0.21000000000000002,2.5,0.0,0.0,-100.0,100.0
E288-300.4Q5.13,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,2.6,2.8,58.94627521922224,False,212.0,194.0,4.5,0.21000000000000002,2.7,0.0,0.0,-100.0,100.0
E288-300.4Q5.14,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,2.8,3.0,54.88101485927587,False,-139.0,108.0,4.5,0.21000000000000002,2.9,0.0,0.0,-100.0,100.0
E288-300.5Q6.0,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,0.0,0.2,1591.5494309189996,False,2570.0,160.0,5.5,0.21000000000000002,0.1,0.0,0.0,-100.0,100.0
E288-300.5Q6.1,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,0.2,0.4,530.5164769729998,False,2300.0,100.0,5.5,0.21000000000000002,0.30000000000000004,0.0,0.0,-100.0,100.0
E288-300.5Q6.2,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,0.4,0.6,318.3098861838,False,2070.0,100.0,5.5,0.21000000000000002,0.5,0.0,0.0,-100.0,100.0
E288-300.5Q6.3,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,0.6,0.8,227.36420441699997,False,1820.0,110.0,5.5,0.21000000000000002,0.7,0.0,0.0,-100.0,100.0
E288-300.5Q6.4,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,0.8,1.0,176.83882565766675,False,1130.0,80.0,5.5,0.21000000000000002,0.9,0.0,0.0,-100.0,100.0
E288-300.5Q6.5,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,1.0,1.2,144.6863119017273,False,872.0,73.0,5.5,0.21000000000000002,1.1,0.0,0.0,-100.0,100.0
E288-300.5Q6.6,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,1.2,1.4,122.42687930146157,False,635.0,61.0,5.5,0.21000000000000002,1.2999999999999998,0.0,0.0,-100.0,100.0
E288-300.5Q6.7,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,1.4,1.6,106.10329539459997,False,384.0,42.0,5.5,0.21000000000000002,1.5,0.0,0.0,-100.0,100.0
E288-300.5Q6.8,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,1.6,1.8,93.6205547599412,False,260.0,38.0,5.5,0.21000000000000002,1.7000000000000002,0.0,0.0,-100.0,100.0
E288-300.5Q6.9,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,1.8,2.0,83.76575952205263,False,124.0,25.0,5.5,0.21000000000000002,1.9,0.0,0.0,-100.0,100.0
