# name: A8-04y08
# comment: ATLAS 8TeV 0.4<|y|<0.8
# reference: arXiv:1512.02192
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.028
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0,y_avg,qT_avg
A8-04y08.0,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,0.0,2.0,40.0,True,20.0,20.0,-2.4,2.4,3.219,0.009656999999999999,0.006437999999999999,0.028970999999999997,0.6000000000000001,1.0
A8-04y08.1,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,2.0,4.0,40.0,True,20.0,20.0,-2.4,2.4,6.676,0.013352000000000001,0.0066760000000000005,0.040056,0.6000000000000001,3.0
A8-04y08.2,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,4.0,6.0,40.0,True,20.0,20.0,-2.4,2.4,6.737,0.013474,0.006737,0.040422,0.6000000000000001,5.0
A8-04y08.3,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,6.0,8.0,40.0,True,20.0,20.0,-2.4,2.4,5.872,0.017616,0.0058720000000000005,0.035232,0.6000000000000001,7.0
A8-04y08.4,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,8.0,10.0,40.0,True,20.0,20.0,-2.4,2.4,4.863,0.014589000000000001,0.004863000000000001,0.029178000000000003,0.6000000000000001,9.0
A8-04y08.5,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,10.0,13.0,40.0,True,20.0,20.0,-2.4,2.4,3.893,0.007786,0.003893,0.023358,0.6000000000000001,11.5
A8-04y08.6,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,13.0,16.0,40.0,True,20.0,20.0,-2.4,2.4,2.995,0.008985,0.0029950000000000003,0.01797,0.6000000000000001,14.5
A8-04y08.7,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,16.0,20.0,40.0,True,20.0,20.0,-2.4,2.4,2.266,0.006797999999999999,0.0022660000000000002,0.013595999999999999,0.6000000000000001,18.0
A8-04y08.8,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,20.0,25.0,40.0,True,20.0,20.0,-2.4,2.4,1.626,0.0048779999999999995,0.001626,0.009755999999999999,0.6000000000000001,22.5
A8-04y08.9,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,25.0,30.0,40.0,True,20.0,20.0,-2.4,2.4,1.163,0.003489,0.001163,0.006978,0.6000000000000001,27.5
A8-04y08.10,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,30.0,37.0,40.0,True,20.0,20.0,-2.4,2.4,0.8094,0.0024282,0.0008094,0.0048564,0.6000000000000001,33.5
A8-04y08.11,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,37.0,45.0,40.0,True,20.0,20.0,-2.4,2.4,0.5488,0.0016464,0.0010976,0.0038415999999999997,0.6000000000000001,41.0
A8-04y08.12,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,45.0,55.0,40.0,True,20.0,20.0,-2.4,2.4,0.3566,0.0014264,0.0007132,0.0024961999999999996,0.6000000000000001,50.0
A8-04y08.13,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,55.0,65.0,40.0,True,20.0,20.0,-2.4,2.4,0.2303,0.0011515,0.00046060000000000003,0.0018424000000000001,0.6000000000000001,60.0
A8-04y08.14,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,65.0,75.0,40.0,True,20.0,20.0,-2.4,2.4,0.1531,0.0009186000000000001,0.00045930000000000005,0.0012248000000000003,0.6000000000000001,70.0
A8-04y08.15,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,75.0,85.0,40.0,True,20.0,20.0,-2.4,2.4,0.1032,0.0007223999999999999,0.0003096,0.0008256,0.6000000000000001,80.0
A8-04y08.16,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,85.0,105.0,40.0,True,20.0,20.0,-2.4,2.4,0.05802,0.00034812,0.00017406,0.00046416000000000003,0.6000000000000001,95.0
A8-04y08.17,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,105.0,150.0,40.0,True,20.0,20.0,-2.4,2.4,0.0224,0.0001344,4.4800000000000005e-05,0.00017920000000000002,0.6000000000000001,127.5
A8-04y08.18,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,150.0,200.0,40.0,True,20.0,20.0,-2.4,2.4,0.00635,6.985e-05,2.54e-05,5.715e-05,0.6000000000000001,175.0
A8-04y08.19,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,200.0,900.0,40.0,True,20.0,20.0,-2.4,2.4,0.0002562,3.5867999999999993e-06,1.0248e-06,2.8182e-06,0.6000000000000001,550.0
