# name: E605
# comment: E605 data
# reference: Phys.Rev.D 43 (1991) 2815
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.15
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,xSec,uncorrErr_0,uncorrErr_1,Q_avg,y_avg,qT_avg,cutParams_0,cutParams_1,cutParams_2,cutParams_3
E605.10Q11.7,2,1,63029,1,1502.3375999999998,10.5,11.5,-0.1,0.2,1.4,1.6,0.061700254060432544,False,0.0234,0.003992368,0.00117,11.0,0.05,1.5,0.0,0.0,-100.0,100.0
E605.10Q11.8,2,1,63029,1,1502.3375999999998,10.5,11.5,-0.1,0.2,1.5999999999999999,1.8,0.05457839714314794,False,0.0147,0.002542273,0.000735,11.0,0.05,1.7,0.0,0.0,-100.0,100.0
E605.10Q11.9,2,1,63029,1,1502.3375999999998,10.5,11.5,-0.1,0.2,1.7999999999999998,2.0,0.04897083376675208,False,0.0131,0.002326768,0.0006550000000000001,11.0,0.05,1.9,0.0,0.0,-100.0,100.0
E605.10Q11.10,2,1,63029,1,1502.3375999999998,10.5,11.5,-0.1,0.2,2.0,2.2,0.044444794985624016,False,0.00705,0.00132647,0.0003525,11.0,0.05,2.1,0.0,0.0,-100.0,100.0
E605.10Q11.11,2,1,63029,1,1502.3375999999998,10.5,11.5,-0.1,0.2,2.1999999999999997,2.4,0.04071803034611084,False,0.005,0.0009967191,0.00025,11.0,0.05,2.3,0.0,0.0,-100.0,100.0
E605.10Q11.12,2,1,63029,1,1502.3375999999998,10.5,11.5,-0.1,0.2,2.4,2.6,0.03759860094081203,False,0.00459,0.0009558172,0.00022950000000000002,11.0,0.05,2.5,0.0,0.0,-100.0,100.0
E605.10Q11.13,2,1,63029,1,1502.3375999999998,10.5,11.5,-0.1,0.2,2.6,2.8000000000000003,0.03495143112976589,False,0.0033,0.0007853783,0.000165,11.0,0.05,2.7,0.0,0.0,-100.0,100.0
E605.10Q11.14,2,1,63029,1,1502.3375999999998,10.5,11.5,-0.1,0.2,2.8,3.0,0.03267870094759923,False,0.00215,0.0005988418,0.00010750000000000001,11.0,0.05,2.9,0.0,0.0,-100.0,100.0
E605.10Q11.15,2,1,63029,1,1502.3375999999998,10.5,11.5,-0.1,0.2,3.0,3.2,0.03070782856067677,False,0.00159,0.0005811871,7.950000000000001e-05,11.0,0.05,3.1,0.0,0.0,-100.0,100.0
E605.11Q13.0,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,0.0,0.2,2.0776761183865906,False,0.0508,0.01028263,0.00254,12.5,0.05,0.1,0.0,0.0,-100.0,100.0
E605.11Q13.1,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,0.19999999999999998,0.4,0.6927318070291705,False,0.0679,0.01175603,0.0033950000000000004,12.5,0.05,0.3,0.0,0.0,-100.0,100.0
E605.11Q13.2,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,0.4,0.6,0.415846727478255,False,0.0646,0.01092272,0.0032300000000000002,12.5,0.05,0.5,0.0,0.0,-100.0,100.0
E605.11Q13.3,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,0.6,0.7999999999999999,0.2972557129368013,False,0.0492,0.008211754,0.0024600000000000004,12.5,0.05,0.7,0.0,0.0,-100.0,100.0
E605.11Q13.4,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,0.8,1.0,0.2314292576781238,False,0.0417,0.006947543,0.002085,12.5,0.05,0.9,0.0,0.0,-100.0,100.0
E605.11Q13.5,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,1.0,1.2000000000000002,0.1895865528289413,False,0.0323,0.005401838,0.0016150000000000001,12.5,0.05,1.1,0.0,0.0,-100.0,100.0
E605.11Q13.6,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,1.2,1.4000000000000001,0.16065802768966742,False,0.0247,0.004169394,0.001235,12.5,0.05,1.3,0.0,0.0,-100.0,100.0
E605.11Q13.7,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,1.4,1.6,0.1394778580872649,False,0.0194,0.003290152,0.00097,12.5,0.05,1.5,0.0,0.0,-100.0,100.0
E605.11Q13.8,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,1.5999999999999999,1.8,0.1233111747891659,False,0.0137,0.002375884,0.0006850000000000001,12.5,0.05,1.7,0.0,0.0,-100.0,100.0
E605.11Q13.9,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,1.7999999999999998,2.0,0.11057461403486941,False,0.00866,0.001552176,0.000433,12.5,0.05,1.9,0.0,0.0,-100.0,100.0
E605.11Q13.10,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,2.0,2.2,0.1002879821030377,False,0.00679,0.001247838,0.0003395,12.5,0.05,2.1,0.0,0.0,-100.0,100.0
E605.11Q13.11,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,2.1999999999999997,2.4,0.09181200797569977,False,0.0044,0.0008868484,0.00022000000000000003,12.5,0.05,2.3,0.0,0.0,-100.0,100.0
E605.11Q13.12,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,2.4,2.6,0.08471197476148334,False,0.00334,0.0007156668,0.00016700000000000002,12.5,0.05,2.5,0.0,0.0,-100.0,100.0
E605.11Q13.13,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,2.6,2.8000000000000003,0.07868195940661248,False,0.00262,0.0005899237,0.000131,12.5,0.05,2.7,0.0,0.0,-100.0,100.0
E605.11Q13.14,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,2.8,3.0,0.07350042151676309,False,0.00165,0.0004206691,8.25e-05,12.5,0.05,2.9,0.0,0.0,-100.0,100.0
E605.11Q13.15,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,3.0,3.2,0.06900298362344753,False,0.0012,0.0003415494,5.9999999999999995e-05,12.5,0.05,3.1,0.0,0.0,-100.0,100.0
E605.11Q13.16,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,3.1999999999999997,3.4,0.06506510955162777,False,0.00111,0.0003458417,5.550000000000001e-05,12.5,0.05,3.3,0.0,0.0,-100.0,100.0
E605.11Q13.17,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,3.4,3.6,0.06159072164504864,False,0.000654,0.0002640869,3.27e-05,12.5,0.05,3.5,0.0,0.0,-100.0,100.0
E605.13Q18.0,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,0.0,0.2,5.864502523616116,False,0.024,0.00664918,0.0012000000000000001,15.75,0.05,0.1,0.0,0.0,-100.0,100.0
E605.13Q18.1,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,0.19999999999999998,0.4,1.9551446525280887,False,0.0206,0.004361078,0.00103,15.75,0.05,0.3,0.0,0.0,-100.0,100.0
E605.13Q18.2,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,0.4,0.6,1.1734592763849676,False,0.0188,0.003656898,0.0009400000000000001,15.75,0.05,0.5,0.0,0.0,-100.0,100.0
E605.13Q18.3,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,0.6,0.7999999999999999,0.8385841300716929,False,0.0171,0.003204473,0.0008550000000000001,15.75,0.05,0.7,0.0,0.0,-100.0,100.0
E605.13Q18.4,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,0.8,1.0,0.6526455796382403,False,0.00973,0.001926765,0.00048650000000000006,15.75,0.05,0.9,0.0,0.0,-100.0,100.0
E605.13Q18.5,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,1.0,1.2000000000000002,0.5344053215262323,False,0.0107,0.002012548,0.000535,15.75,0.05,1.1,0.0,0.0,-100.0,100.0
E605.13Q18.6,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,1.2,1.4000000000000001,0.45261782104949544,False,0.00791,0.001528674,0.0003955,15.75,0.05,1.3,0.0,0.0,-100.0,100.0
E605.13Q18.7,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,1.4,1.6,0.3927018001566923,False,0.00605,0.001183584,0.00030250000000000003,15.75,0.05,1.5,0.0,0.0,-100.0,100.0
E605.13Q18.8,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,1.5999999999999999,1.8,0.346937733889138,False,0.0035,0.000751885,0.00017500000000000003,15.75,0.05,1.7,0.0,0.0,-100.0,100.0
E605.13Q18.9,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,1.7999999999999998,2.0,0.3108564017566545,False,0.00194,0.0004721981,9.700000000000001e-05,15.75,0.05,1.9,0.0,0.0,-100.0,100.0
E605.13Q18.10,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,2.0,2.2,0.28169112408430774,False,0.002,0.00048369,0.0001,15.75,0.05,2.1,0.0,0.0,-100.0,100.0
E605.13Q18.11,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,2.1999999999999997,2.4,0.2576375272589588,False,0.00136,0.0003642472,6.800000000000001e-05,15.75,0.05,2.3,0.0,0.0,-100.0,100.0
E605.13Q18.12,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,2.4,2.6,0.23746862168989163,False,0.00136,0.0003594218,6.800000000000001e-05,15.75,0.05,2.5,0.0,0.0,-100.0,100.0
E605.13Q18.13,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,2.6,2.8000000000000003,0.22032095625956555,False,0.0006,0.0002132627,2.9999999999999997e-05,15.75,0.05,2.7,0.0,0.0,-100.0,100.0
E605.13Q18.14,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,2.8,3.0,0.20556926061227276,False,0.000435,0.0001796848,2.175e-05,15.75,0.05,2.9,0.0,0.0,-100.0,100.0
