# name: A8-00y04-norm
# comment: ATLAS 8TeV 0.0<|y|<0.4 normalized to 1/sigma
# reference: arXiv:1512.02192
# processType: DY
# isNormalized: True
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0,y_avg,qT_avg
A8-00y04-norm.0,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,0.0,2.0,40.0,True,20.0,20.0,-2.4,2.4,0.02704,8.112e-05,5.4080000000000004e-05,0.00018928,0.2,1.0
A8-00y04-norm.1,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,2.0,4.0,40.0,True,20.0,20.0,-2.4,2.4,0.05569,0.00011138000000000001,5.5690000000000004e-05,0.00016707,0.2,3.0
A8-00y04-norm.2,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,4.0,6.0,40.0,True,20.0,20.0,-2.4,2.4,0.05571,0.00011142000000000001,5.571000000000001e-05,0.00022284000000000003,0.2,5.0
A8-00y04-norm.3,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,6.0,8.0,40.0,True,20.0,20.0,-2.4,2.4,0.04883,9.766000000000001e-05,4.8830000000000005e-05,0.00014649,0.2,7.0
A8-00y04-norm.4,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,8.0,10.0,40.0,True,20.0,20.0,-2.4,2.4,0.04086,0.00012258,4.0860000000000005e-05,0.00016344000000000002,0.2,9.0
A8-00y04-norm.5,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,10.0,13.0,40.0,True,20.0,20.0,-2.4,2.4,0.03251,6.502e-05,3.251e-05,6.502e-05,0.2,11.5
A8-00y04-norm.6,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,13.0,16.0,40.0,True,20.0,20.0,-2.4,2.4,0.02505,7.515e-05,2.5050000000000002e-05,5.0100000000000005e-05,0.2,14.5
A8-00y04-norm.7,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,16.0,20.0,40.0,True,20.0,20.0,-2.4,2.4,0.01892,3.7840000000000004e-05,1.8920000000000002e-05,3.7840000000000004e-05,0.2,18.0
A8-00y04-norm.8,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,20.0,25.0,40.0,True,20.0,20.0,-2.4,2.4,0.01365,2.7300000000000003e-05,1.3650000000000001e-05,2.7300000000000003e-05,0.2,22.5
A8-00y04-norm.9,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,25.0,30.0,40.0,True,20.0,20.0,-2.4,2.4,0.009728,2.9184e-05,9.728e-06,1.9456e-05,0.2,27.5
A8-00y04-norm.10,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,30.0,37.0,40.0,True,20.0,20.0,-2.4,2.4,0.00684,2.0519999999999997e-05,6.84e-06,1.368e-05,0.2,33.5
A8-00y04-norm.11,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,37.0,45.0,40.0,True,20.0,20.0,-2.4,2.4,0.004609,1.3827e-05,4.609e-06,9.218e-06,0.2,41.0
A8-00y04-norm.12,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,45.0,55.0,40.0,True,20.0,20.0,-2.4,2.4,0.003033,9.099e-06,3.0330000000000004e-06,9.099e-06,0.2,50.0
A8-00y04-norm.13,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,55.0,65.0,40.0,True,20.0,20.0,-2.4,2.4,0.001932,7.728e-06,3.864e-06,7.728e-06,0.2,60.0
A8-00y04-norm.14,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,65.0,75.0,40.0,True,20.0,20.0,-2.4,2.4,0.001287,6.434999999999999e-06,2.574e-06,5.148e-06,0.2,70.0
A8-00y04-norm.15,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,75.0,85.0,40.0,True,20.0,20.0,-2.4,2.4,0.0008569,5.998299999999999e-06,2.5706999999999994e-06,4.284499999999999e-06,0.2,80.0
A8-00y04-norm.16,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,85.0,105.0,40.0,True,20.0,20.0,-2.4,2.4,0.0004927,2.9561999999999997e-06,9.854e-07,1.9708e-06,0.2,95.0
A8-00y04-norm.17,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,105.0,150.0,40.0,True,20.0,20.0,-2.4,2.4,0.0001884,1.1304e-06,3.7680000000000004e-07,7.536000000000001e-07,0.2,127.5
A8-00y04-norm.18,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,150.0,200.0,40.0,True,20.0,20.0,-2.4,2.4,5.399e-05,5.938900000000001e-07,2.1596e-07,2.6995e-07,0.2,175.0
A8-00y04-norm.19,1,1,1,3,64000000.0,66.0,116.0,91.0,0.0,0.4,200.0,900.0,40.0,True,20.0,20.0,-2.4,2.4,2.284e-06,3.1976e-08,9.136000000000002e-09,1.8272000000000003e-08,0.2,550.0
