# name: E288-200
# comment: E288 (200) data
# reference: Phys.Rev.D 23 (1981) 604
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.25
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,xSec,uncorrErr_0,Q_avg,y_avg,qT_avg,cutParams_0,cutParams_1,cutParams_2,cutParams_3
E288-200.4Q5.0,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,0.0,0.2,1591.5494309189996,False,6290.0,320.0,4.5,0.39999999999999997,0.1,0.0,0.0,-100.0,100.0
E288-200.4Q5.1,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,0.2,0.4,530.5164769729998,False,5880.0,240.0,4.5,0.39999999999999997,0.30000000000000004,0.0,0.0,-100.0,100.0
E288-200.4Q5.2,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,0.4,0.6,318.3098861838,False,4750.0,230.0,4.5,0.39999999999999997,0.5,0.0,0.0,-100.0,100.0
E288-200.4Q5.3,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,0.6,0.8,227.36420441699997,False,3690.0,220.0,4.5,0.39999999999999997,0.7,0.0,0.0,-100.0,100.0
E288-200.4Q5.4,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,0.8,1.0,176.83882565766675,False,2930.0,220.0,4.5,0.39999999999999997,0.9,0.0,0.0,-100.0,100.0
E288-200.4Q5.5,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,1.0,1.2,144.6863119017273,False,1680.0,160.0,4.5,0.39999999999999997,1.1,0.0,0.0,-100.0,100.0
E288-200.4Q5.6,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,1.2,1.4,122.42687930146157,False,1260.0,140.0,4.5,0.39999999999999997,1.2999999999999998,0.0,0.0,-100.0,100.0
E288-200.4Q5.7,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,1.4,1.6,106.10329539459997,False,678.0,124.0,4.5,0.39999999999999997,1.5,0.0,0.0,-100.0,100.0
E288-200.4Q5.8,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,1.6,1.8,93.6205547599412,False,598.0,102.0,4.5,0.39999999999999997,1.7000000000000002,0.0,0.0,-100.0,100.0
E288-200.4Q5.9,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,1.8,2.0,83.76575952205263,False,59.0,67.0,4.5,0.39999999999999997,1.9,0.0,0.0,-100.0,100.0
E288-200.4Q5.10,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,2.0,2.2,75.788068139,False,176.0,62.0,4.5,0.39999999999999997,2.1,0.0,0.0,-100.0,100.0
E288-200.4Q5.11,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,2.2,2.4,69.19780134430432,False,-33.0,55.0,4.5,0.39999999999999997,2.3,0.0,0.0,-100.0,100.0
E288-200.4Q5.12,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,2.4,2.6,63.66197723676001,False,105.0,56.0,4.5,0.39999999999999997,2.5,0.0,0.0,-100.0,100.0
E288-200.4Q5.13,1,1,63029,1,377.1364000000001,4.0,5.0,0.1,0.7,2.6,2.8,58.94627521922224,False,-73.0,75.0,4.5,0.39999999999999997,2.7,0.0,0.0,-100.0,100.0
E288-200.5Q6.0,1,1,63029,1,377.1364000000001,5.0,6.0,0.1,0.7,0.0,0.2,1591.5494309189996,False,1630.0,110.0,5.5,0.39999999999999997,0.1,0.0,0.0,-100.0,100.0
E288-200.5Q6.1,1,1,63029,1,377.1364000000001,5.0,6.0,0.1,0.7,0.2,0.4,530.5164769729998,False,1440.0,80.0,5.5,0.39999999999999997,0.30000000000000004,0.0,0.0,-100.0,100.0
E288-200.5Q6.2,1,1,63029,1,377.1364000000001,5.0,6.0,0.1,0.7,0.4,0.6,318.3098861838,False,1190.0,70.0,5.5,0.39999999999999997,0.5,0.0,0.0,-100.0,100.0
E288-200.5Q6.3,1,1,63029,1,377.1364000000001,5.0,6.0,0.1,0.7,0.6,0.8,227.36420441699997,False,1040.0,70.0,5.5,0.39999999999999997,0.7,0.0,0.0,-100.0,100.0
E288-200.5Q6.4,1,1,63029,1,377.1364000000001,5.0,6.0,0.1,0.7,0.8,1.0,176.83882565766675,False,601.0,51.0,5.5,0.39999999999999997,0.9,0.0,0.0,-100.0,100.0
