# name: A8-20y24
# comment: ATLAS 8TeV 2.0<|y|<2.4
# reference: arXiv:1512.02192
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.028
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0,y_avg,qT_avg
A8-20y24.0,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,0.0,2.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.5629,0.0045032,0.0022516,0.0090064,2.2,1.0
A8-20y24.1,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,2.0,4.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,1.141,0.005705,0.003423,0.012551000000000001,2.2,3.0
A8-20y24.2,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,4.0,6.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,1.12,0.006720000000000001,0.0033600000000000006,0.007840000000000001,2.2,5.0
A8-20y24.3,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,6.0,8.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.9583,0.0057498,0.0028749,0.007666400000000001,2.2,7.0
A8-20y24.4,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,8.0,10.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.8113,0.0048678,0.0024339,0.0056791,2.2,9.0
A8-20y24.5,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,10.0,13.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.6506,0.0039035999999999997,0.0019517999999999998,0.0039035999999999997,2.2,11.5
A8-20y24.6,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,13.0,16.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.5041,0.0035287,0.0020164000000000002,0.0030246,2.2,14.5
A8-20y24.7,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,16.0,20.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.3939,0.0023634,0.0011817,0.0023634,2.2,18.0
A8-20y24.8,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,20.0,25.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.2913,0.0020391,0.0011652000000000001,0.0020391,2.2,22.5
A8-20y24.9,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,25.0,30.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.2136,0.0017088000000000003,0.0010680000000000002,0.0019224000000000003,2.2,27.5
A8-20y24.10,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,30.0,37.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.1549,0.0010842999999999998,0.0006196000000000001,0.0010842999999999998,2.2,33.5
A8-20y24.11,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,37.0,45.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.1097,0.0008776000000000001,0.00032910000000000003,0.0007679000000000001,2.2,41.0
A8-20y24.12,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,45.0,55.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.07384,0.0005907200000000001,0.00029536000000000005,0.0005907200000000001,2.2,50.0
A8-20y24.13,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,55.0,65.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0497,0.000497,0.00019880000000000003,0.00044730000000000003,2.2,60.0
A8-20y24.14,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,65.0,75.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.03228,0.00041964000000000004,0.00019368000000000003,0.00038736000000000006,2.2,70.0
A8-20y24.15,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,75.0,85.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.02145,0.00034320000000000005,0.00015015,0.00027885000000000003,2.2,80.0
A8-20y24.16,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,85.0,105.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.01165,0.0001631,5.8250000000000006e-05,0.0001398,2.2,95.0
A8-20y24.17,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,105.0,150.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.00421,5.8939999999999995e-05,2.105e-05,4.631e-05,2.2,127.5
A8-20y24.18,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,150.0,200.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.001208,3.1408e-05,1.2080000000000001e-05,2.0536e-05,2.2,175.0
A8-20y24.19,1,1,1,3,64000000.0,66.0,116.0,91.0,2.0,2.4,200.0,900.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,3.713e-05,1.41094e-06,4.4556e-07,8.1686e-07,2.2,550.0
