# name: A7-20y24
# comment: ATLAS 7TeV 2.0<|y|<2.4
# reference: arXiv:1406.3660
# processType: DY
# isNormalized: True
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0,y_avg,qT_avg
A7-20y24.0,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,0.0,2.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0271,0.0003523,0.000271,0.0001355,2.2,1.0
A7-20y24.1,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,2.0,4.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0568,0.00045440000000000004,0.0003976,0.00022720000000000002,2.2,3.0
A7-20y24.2,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,4.0,6.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0564,0.00045119999999999996,0.00028199999999999997,0.00028199999999999997,2.2,5.0
A7-20y24.3,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,6.0,8.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0471,0.00037680000000000005,0.0002826,0.0002355,2.2,7.0
A7-20y24.4,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,8.0,10.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0395,0.0003555,0.000237,0.00015800000000000002,2.2,9.0
A7-20y24.5,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,10.0,12.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0322,0.000322,0.0002254,0.00012880000000000001,2.2,11.0
A7-20y24.6,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,12.0,14.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0266,0.00029259999999999996,0.00018619999999999997,0.00010639999999999998,2.2,13.0
A7-20y24.7,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,14.0,16.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0227,0.0002951,0.0001589,0.00011350000000000001,2.2,15.0
A7-20y24.8,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,16.0,18.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0199,0.0002786,0.00015920000000000002,9.95e-05,2.2,17.0
A7-20y24.9,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,18.0,22.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.016,0.000192,9.6e-05,8e-05,2.2,20.0
A7-20y24.10,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,22.0,26.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.0123,0.0001722,9.84e-05,7.38e-05,2.2,24.0
A7-20y24.11,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,26.0,30.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.00968,0.00016455999999999998,7.744e-05,5.807999999999999e-05,2.2,28.0
A7-20y24.12,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,30.0,34.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.00782,0.00014076,7.038e-05,3.91e-05,2.2,32.0
A7-20y24.13,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,34.0,38.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.00634,0.0001268,6.34e-05,3.17e-05,2.2,36.0
A7-20y24.14,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,38.0,42.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.00509,0.00011198000000000001,6.107999999999999e-05,2.036e-05,2.2,40.0
A7-20y24.15,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,42.0,46.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.00438,0.00010512,5.256e-05,1.752e-05,2.2,44.0
A7-20y24.16,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,46.0,50.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.00357,9.282000000000001e-05,4.998e-05,1.428e-05,2.2,48.0
A7-20y24.17,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,50.0,54.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.003,8.7e-05,4.5e-05,1.8e-05,2.2,52.0
A7-20y24.18,1,1,1,3,49000000.0,66.0,116.0,91.0,2.0,2.4,54.0,60.0,39.99999999999999,True,20.0,20.0,-2.4,2.4,0.00266,7.182e-05,3.458e-05,1.064e-05,2.2,57.0
