# name: A7-00y10
# comment: ATLAS 7TeV 0.0<|y|<1.0
# reference: arXiv:1406.3660
# processType: DY
# isNormalized: True
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0,y_avg,qT_avg
A7-00y10.10,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,22.0,26.0,100.0,True,20.0,20.0,-2.4,2.4,0.01187,4.866699999999999e-05,3.4423e-05,4.1544999999999996e-05,0.5,24.0
A7-00y10.11,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,26.0,30.0,100.0,True,20.0,20.0,-2.4,2.4,0.009065,4.169900000000001e-05,2.8101500000000002e-05,3.1727500000000004e-05,0.5,28.0
A7-00y10.12,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,30.0,34.0,100.0,True,20.0,20.0,-2.4,2.4,0.007143,3.78579e-05,2.50005e-05,2.50005e-05,0.5,32.0
A7-00y10.13,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,34.0,38.0,100.0,True,20.0,20.0,-2.4,2.4,0.005707,3.36713e-05,2.16866e-05,1.9403800000000002e-05,0.5,36.0
A7-00y10.14,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,38.0,42.0,100.0,True,20.0,20.0,-2.4,2.4,0.004559,3.0089399999999997e-05,2.0059599999999997e-05,1.59565e-05,0.5,40.0
A7-00y10.15,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,42.0,46.0,100.0,True,20.0,20.0,-2.4,2.4,0.003757,2.74261e-05,1.76579e-05,1.31495e-05,0.5,44.0
A7-00y10.16,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,46.0,50.0,100.0,True,20.0,20.0,-2.4,2.4,0.00315,2.4885e-05,1.512e-05,1.197e-05,0.5,48.0
A7-00y10.17,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,50.0,54.0,100.0,True,20.0,20.0,-2.4,2.4,0.002584,2.27392e-05,1.34368e-05,9.3024e-06,0.5,52.0
A7-00y10.18,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,54.0,60.0,100.0,True,20.0,20.0,-2.4,2.4,0.002052,1.6621200000000003e-05,9.8496e-06,7.5923999999999995e-06,0.5,57.0
A7-00y10.19,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,60.0,70.0,100.0,True,20.0,20.0,-2.4,2.4,0.001466,1.07018e-05,6.7436e-06,5.7174000000000005e-06,0.5,65.0
A7-00y10.20,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,70.0,80.0,100.0,True,20.0,20.0,-2.4,2.4,0.0009646,8.87432e-06,5.305300000000001e-06,4.14778e-06,0.5,75.0
A7-00y10.21,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,80.0,100.0,100.0,True,20.0,20.0,-2.4,2.4,0.0005458,4.5301399999999995e-06,2.89274e-06,2.56526e-06,0.5,90.0
A7-00y10.22,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,100.0,150.0,100.0,True,20.0,20.0,-2.4,2.4,0.0001874,1.5554199999999999e-06,1.01196e-06,1.0681799999999999e-06,0.5,125.0
A7-00y10.23,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,150.0,200.0,100.0,True,20.0,20.0,-2.4,2.4,4.826e-05,8.059420000000001e-07,3.57124e-07,2.4612600000000004e-07,0.5,175.0
A7-00y10.24,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,200.0,300.0,100.0,True,20.0,20.0,-2.4,2.4,1.126e-05,2.67988e-07,1.5764e-07,1.61018e-07,0.5,250.0
A7-00y10.25,1,1,1,3,49000000.0,66.0,116.0,91.0,0.0,1.0,300.0,800.0,100.0,True,20.0,20.0,-2.4,2.4,4.783e-07,2.401066e-08,9.566000000000001e-09,7.174500000000001e-09,0.5,550.0
