# name: A8-04y08-norm
# comment: ATLAS 8TeV 0.4<|y|<0.8 normalized to 1/sigma
# reference: arXiv:1512.02192
# processType: DY
# isNormalized: True
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0,y_avg,qT_avg
A8-04y08-norm.0,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,0.0,2.0,40.0,True,20.0,20.0,-2.4,2.4,0.0269,8.07e-05,5.38e-05,0.0002152,0.6000000000000001,1.0
A8-04y08-norm.1,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,2.0,4.0,40.0,True,20.0,20.0,-2.4,2.4,0.05575,0.00011150000000000001,5.575000000000001e-05,0.00016725,0.6000000000000001,3.0
A8-04y08-norm.2,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,4.0,6.0,40.0,True,20.0,20.0,-2.4,2.4,0.05642,0.00011284,5.642e-05,0.00016926,0.6000000000000001,5.0
A8-04y08-norm.3,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,6.0,8.0,40.0,True,20.0,20.0,-2.4,2.4,0.04922,0.00014766,4.9220000000000006e-05,0.00019688000000000003,0.6000000000000001,7.0
A8-04y08-norm.4,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,8.0,10.0,40.0,True,20.0,20.0,-2.4,2.4,0.04071,0.00012213,4.071000000000001e-05,0.00016284000000000003,0.6000000000000001,9.0
A8-04y08-norm.5,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,10.0,13.0,40.0,True,20.0,20.0,-2.4,2.4,0.03256,6.512e-05,3.256e-05,6.512e-05,0.6000000000000001,11.5
A8-04y08-norm.6,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,13.0,16.0,40.0,True,20.0,20.0,-2.4,2.4,0.02501,7.503e-05,2.5010000000000003e-05,5.0020000000000006e-05,0.6000000000000001,14.5
A8-04y08-norm.7,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,16.0,20.0,40.0,True,20.0,20.0,-2.4,2.4,0.01894,5.6819999999999995e-05,1.894e-05,3.788e-05,0.6000000000000001,18.0
A8-04y08-norm.8,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,20.0,25.0,40.0,True,20.0,20.0,-2.4,2.4,0.01359,4.077e-05,1.359e-05,2.718e-05,0.6000000000000001,22.5
A8-04y08-norm.9,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,25.0,30.0,40.0,True,20.0,20.0,-2.4,2.4,0.009719,2.9157e-05,9.719e-06,1.9438e-05,0.6000000000000001,27.5
A8-04y08-norm.10,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,30.0,37.0,40.0,True,20.0,20.0,-2.4,2.4,0.006763,2.0289e-05,6.763e-06,1.3526e-05,0.6000000000000001,33.5
A8-04y08-norm.11,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,37.0,45.0,40.0,True,20.0,20.0,-2.4,2.4,0.004589,1.3767e-05,4.5890000000000004e-06,1.3767e-05,0.6000000000000001,41.0
A8-04y08-norm.12,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,45.0,55.0,40.0,True,20.0,20.0,-2.4,2.4,0.002984,1.1936000000000002e-05,2.9840000000000006e-06,8.952e-06,0.6000000000000001,50.0
A8-04y08-norm.13,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,55.0,65.0,40.0,True,20.0,20.0,-2.4,2.4,0.001926,7.704e-06,3.852e-06,7.704e-06,0.6000000000000001,60.0
A8-04y08-norm.14,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,65.0,75.0,40.0,True,20.0,20.0,-2.4,2.4,0.001283,7.698e-06,2.5660000000000005e-06,6.415e-06,0.6000000000000001,70.0
A8-04y08-norm.15,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,75.0,85.0,40.0,True,20.0,20.0,-2.4,2.4,0.0008633,6.0431e-06,2.5899e-06,4.3165e-06,0.6000000000000001,80.0
A8-04y08-norm.16,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,85.0,105.0,40.0,True,20.0,20.0,-2.4,2.4,0.0004858,2.9148e-06,9.716e-07,2.429e-06,0.6000000000000001,95.0
A8-04y08-norm.17,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,105.0,150.0,40.0,True,20.0,20.0,-2.4,2.4,0.0001874,1.1244e-06,3.748e-07,9.37e-07,0.6000000000000001,127.5
A8-04y08-norm.18,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,150.0,200.0,40.0,True,20.0,20.0,-2.4,2.4,5.303e-05,5.833300000000001e-07,2.1212000000000002e-07,3.7121e-07,0.6000000000000001,175.0
A8-04y08-norm.19,1,1,1,3,64000000.0,66.0,116.0,91.0,0.4,0.8,200.0,900.0,40.0,True,20.0,20.0,-2.4,2.4,2.145e-06,3.002999999999999e-08,8.58e-09,2.1449999999999997e-08,0.6000000000000001,550.0
