# name: E154.n
# comment: Taken from tables 1, 2, 3. Bin in Q and x guessed by us. No syst. uncert.
# reference: hep-ex/9901006v1
# processType: G2
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,thFactor,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2
E154.n.0,1,1,101,91.58912099999999,1.0107121404818225,1.1801780895388418,1.0954451150103321,0.014,0.02,0.017,1.0,7.540886250225076,15.74,2.24,0.17354112978311217
E154.n.1,1,1,101,91.58912099999999,1.1801780895388418,1.3570243693431479,1.2649110640673518,0.02,0.03,0.025,1.0,0.23361066539988334,7.19,0.98,0.09156789457304913
E154.n.2,1,1,101,91.58912099999999,1.3570243693431479,1.530794612139327,1.449137674618944,0.03,0.04,0.035,1.0,-7.871760018992148,4.91,0.96,0.05323723613266271
E154.n.3,1,1,101,91.58912099999999,1.530794612139327,1.7281802205591439,1.61245154965971,0.04,0.06,0.049,1.0,4.58130337684377,2.5,0.54,0.05122814910855258
E154.n.4,1,1,101,91.58912099999999,1.7281802205591439,1.934377282295118,1.8439088914585775,0.06,0.1,0.077,1.0,1.2633468580300269,1.34,0.25,0.04251967865825316
E154.n.5,1,1,101,91.58912099999999,1.934377282295118,2.096397005999769,2.0248456731316584,0.1,0.15,0.122,1.0,1.162318851431153,0.95,0.24,0.028371032514357644
E154.n.6,1,1,101,91.58912099999999,2.096397005999769,2.2131331484975614,2.16794833886788,0.15,0.2,0.173,1.0,-0.12633914501345073,0.81,0.14,0.015935057950094186
E154.n.7,1,1,101,91.58912099999999,2.2131331484975614,2.3123749356835446,2.258317958127243,0.2,0.3,0.242,1.0,-0.5078931828708164,0.51,0.11,0.010640358950796482
E154.n.8,1,1,101,91.58912099999999,2.3123749356835446,2.3977117367690353,2.3664319132398464,0.3,0.4,0.341,1.0,0.5312675174493835,0.46,0.15,0.0069950070252154635
E154.n.9,1,1,101,91.58912099999999,2.3977117367690353,2.460271383827412,2.4289915602982237,0.4,0.5,0.425,1.0,0.03826200856723371,0.57,0.02,0.005614797002308979
E154.n.10,1,1,101,91.58912099999999,2.1761710333676985,2.5142447264557313,2.345207879911715,0.06,0.1,0.084,1.0,4.015619530043392,2.4,0.43,0.05037133520981907
E154.n.11,1,1,101,91.58912099999999,2.5142447264557313,2.8332841755175036,2.6832815729997477,0.1,0.15,0.123,1.0,0.1724188697535642,1.0,0.2,0.029434726793379586
E154.n.12,1,1,101,91.58912099999999,2.8332841755175036,3.127186112397242,2.9832867780352594,0.15,0.2,0.173,1.0,0.35634005478479536,0.72,0.15,0.01632985546493376
E154.n.13,1,1,101,91.58912099999999,3.127186112397242,3.403309676345981,3.271085446759225,0.2,0.3,0.242,1.0,0.45560704016712766,0.41,0.1,0.010502579577840097
E154.n.14,1,1,101,91.58912099999999,3.403309676345981,3.6251845150670396,3.5355339059327378,0.3,0.4,0.342,1.0,-0.22675247271509255,0.31,0.04,0.006360890329013148
E154.n.15,1,1,101,91.58912099999999,3.6251845150670396,3.7939092352043797,3.714835124201342,0.4,0.5,0.442,1.0,-0.16030927748516502,0.24,0.03,0.004619739246993876
E154.n.16,1,1,101,91.58912099999999,3.7939092352043797,3.9520574572104543,3.872983346207417,0.5,0.7,0.564,1.0,-0.007551128768670098,0.13,0.01,0.0023340019712186862
