# name: HallA-2016-5.He3
# comment: E=5.89 GeV. Taken from table IX in paper. Bin in Q guessed by us.
# reference: 1603.03612v3
# processType: G2
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,thFactor,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2
HallA-2016-5.He3.0,1,1,101,11.943140999999999,1.560108673487401,1.6808788303453426,1.6204937519163718,0.253,0.30100000000000005,0.277,1.0,0.015109035834528241,0.047,0.019,0.008941250833158278
HallA-2016-5.He3.1,1,1,101,11.943140999999999,1.6808788303453426,1.7954292294696472,1.7412639087743134,0.30100000000000005,0.34950000000000003,0.325,1.0,0.0006564007898977736,0.015,0.006,0.007536598583593829
HallA-2016-5.He3.2,1,1,101,11.943140999999999,1.7954292294696472,1.899733170410999,1.8495945501649813,0.34950000000000003,0.399,0.374,1.0,-0.014297076712166368,0.008,0.002,0.006504662496744978
HallA-2016-5.He3.3,1,1,101,11.943140999999999,1.899733170410999,1.9958423552943563,1.9498717906570164,0.399,0.4485,0.424,1.0,-0.011039229861462751,0.006,0.002,0.00580534198879183
HallA-2016-5.He3.4,1,1,101,11.943140999999999,1.9958423552943563,2.083215266292897,2.0418129199316963,0.4485,0.498,0.473,1.0,-0.002341552092972276,0.004,0.002,0.0053287656173984016
HallA-2016-5.He3.5,1,1,101,11.943140999999999,2.083215266292897,2.16321752188888,2.1246176126540983,0.498,0.5485,0.523,1.0,-0.0016767168606454993,0.003,0.001,0.003311050389761338
HallA-2016-5.He3.6,1,1,101,11.943140999999999,2.16321752188888,2.2384499236066207,2.2018174311236614,0.5485,0.5985,0.574,1.0,0.0011696960471115408,0.003,0.001,0.0024276211661133336
HallA-2016-5.He3.7,1,1,101,11.943140999999999,2.2384499236066207,2.308651792063225,2.27508241608958,0.5985,0.648,0.623,1.0,-0.001885498839182321,0.002,0.0,0.003329309197103235
HallA-2016-5.He3.8,1,1,101,11.943140999999999,2.308651792063225,2.372880112671912,2.34222116803687,0.648,0.698,0.673,1.0,-0.00012419475074050112,0.002,0.0,0.0024493159677652543
HallA-2016-5.He3.9,1,1,101,11.943140999999999,2.372880112671912,2.4325213314146996,2.4035390573069537,0.698,0.748,0.723,1.0,-0.0016857374062501877,0.002,0.0,0.0020769054673146856
HallA-2016-5.He3.10,1,1,101,11.943140999999999,2.4325213314146996,2.4882294367571522,2.461503605522446,0.748,0.798,0.773,1.0,-0.0009538589511400684,0.001,0.0,0.002078724531362907
HallA-2016-5.He3.11,1,1,101,11.943140999999999,2.4882294367571522,2.5405403760315632,2.5149552679918585,0.798,0.8485,0.823,1.0,-0.003947251830977588,0.001,0.001,0.0017993760564854792
HallA-2016-5.He3.12,1,1,101,11.943140999999999,2.5405403760315632,2.5917105921109727,2.566125484071268,0.8485,0.8995,0.874,1.0,-0.0008280280489207579,0.001,0.0,0.001603106421128967
