# name: E155-29.d
# comment: Taken from tables 1,2, 3. Bin in Q and x guessed by us.
# reference: hep-ex/0204028v1
# processType: G2
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,thFactor,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2
E155-29.d.0,1,1,102,55.50148225,0.8672991374746168,0.9215552445252149,0.8944271909999159,0.018500000000000003,0.0235,0.021,0.021,0.009,0.036,0.0008811,0.0
E155-29.d.1,1,1,102,55.50148225,0.9215552445252149,0.9987460731103327,0.9486832980505138,0.0235,0.032,0.026,0.026,0.02,0.021,0.0008766,0.0
E155-29.d.2,1,1,102,55.50148225,0.9987460731103327,1.0944921366346447,1.0488088481701516,0.032,0.0495,0.038,0.038,-0.02835869364439296,0.014,0.0008658,0.0015581376163911083
E155-29.d.3,1,1,102,55.50148225,1.0944921366346447,1.202543244583245,1.140175425099138,0.0495,0.0795,0.061,0.061,-0.033463166890933475,0.013,0.0008451,0.0018979175288762666
E155-29.d.4,1,1,102,55.50148225,1.202543244583245,1.3032759252836128,1.2649110640673518,0.0795,0.1265,0.098,0.098,0.007215197616286622,0.013,0.0008118,0.003117188822370597
E155-29.d.5,1,1,102,55.50148225,1.3032759252836128,1.3779271744364845,1.3416407864998738,0.1265,0.2,0.155,0.155,-0.007363806981842266,0.013,0.0007605,0.0025129437497204894
E155-29.d.6,1,1,102,55.50148225,1.3779271744364845,1.4316756184960195,1.4142135623730951,0.2,0.3125,0.245,0.245,0.013089619831138941,0.014,0.0006795,0.0015072154623515413
E155-29.d.7,1,1,102,55.50148225,1.4316756184960195,1.4665997307418683,1.449137674618944,0.3125,0.4475,0.38,0.38,-0.008055686459142803,0.024,0.0005579999999999999,0.001577909352045106
E155-29.d.8,1,1,102,55.50148225,1.5293371620797624,1.7569981829512344,1.6431676725154984,0.042499999999999996,0.0795,0.061,0.061,0.0849347525032511,0.084,0.0008451,0.0024868355383097468
E155-29.d.9,1,1,102,55.50148225,1.7569981829512344,1.9842231948636369,1.8708286933869707,0.0795,0.1265,0.098,0.098,-0.016242679212766106,0.018,0.0008118,0.0036586067018188903
E155-29.d.10,1,1,102,55.50148225,1.9842231948636369,2.199895291492285,2.0976176963403033,0.1265,0.2,0.155,0.155,0.012221976259020769,0.012,0.0007605,0.002707509133296582
E155-29.d.11,1,1,102,55.50148225,2.199895291492285,2.3859953468449806,2.3021728866442674,0.2,0.3125,0.245,0.245,0.012618972631643367,0.011,0.0006795,0.00159831106099188
E155-29.d.12,1,1,102,55.50148225,2.3859953468449806,2.5291268140773253,2.4698178070456938,0.3125,0.48,0.38,0.38,0.02238254042071392,0.01,0.0005579999999999999,0.0012794793179893788
E155-29.d.13,1,1,102,55.50148225,2.5291268140773253,2.6170935660867736,2.588435821108957,0.48,0.6799999999999999,0.58,0.58,0.006768797956573305,0.008,0.00037799999999999997,0.00115331655739555
E155-29.d.14,1,1,102,55.50148225,2.6170935660867736,2.674409056042408,2.6457513110645907,0.6799999999999999,0.8800000000000001,0.78,0.78,0.0040987468720469575,0.004,0.00019799999999999993,0.001472625018819307
E155-29.d.15,1,1,102,55.50148225,2.4236605060870406,2.9055045317026504,2.6645825188948455,0.11,0.2,0.155,0.155,-0.040737184803553955,0.039,0.0007605,0.002803162859994314
E155-29.d.16,1,1,102,55.50148225,2.9055045317026504,3.382909379340613,3.146426544510455,0.2,0.3125,0.245,0.245,0.019145929196303604,0.025,0.0006795,0.0016419268799516948
E155-29.d.17,1,1,102,55.50148225,3.382909379340613,3.8283590309040205,3.6193922141707713,0.3125,0.48,0.38,0.38,0.012913384734869865,0.021,0.0005579999999999999,0.0011601067323766337
E155-29.d.18,1,1,102,55.50148225,3.8283590309040205,4.163423982771357,4.03732584763727,0.48,0.6799999999999999,0.58,0.58,-0.00010432269856256934,0.017,0.00037799999999999997,0.0010731960588890722
E155-29.d.19,1,1,102,55.50148225,4.163423982771357,4.41562025303953,4.2895221179054435,0.6799999999999999,0.8800000000000001,0.78,0.78,0.010784962141293312,0.009,0.00019799999999999993,0.0011811933602480758
