# name: compass08.sivers.pi-.dx.leading
# comment: COMPASS SSA-Sivers pi- leading (differential in x)
# reference: 0802.2160
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,z_min,z_max,pT_min,pT_max,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0,x_avg,z_avg,pT_avg
compass08.sivers.pi-.dx.leading.0,1,12,-1,12001,1,12,-1,2001,301.03984399999996,1.0,1.4700857117869013,1.1090536506409416,0.003,0.008,0.25,1.0,0.1,10.0,0.938,0.139,True,0.1,0.9,25.0,10000.0,1.0,0.0072,0.0222,0.0055,0.625,5.05
compass08.sivers.pi-.dx.leading.1,1,12,-1,12001,1,12,-1,2001,301.03984399999996,1.0,1.8739989327638369,1.2,0.008,0.013,0.25,1.0,0.1,10.0,0.938,0.139,True,0.1,0.9,25.0,10000.0,1.0,-0.012,0.014,0.010499999999999999,0.625,5.05
compass08.sivers.pi-.dx.leading.2,1,12,-1,12001,1,12,-1,2001,301.03984399999996,1.0,2.3244096024582244,1.284523257866513,0.013,0.02,0.25,1.0,0.1,10.0,0.938,0.139,True,0.1,0.9,25.0,10000.0,1.0,-0.0195,0.0117,0.0165,0.625,5.05
compass08.sivers.pi-.dx.leading.3,1,12,-1,12001,1,12,-1,2001,301.03984399999996,1.0,2.9401714235738026,1.3928388277184118,0.02,0.032,0.25,1.0,0.1,10.0,0.938,0.139,True,0.1,0.9,25.0,10000.0,1.0,-0.0038,0.0101,0.026000000000000002,0.625,5.05
compass08.sivers.pi-.dx.leading.4,1,12,-1,12001,1,12,-1,2001,301.03984399999996,1.0,3.6752142794672533,1.6278820596099706,0.032,0.05,0.25,1.0,0.1,10.0,0.938,0.139,True,0.1,0.9,25.0,10000.0,1.0,-0.0004,0.0111,0.041,0.625,5.05
compass08.sivers.pi-.dx.leading.5,1,12,-1,12001,1,12,-1,2001,301.03984399999996,1.2250714264890845,4.648819204916449,2.078460969082653,0.05,0.08,0.25,1.0,0.1,10.0,0.938,0.139,True,0.1,0.9,25.0,10000.0,1.0,0.0022,0.014,0.065,0.625,5.05
compass08.sivers.pi-.dx.leading.6,1,12,-1,12001,1,12,-1,2001,301.03984399999996,1.549606401638816,5.926104960258466,2.6476404589747453,0.08,0.13,0.25,1.0,0.1,10.0,0.938,0.139,True,0.1,0.9,25.0,10000.0,1.0,-0.0254,0.0186,0.10500000000000001,0.625,5.05
compass08.sivers.pi-.dx.leading.7,1,12,-1,12001,1,12,-1,2001,301.03984399999996,1.9753683200861554,7.531947955210524,3.331666249791536,0.13,0.21,0.25,1.0,0.1,10.0,0.938,0.139,True,0.1,0.9,25.0,10000.0,1.0,-0.0242,0.0292,0.16999999999999998,0.625,5.05
compass08.sivers.pi-.dx.leading.8,1,12,-1,12001,1,12,-1,2001,301.03984399999996,2.5321309282844524,16.436057921533376,4.732863826479693,0.21,1.0,0.25,1.0,0.1,10.0,0.938,0.139,True,0.1,0.9,25.0,10000.0,1.0,-0.0373,0.053,0.605,0.625,5.05
