# name: compass16.sivers.h-.2<z.dx.dQ
# comment: COMPASS16 SSA-Sivers h-, z>0.2 (differential in x, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.sivers.h-.2<z.dx.dQ.0,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.1269427669584644,0.003,0.008,0.006,0.2,1.0,0.37,0.1,10.0,0.52,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.004,0.009
compass16.sivers.h-.2<z.dx.dQ.1,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.2569805089976536,0.008,0.014,0.011,0.2,1.0,0.36,0.1,10.0,0.52,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.003,0.006
compass16.sivers.h-.2<z.dx.dQ.2,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3490737563232043,0.014,0.022,0.018,0.2,1.0,0.36,0.1,10.0,0.51,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.007,0.006
compass16.sivers.h-.2<z.dx.dQ.3,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.378404875209022,0.022,0.035,0.028,0.2,1.0,0.37,0.1,10.0,0.49,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.003,0.005
compass16.sivers.h-.2<z.dx.dQ.4,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.4866068747318506,0.035,0.055,0.043,0.2,1.0,0.37,0.1,10.0,0.47,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.001,0.006
compass16.sivers.h-.2<z.dx.dQ.5,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.697056274847714,0.055,0.105,0.07,0.2,1.0,0.37,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.009,0.008
compass16.sivers.h-.2<z.dx.dQ.6,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.9026297590440449,0.105,0.145,0.11,0.2,1.0,0.37,0.1,10.0,0.44,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.027,0.027
compass16.sivers.h-.2<z.dx.dQ.7,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.1213203435596424,0.014,0.022,0.02,0.2,1.0,0.35,0.1,10.0,0.56,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.007,0.034
compass16.sivers.h-.2<z.dx.dQ.8,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.2045407685048604,0.022,0.035,0.029,0.2,1.0,0.35,0.1,10.0,0.56,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.005,0.017
compass16.sivers.h-.2<z.dx.dQ.9,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.2203603311174516,0.035,0.055,0.045,0.2,1.0,0.35,0.1,10.0,0.53,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.021,0.014
compass16.sivers.h-.2<z.dx.dQ.10,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.055,0.105,0.075,0.2,1.0,0.35,0.1,10.0,0.5,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.006,0.012
compass16.sivers.h-.2<z.dx.dQ.11,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.240535650240808,0.105,0.145,0.12,0.2,1.0,0.36,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.013,0.015
compass16.sivers.h-.2<z.dx.dQ.12,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.349468024894146,0.145,0.215,0.163,0.2,1.0,0.36,0.1,10.0,0.44,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.009,0.025
compass16.sivers.h-.2<z.dx.dQ.13,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,2.6645825188948455,0.022,0.035,0.031,0.2,1.0,0.34,0.1,10.0,0.58,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.055,0.042
compass16.sivers.h-.2<z.dx.dQ.14,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,2.8653097563788807,0.035,0.055,0.046,0.2,1.0,0.34,0.1,10.0,0.57,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.021,0.02
compass16.sivers.h-.2<z.dx.dQ.15,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.018277654557314,0.055,0.105,0.076,0.2,1.0,0.34,0.1,10.0,0.54,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.02,0.013
compass16.sivers.h-.2<z.dx.dQ.16,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.057776970284131,0.105,0.145,0.121,0.2,1.0,0.34,0.1,10.0,0.51,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.015,0.015
compass16.sivers.h-.2<z.dx.dQ.17,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.0886890422961,0.145,0.215,0.176,0.2,1.0,0.35,0.1,10.0,0.48,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.021,0.014
compass16.sivers.h-.2<z.dx.dQ.18,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.2649655434629015,0.215,0.3,0.248,0.2,1.0,0.35,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.057,0.019
compass16.sivers.h-.2<z.dx.dQ.19,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.591656999213594,0.3,0.55,0.351,0.2,1.0,0.36,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.028,0.032
compass16.sivers.h-.2<z.dx.dQ.20,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,4.340506882842141,0.055,0.105,0.084,0.2,1.0,0.34,0.1,10.0,0.6,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.038,0.05
