# name: compass16.sivers.h-.1<z<2.dz
# comment: COMPASS16 SSA-Sivers h-, 0.1<z<0.2 (differential in z, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.sivers.h-.1<z<2.dz.0,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.025,0.1,0.12,0.11,0.1,10.0,0.37,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.0,0.005
compass16.sivers.h-.1<z<2.dz.1,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.026,0.12,0.14,0.13,0.1,10.0,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.011,0.005
compass16.sivers.h-.1<z<2.dz.2,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.026,0.14,0.16,0.15,0.1,10.0,0.41,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.006,0.006
compass16.sivers.h-.1<z<2.dz.3,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.027,0.16,0.18,0.17,0.1,10.0,0.42,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.008,0.006
compass16.sivers.h-.1<z<2.dz.4,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.027,0.18,0.2,0.19,0.1,10.0,0.44,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.002,0.007
compass16.sivers.h-.1<z<2.dz.5,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.062,0.1,0.12,0.11,0.1,10.0,0.37,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.017,0.012
compass16.sivers.h-.1<z<2.dz.6,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.065,0.12,0.14,0.13,0.1,10.0,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.007,0.013
compass16.sivers.h-.1<z<2.dz.7,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.066,0.14,0.16,0.15,0.1,10.0,0.41,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.032,0.014
compass16.sivers.h-.1<z<2.dz.8,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.067,0.16,0.18,0.17,0.1,10.0,0.42,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.029,0.016
compass16.sivers.h-.1<z<2.dz.9,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.068,0.18,0.2,0.19,0.1,10.0,0.44,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.03,0.017
