# name: compass16.sivers.h-.1<z<2.dpt
# comment: COMPASS16 SSA-Sivers h-, 0.1<z<0.2 (differential in pt, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.sivers.h-.1<z<2.dpt.0,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.028,0.1,0.2,0.14,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.002,0.004
compass16.sivers.h-.1<z<2.dpt.1,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.026,0.1,0.2,0.14,0.3,0.5,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.002,0.004
compass16.sivers.h-.1<z<2.dpt.2,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.023,0.1,0.2,0.15,0.5,0.75,0.6,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.012,0.006
compass16.sivers.h-.1<z<2.dpt.3,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.3928388277184118,0.0037017294479981047,0.13326226012793177,0.019,0.1,0.2,0.15,0.75,1.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.025,0.011
compass16.sivers.h-.1<z<2.dpt.4,1,1,-12,12001,1,1,-12,2001,301.03984399999996,1.0,2.0,1.396424004376894,0.0037017294479981047,0.13326226012793177,0.016,0.1,0.2,0.15,1.0,10.0,1.22,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.0,0.017
compass16.sivers.h-.1<z<2.dpt.5,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.071,0.1,0.2,0.14,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.013,0.01
compass16.sivers.h-.1<z<2.dpt.6,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.066,0.1,0.2,0.14,0.3,0.5,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.026,0.011
compass16.sivers.h-.1<z<2.dpt.7,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.058,0.1,0.2,0.15,0.5,0.75,0.6,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.022,0.015
compass16.sivers.h-.1<z<2.dpt.8,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.05,0.1,0.2,0.15,0.75,1.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.039,0.028
compass16.sivers.h-.1<z<2.dpt.9,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.227105745132009,0.014806917791992419,0.2082222814498934,0.04,0.1,0.2,0.15,1.0,10.0,1.22,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.028,0.044
compass16.sivers.h-.1<z<2.dpt.10,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.054504869860253,0.023135809049988153,0.5330490405117271,0.125,0.1,0.2,0.14,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.01,0.01
compass16.sivers.h-.1<z<2.dpt.11,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.057776970284131,0.023135809049988153,0.5330490405117271,0.116,0.1,0.2,0.14,0.3,0.5,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.014,0.011
compass16.sivers.h-.1<z<2.dpt.12,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.0643106892089125,0.023135809049988153,0.5330490405117271,0.104,0.1,0.2,0.15,0.5,0.75,0.6,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.017,0.015
compass16.sivers.h-.1<z<2.dpt.13,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.069201850644561,0.023135809049988153,0.5330490405117271,0.09,0.1,0.2,0.15,0.75,1.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.037,0.028
compass16.sivers.h-.1<z<2.dpt.14,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.0724582991474434,0.023135809049988153,0.5330490405117271,0.074,0.1,0.2,0.15,1.0,10.0,1.23,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.032,0.044
compass16.sivers.h-.1<z<2.dpt.15,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,5.087238936790762,0.059227671167969675,0.8988000420238954,0.233,0.1,0.2,0.14,0.1,0.3,0.21,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.011,0.02
compass16.sivers.h-.1<z<2.dpt.16,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,5.119570294468081,0.059227671167969675,0.8988000420238954,0.229,0.1,0.2,0.14,0.3,0.5,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.037,0.02
compass16.sivers.h-.1<z<2.dpt.17,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,5.159457335805772,0.059227671167969675,0.8988000420238954,0.221,0.1,0.2,0.15,0.5,0.75,0.6,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.013,0.026
compass16.sivers.h-.1<z<2.dpt.18,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,5.194227565288221,0.059227671167969675,0.8988000420238954,0.207,0.1,0.2,0.15,0.75,1.0,0.85,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.02,0.049
compass16.sivers.h-.1<z<2.dpt.19,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,5.205766033928148,0.059227671167969675,0.8988000420238954,0.181,0.1,0.2,0.15,1.0,10.0,1.24,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.025,0.076
