# name: compass08.sivers.k-.dx
# comment: COMPASS SSA-Sivers k- (differential in x)
# reference: 0802.2160
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass08.sivers.k-.dx.0,1,12,-2,12001,1,12,-2,2001,301.03984399999996,1.0,1.4700857117869013,1.118033988749895,0.003,0.008,0.006431,0.2,1.0,0.3,0.1,10.0,0.57,0.938,0.494,True,0.1,0.9,25.0,10000.0,1.0,-0.0478,0.0557
compass08.sivers.k-.dx.1,1,12,-2,12001,1,12,-2,2001,301.03984399999996,1.0,1.8739989327638369,1.2288205727444508,0.008,0.013,0.01051,0.2,1.0,0.34,0.1,10.0,0.56,0.938,0.494,True,0.1,0.9,25.0,10000.0,1.0,-0.0284,0.0353
compass08.sivers.k-.dx.2,1,12,-2,12001,1,12,-2,2001,301.03984399999996,1.0,2.3244096024582244,1.3674794331177345,0.013,0.02,0.01621,0.2,1.0,0.37,0.1,10.0,0.54,0.938,0.494,True,0.1,0.9,25.0,10000.0,1.0,-0.02,0.0317
compass08.sivers.k-.dx.3,1,12,-2,12001,1,12,-2,2001,301.03984399999996,1.0,2.9401714235738026,1.5905973720586866,0.02,0.032,0.0252,0.2,1.0,0.41,0.1,10.0,0.54,0.938,0.494,True,0.1,0.9,25.0,10000.0,1.0,-0.0106,0.0303
compass08.sivers.k-.dx.4,1,12,-2,12001,1,12,-2,2001,301.03984399999996,1.0,3.6752142794672533,1.9672315572906003,0.032,0.05,0.03966,0.2,1.0,0.42,0.1,10.0,0.53,0.938,0.494,True,0.1,0.9,25.0,10000.0,1.0,-0.1272,0.0349
compass08.sivers.k-.dx.5,1,12,-2,12001,1,12,-2,2001,301.03984399999996,1.2250714264890845,4.648819204916449,2.4758836806279896,0.05,0.08,0.06254,0.2,1.0,0.41,0.1,10.0,0.53,0.938,0.494,True,0.1,0.9,25.0,10000.0,1.0,0.0095,0.0428
compass08.sivers.k-.dx.6,1,12,-2,12001,1,12,-2,2001,301.03984399999996,1.549606401638816,5.926104960258466,3.111269837220809,0.08,0.13,0.09993,0.2,1.0,0.41,0.1,10.0,0.53,0.938,0.494,True,0.1,0.9,25.0,10000.0,1.0,0.0212,0.0536
compass08.sivers.k-.dx.7,1,12,-2,12001,1,12,-2,2001,301.03984399999996,1.9753683200861554,7.531947955210524,3.9749213828703582,0.13,0.21,0.1599,0.2,1.0,0.4,0.1,10.0,0.54,0.938,0.494,True,0.1,0.9,25.0,10000.0,1.0,-0.0005,0.0812
compass08.sivers.k-.dx.8,1,12,-2,12001,1,12,-2,2001,301.03984399999996,2.5321309282844524,16.436057921533376,5.60357029044876,0.21,1.0,0.2852,0.2,1.0,0.37,0.1,10.0,0.54,0.938,0.494,True,0.1,0.9,25.0,10000.0,1.0,0.0518,0.1404
