# name: hermes3D.sivers.k+
# comment: HERMES SSA-Sivers k+ (3d-data). The data MUST be evaluated at a point
# reference: 2007.07755
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.073
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0,uncorrErr_1
hermes3D.sivers.k+.15,1,1,2,12001,1,1,2,2001,52.657444,1.0,1.881910688635356,1.2369316876852983,0.023,0.072,0.048,0.49,0.7,0.58,0.54,2.0,0.805,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.096884,0.053561,0.011086
hermes3D.sivers.k+.16,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.4872793954062566,0.072,0.098,0.084,0.2,0.28,0.241,0.0,0.23,0.142,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.146569,0.072692,0.007535
hermes3D.sivers.k+.17,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.5585249436566615,0.072,0.098,0.084,0.2,0.28,0.24,0.23,0.36,0.295,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.209832,0.083316,0.011601
hermes3D.sivers.k+.18,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.5801898620102586,0.072,0.098,0.084,0.2,0.28,0.241,0.36,0.54,0.44,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.039312,0.071023,0.005337
hermes3D.sivers.k+.19,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.6498484778912275,0.072,0.098,0.084,0.2,0.28,0.244,0.54,2.0,0.652,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.045023,0.089959,0.010019
hermes3D.sivers.k+.20,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.4078352176302453,0.072,0.098,0.084,0.28,0.37,0.323,0.0,0.23,0.142,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.054019,0.065623,0.000521
hermes3D.sivers.k+.21,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.487615541731129,0.072,0.098,0.084,0.28,0.37,0.324,0.23,0.36,0.293,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.186505,0.100432,0.005862
hermes3D.sivers.k+.22,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.543696861433617,0.072,0.098,0.084,0.28,0.37,0.324,0.36,0.54,0.446,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.032033,0.083187,0.003408
hermes3D.sivers.k+.23,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.5940514420808383,0.072,0.098,0.084,0.28,0.37,0.327,0.54,2.0,0.69,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.004417,0.068755,0.002704
hermes3D.sivers.k+.24,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.3704014010500718,0.072,0.098,0.085,0.37,0.49,0.423,0.0,0.23,0.145,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.018301,0.062756,0.007015
hermes3D.sivers.k+.25,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.439791651594077,0.072,0.098,0.084,0.37,0.49,0.425,0.23,0.36,0.294,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.007843,0.09272,0.015588
hermes3D.sivers.k+.26,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.4936532395439042,0.072,0.098,0.084,0.37,0.49,0.427,0.36,0.54,0.445,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.208264,0.092512,0.011416
hermes3D.sivers.k+.27,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.5630099167951559,0.072,0.098,0.084,0.37,0.49,0.43,0.54,2.0,0.735,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.153364,0.067667,0.00454
hermes3D.sivers.k+.28,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.3696714934611145,0.072,0.098,0.085,0.49,0.7,0.577,0.0,0.23,0.15,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.094049,0.077722,0.007938
hermes3D.sivers.k+.29,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.3939153489362257,0.072,0.098,0.084,0.49,0.7,0.575,0.23,0.36,0.297,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.00973,0.091099,0.009785
hermes3D.sivers.k+.30,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.433527118683145,0.072,0.098,0.085,0.49,0.7,0.583,0.36,0.54,0.446,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.120984,0.088863,0.002923
hermes3D.sivers.k+.31,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.195562470074582,1.5267612779999367,0.072,0.098,0.084,0.49,0.7,0.587,0.54,2.0,0.768,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.087299,0.0724,0.001512
hermes3D.sivers.k+.32,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.7213366899011942,0.098,0.138,0.116,0.2,0.28,0.241,0.0,0.23,0.139,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.062203,0.063018,0.012812
hermes3D.sivers.k+.33,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.820164827701052,0.098,0.138,0.116,0.2,0.28,0.239,0.23,0.36,0.29,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.128391,0.08612,0.010557
hermes3D.sivers.k+.34,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.803052966498766,0.098,0.138,0.115,0.2,0.28,0.24,0.36,0.54,0.443,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.153557,0.07775,0.01572
hermes3D.sivers.k+.35,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.8790955271087204,0.098,0.138,0.115,0.2,0.28,0.245,0.54,2.0,0.65,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.148033,0.11442,0.03489
hermes3D.sivers.k+.36,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.625423021862309,0.098,0.138,0.116,0.28,0.37,0.324,0.0,0.23,0.142,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.108238,0.054498,0.009477
hermes3D.sivers.k+.37,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.7061652909375458,0.098,0.138,0.116,0.28,0.37,0.326,0.23,0.36,0.292,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.046904,0.081181,0.007327
hermes3D.sivers.k+.38,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.7538529014715003,0.098,0.138,0.115,0.28,0.37,0.323,0.36,0.54,0.446,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.101353,0.076419,0.010628
hermes3D.sivers.k+.39,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.7894133116750863,0.098,0.138,0.116,0.28,0.37,0.327,0.54,2.0,0.682,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.005787,0.077432,0.02385
hermes3D.sivers.k+.40,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.5940514420808383,0.098,0.138,0.116,0.37,0.49,0.424,0.0,0.23,0.148,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.098582,0.057677,0.001176
hermes3D.sivers.k+.41,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.6312571838922274,0.098,0.138,0.116,0.37,0.49,0.427,0.23,0.36,0.291,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.131963,0.066203,0.013318
hermes3D.sivers.k+.42,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.731184565550421,0.098,0.138,0.117,0.37,0.49,0.428,0.36,0.54,0.442,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.154892,0.07856,0.016376
hermes3D.sivers.k+.43,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.791368192192772,0.098,0.138,0.115,0.37,0.49,0.428,0.54,2.0,0.716,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.128143,0.069092,0.006621
hermes3D.sivers.k+.44,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.5719414747375298,0.098,0.138,0.116,0.49,0.7,0.574,0.0,0.23,0.15,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.05533,0.063772,0.005462
hermes3D.sivers.k+.45,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.581771159175688,0.098,0.138,0.116,0.49,0.7,0.577,0.23,0.36,0.296,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.021177,0.068819,0.008173
hermes3D.sivers.k+.46,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.6434719346554112,0.098,0.138,0.116,0.49,0.7,0.583,0.36,0.54,0.443,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.118464,0.067195,0.002799
hermes3D.sivers.k+.47,1,1,2,12001,1,1,2,2001,52.657444,1.0,2.6053873723498393,1.7495713760804388,0.098,0.138,0.115,0.49,0.7,0.588,0.54,2.0,0.752,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.196745,0.066682,0.001308
hermes3D.sivers.k+.48,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2695814592122487,0.138,0.6,0.207,0.2,0.28,0.242,0.0,0.23,0.138,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.053539,0.051071,0.006727
hermes3D.sivers.k+.49,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.3086792761230392,0.138,0.6,0.208,0.2,0.28,0.243,0.23,0.36,0.292,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.10024,0.070146,0.009412
hermes3D.sivers.k+.50,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.24966664197165,0.138,0.6,0.196,0.2,0.28,0.241,0.36,0.54,0.445,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.005862,0.079906,0.0145
hermes3D.sivers.k+.51,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2845130772223654,0.138,0.6,0.211,0.2,0.28,0.246,0.54,2.0,0.645,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.30982,0.191291,0.063809
hermes3D.sivers.k+.52,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1828879952943074,0.138,0.6,0.204,0.28,0.37,0.323,0.0,0.23,0.142,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.08377,0.044553,0.007649
hermes3D.sivers.k+.53,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2376326776305353,0.138,0.6,0.211,0.28,0.37,0.325,0.23,0.36,0.289,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.029512,0.054035,0.017145
hermes3D.sivers.k+.54,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2454398232862975,0.138,0.6,0.203,0.28,0.37,0.325,0.36,0.54,0.443,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.059003,0.059699,0.009926
hermes3D.sivers.k+.55,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.166564100136435,0.138,0.6,0.198,0.28,0.37,0.327,0.54,2.0,0.681,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.024515,0.087656,0.005974
hermes3D.sivers.k+.56,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.151743479135001,0.138,0.6,0.204,0.37,0.49,0.424,0.0,0.23,0.15,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.013352,0.045512,0.002325
hermes3D.sivers.k+.57,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1505813167606567,0.138,0.6,0.204,0.37,0.49,0.425,0.23,0.36,0.292,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.124452,0.048465,0.005425
hermes3D.sivers.k+.58,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.215851980616034,0.138,0.6,0.21,0.37,0.49,0.426,0.36,0.54,0.439,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.12833,0.050537,0.005551
hermes3D.sivers.k+.59,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.241205033012375,0.138,0.6,0.204,0.37,0.49,0.428,0.54,2.0,0.707,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.088792,0.062251,0.028871
hermes3D.sivers.k+.60,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1321350801485353,0.138,0.6,0.204,0.49,0.7,0.576,0.0,0.23,0.149,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.125963,0.055329,0.005386
hermes3D.sivers.k+.61,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1253235047869774,0.138,0.6,0.206,0.49,0.7,0.577,0.23,0.36,0.296,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.152993,0.051563,0.005765
hermes3D.sivers.k+.62,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.151278689523977,0.138,0.6,0.207,0.49,0.7,0.583,0.36,0.54,0.443,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.164673,0.047205,0.002671
hermes3D.sivers.k+.63,1,1,2,12001,1,1,2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2485550916088313,0.138,0.6,0.21,0.49,0.7,0.589,0.54,2.0,0.731,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.152441,0.050995,0.002481
