# name: compass16.sivers.h+.1<z.dz
# comment: COMPASS16 SSA-Sivers h+, z>0.1 (differential in z, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.sivers.h+.1<z.dz.0,1,1,12,12001,1,1,12,2001,301.03984399999996,1.0,2.0,1.396424004376894,0.0037017294479981047,0.13326226012793177,0.026,0.1,0.2,0.14,0.1,10.0,0.41,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.007,0.002
compass16.sivers.h+.1<z.dz.1,1,1,12,12001,1,1,12,2001,301.03984399999996,1.0,2.0,1.396424004376894,0.0037017294479981047,0.13326226012793177,0.029,0.2,0.3,0.24,0.1,10.0,0.47,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.011,0.003
compass16.sivers.h+.1<z.dz.2,1,1,12,12001,1,1,12,2001,301.03984399999996,1.0,2.0,1.4,0.0037017294479981047,0.13326226012793177,0.03,0.3,0.4,0.35,0.1,10.0,0.51,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.011,0.005
compass16.sivers.h+.1<z.dz.3,1,1,12,12001,1,1,12,2001,301.03984399999996,1.0,2.0,1.396424004376894,0.0037017294479981047,0.13326226012793177,0.03,0.4,0.6,0.48,0.1,10.0,0.55,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.022,0.005
compass16.sivers.h+.1<z.dz.4,1,1,12,12001,1,1,12,2001,301.03984399999996,1.0,2.0,1.378404875209022,0.0037017294479981047,0.13326226012793177,0.03,0.6,1.0,0.74,0.1,10.0,0.55,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.05,0.007
compass16.sivers.h+.1<z.dz.5,1,1,12,12001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.067,0.1,0.2,0.14,0.1,10.0,0.4,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.01,0.006
compass16.sivers.h+.1<z.dz.6,1,1,12,12001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.072,0.2,0.3,0.24,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.023,0.008
compass16.sivers.h+.1<z.dz.7,1,1,12,12001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.075,0.3,0.4,0.35,0.1,10.0,0.51,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.032,0.012
compass16.sivers.h+.1<z.dz.8,1,1,12,12001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.077,0.4,0.6,0.48,0.1,10.0,0.57,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.02,0.012
compass16.sivers.h+.1<z.dz.9,1,1,12,12001,1,1,12,2001,301.03984399999996,2.0,2.5,2.2293496809607953,0.014806917791992419,0.2082222814498934,0.079,0.6,1.0,0.73,0.1,10.0,0.62,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.05,0.018
