# name: hermes3D.sivers.k-
# comment: HERMES SSA-Sivers k- (3d-data). The data MUST be evaluated at a point
# reference: 2007.07755
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.073
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0,uncorrErr_1
hermes3D.sivers.k-.28,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.3740451229854134,0.072,0.098,0.085,0.49,0.7,0.567,0.0,0.23,0.15,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.124768,0.130656,0.019209
hermes3D.sivers.k-.29,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.4152738250953418,0.072,0.098,0.085,0.49,0.7,0.57,0.23,0.36,0.295,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.258347,0.131336,0.009025
hermes3D.sivers.k-.30,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.4693535993762699,0.072,0.098,0.084,0.49,0.7,0.577,0.36,0.54,0.44,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.255318,0.170006,0.010727
hermes3D.sivers.k-.31,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.5543487382180359,0.072,0.098,0.084,0.49,0.7,0.57,0.54,2.0,0.772,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.147778,0.128011,0.01994
hermes3D.sivers.k-.32,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.7372391890583172,0.098,0.138,0.116,0.2,0.28,0.24,0.0,0.23,0.138,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.028479,0.089705,0.010426
hermes3D.sivers.k-.33,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.8066543665017942,0.098,0.138,0.115,0.2,0.28,0.241,0.23,0.36,0.29,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.192687,0.128241,0.00537
hermes3D.sivers.k-.34,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.817690842800282,0.098,0.138,0.115,0.2,0.28,0.238,0.36,0.54,0.444,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.156473,0.106656,0.006219
hermes3D.sivers.k-.35,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.8994736112934025,0.098,0.138,0.115,0.2,0.28,0.243,0.54,2.0,0.649,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.173007,0.159935,0.006343
hermes3D.sivers.k-.36,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.6407315441594947,0.098,0.138,0.116,0.28,0.37,0.323,0.0,0.23,0.142,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.003915,0.087845,0.011508
hermes3D.sivers.k-.37,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.7274258305351347,0.098,0.138,0.116,0.28,0.37,0.322,0.23,0.36,0.294,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.048977,0.131537,0.0011
hermes3D.sivers.k-.38,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.7481418706729726,0.098,0.138,0.115,0.28,0.37,0.324,0.36,0.54,0.45,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.03312,0.109669,0.018255
hermes3D.sivers.k-.39,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.827840255602223,0.098,0.138,0.116,0.28,0.37,0.324,0.54,2.0,0.694,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.230877,0.115295,0.003746
hermes3D.sivers.k-.40,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.556920036482285,0.098,0.138,0.115,0.37,0.49,0.423,0.0,0.23,0.149,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.28723,0.094643,0.012557
hermes3D.sivers.k-.41,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.6410362579784763,0.098,0.138,0.117,0.37,0.49,0.427,0.23,0.36,0.293,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.080353,0.112329,0.017216
hermes3D.sivers.k-.42,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.7149344010777787,0.098,0.138,0.116,0.37,0.49,0.428,0.36,0.54,0.442,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.017819,0.134923,0.014861
hermes3D.sivers.k-.43,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.7868967513541458,0.098,0.138,0.114,0.37,0.49,0.424,0.54,2.0,0.741,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.136302,0.107432,0.002395
hermes3D.sivers.k-.44,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.559807680452946,0.098,0.138,0.115,0.49,0.7,0.563,0.0,0.23,0.149,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.083832,0.138768,0.006884
hermes3D.sivers.k-.45,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.5713051899615174,0.098,0.138,0.115,0.49,0.7,0.572,0.23,0.36,0.295,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.047202,0.129285,0.002009
hermes3D.sivers.k-.46,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.6483324907311632,0.098,0.138,0.116,0.49,0.7,0.577,0.36,0.54,0.435,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.087998,0.133438,0.004443
hermes3D.sivers.k-.47,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.6053873723498393,1.7544229820656134,0.098,0.138,0.115,0.49,0.7,0.574,0.54,2.0,0.764,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.058407,0.125286,0.019635
hermes3D.sivers.k-.48,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2306949589757896,0.138,0.6,0.201,0.2,0.28,0.241,0.0,0.23,0.144,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.049265,0.068529,0.00034
hermes3D.sivers.k-.49,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.3017384734152575,0.138,0.6,0.206,0.2,0.28,0.241,0.23,0.36,0.29,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.034539,0.095179,0.009788
hermes3D.sivers.k-.50,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.3058620947489468,0.138,0.6,0.204,0.2,0.28,0.239,0.36,0.54,0.449,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.1907,0.12204,0.024626
hermes3D.sivers.k-.51,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.3321663748540753,0.138,0.6,0.205,0.2,0.28,0.245,0.54,2.0,0.663,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.009872,0.331565,0.036294
hermes3D.sivers.k-.52,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.169792616818483,0.138,0.6,0.203,0.28,0.37,0.322,0.0,0.23,0.146,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.010409,0.073568,0.004921
hermes3D.sivers.k-.53,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2176564206386886,0.138,0.6,0.209,0.28,0.37,0.325,0.23,0.36,0.291,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.082452,0.083072,0.000613
hermes3D.sivers.k-.54,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.213820227570432,0.138,0.6,0.205,0.28,0.37,0.325,0.36,0.54,0.441,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.046791,0.104607,0.02733
hermes3D.sivers.k-.55,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.251221890440833,0.138,0.6,0.2,0.28,0.37,0.324,0.54,2.0,0.691,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.053509,0.128625,0.070376
hermes3D.sivers.k-.56,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.085665361461421,0.138,0.6,0.195,0.37,0.49,0.42,0.0,0.23,0.149,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.000623,0.09227,0.013799
hermes3D.sivers.k-.57,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1187260323128143,0.138,0.6,0.205,0.37,0.49,0.423,0.23,0.36,0.293,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.136444,0.09347,0.002249
hermes3D.sivers.k-.58,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.179449471770337,0.138,0.6,0.207,0.37,0.49,0.426,0.36,0.54,0.437,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.004493,0.093961,0.013899
hermes3D.sivers.k-.59,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.206354459283458,0.138,0.6,0.203,0.37,0.49,0.425,0.54,2.0,0.728,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.054081,0.111115,0.028565
hermes3D.sivers.k-.60,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.095709903588758,0.138,0.6,0.196,0.49,0.7,0.562,0.0,0.23,0.154,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.114289,0.119871,0.024647
hermes3D.sivers.k-.61,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.086384432457259,0.138,0.6,0.201,0.49,0.7,0.571,0.23,0.36,0.294,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.23805,0.13097,0.001265
hermes3D.sivers.k-.62,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1354156504062622,0.138,0.6,0.207,0.49,0.7,0.577,0.36,0.54,0.44,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.068764,0.105935,0.005887
hermes3D.sivers.k-.63,1,1,-2,12001,1,1,-2,2001,52.657444,1.2083341335037487,5.4326082133722835,2.202498581157318,0.138,0.6,0.204,0.49,0.7,0.579,0.54,2.0,0.735,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.107279,0.118644,0.020086
