# name: hermes3D.sivers.k-
# comment: HERMES SSA-Sivers k- (3d-data). The data MUST be evaluated at a point
# reference: 2007.07755
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.073
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0,uncorrErr_1
hermes3D.sivers.k-.0,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2157302332343307,0.023,0.072,0.051,0.2,0.28,0.236,0.0,0.23,0.152,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.128138,0.115584,0.000655
hermes3D.sivers.k-.1,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2300406497347964,0.023,0.072,0.047,0.2,0.28,0.236,0.23,0.36,0.298,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.055399,0.084941,0.004208
hermes3D.sivers.k-.2,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2409673645990857,0.023,0.072,0.045,0.2,0.28,0.237,0.36,0.54,0.444,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.027877,0.04954,0.000406
hermes3D.sivers.k-.3,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2688577540449522,0.023,0.072,0.043,0.2,0.28,0.242,0.54,2.0,0.666,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.014556,0.053176,0.000753
hermes3D.sivers.k-.4,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.202913130695646,0.023,0.072,0.053,0.28,0.37,0.319,0.0,0.23,0.151,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.122137,0.105651,0.002031
hermes3D.sivers.k-.5,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2251530516633422,0.023,0.072,0.049,0.28,0.37,0.32,0.23,0.36,0.296,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.118695,0.149183,0.007587
hermes3D.sivers.k-.6,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2300406497347964,0.023,0.072,0.047,0.28,0.37,0.319,0.36,0.54,0.449,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.005936,0.081222,0.002479
hermes3D.sivers.k-.7,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2493998559308386,0.023,0.072,0.044,0.28,0.37,0.324,0.54,2.0,0.724,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.015319,0.050337,0.008388
hermes3D.sivers.k-.8,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.184483009586883,0.023,0.072,0.054,0.37,0.49,0.424,0.0,0.23,0.146,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.036244,0.120009,0.012753
hermes3D.sivers.k-.9,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2157302332343307,0.023,0.072,0.051,0.37,0.49,0.422,0.23,0.36,0.298,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.089469,0.168057,0.007978
hermes3D.sivers.k-.10,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2353137253345807,0.023,0.072,0.049,0.37,0.49,0.423,0.36,0.54,0.448,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.130288,0.136908,0.008971
hermes3D.sivers.k-.11,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2409673645990857,0.023,0.072,0.045,0.37,0.49,0.425,0.54,2.0,0.77,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.055402,0.061837,0.000621
hermes3D.sivers.k-.12,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.18911731969558,0.023,0.072,0.055,0.49,0.7,0.562,0.0,0.23,0.151,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.382184,0.133183,0.004999
hermes3D.sivers.k-.13,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.20124934963562,0.023,0.072,0.052,0.49,0.7,0.566,0.23,0.36,0.298,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.020351,0.165346,0.00882
hermes3D.sivers.k-.14,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2206555615733703,0.023,0.072,0.05,0.49,0.7,0.572,0.36,0.54,0.446,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.386284,0.168831,0.004156
hermes3D.sivers.k-.15,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,1.881910688635356,1.2389511693363866,0.023,0.072,0.046,0.49,0.7,0.569,0.54,2.0,0.799,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.100383,0.090313,0.004599
hermes3D.sivers.k-.16,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.4768209099278085,0.072,0.098,0.084,0.2,0.28,0.239,0.0,0.23,0.139,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.014319,0.107636,0.002959
hermes3D.sivers.k-.17,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.5668439615992398,0.072,0.098,0.084,0.2,0.28,0.237,0.23,0.36,0.294,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.17784,0.136327,0.005006
hermes3D.sivers.k-.18,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.5931101656822104,0.072,0.098,0.084,0.2,0.28,0.237,0.36,0.54,0.44,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.076117,0.091127,0.002587
hermes3D.sivers.k-.19,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.6586138791171379,0.072,0.098,0.084,0.2,0.28,0.242,0.54,2.0,0.648,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.002524,0.128711,0.002998
hermes3D.sivers.k-.20,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.396782015920881,0.072,0.098,0.084,0.28,0.37,0.323,0.0,0.23,0.138,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.076354,0.092707,0.003287
hermes3D.sivers.k-.21,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.4959946523968592,0.072,0.098,0.084,0.28,0.37,0.322,0.23,0.36,0.292,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.27499,0.182765,0.011385
hermes3D.sivers.k-.22,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.5482247898803325,0.072,0.098,0.084,0.28,0.37,0.321,0.36,0.54,0.444,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.076541,0.116701,0.003319
hermes3D.sivers.k-.23,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.574166446091391,0.072,0.098,0.084,0.28,0.37,0.324,0.54,2.0,0.693,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.079093,0.102618,0.000904
hermes3D.sivers.k-.24,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.3579396157414365,0.072,0.098,0.084,0.37,0.49,0.424,0.0,0.23,0.143,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.060622,0.106712,0.000345
hermes3D.sivers.k-.25,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.4349216006458332,0.072,0.098,0.084,0.37,0.49,0.424,0.23,0.36,0.294,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.019013,0.136442,0.010942
hermes3D.sivers.k-.26,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.5066519173319364,0.072,0.098,0.083,0.37,0.49,0.424,0.36,0.54,0.443,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,0.067469,0.152721,0.002246
hermes3D.sivers.k-.27,1,1,-2,12001,1,1,-2,2001,52.657444,1.0,2.195562470074582,1.5658863304850708,0.072,0.098,0.084,0.37,0.49,0.423,0.54,2.0,0.727,0.938,0.494,True,0.1,0.95,10.0,10000.0,1.0,-0.031845,0.113726,0.004165
