# name: compass16.sivers.h+.1<z<2.dx.dQ
# comment: COMPASS16 SSA-Sivers h+, 0.1<z<0.2 (differential in x, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.sivers.h+.1<z<2.dx.dQ.14,1,1,12,12001,1,1,12,2001,301.03984399999996,2.5,4.0,2.8653097563788807,0.035,0.055,0.046,0.1,0.2,0.14,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.006,0.017
compass16.sivers.h+.1<z<2.dx.dQ.15,1,1,12,12001,1,1,12,2001,301.03984399999996,2.5,4.0,3.028200785945344,0.055,0.105,0.076,0.1,0.2,0.14,0.1,10.0,0.43,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.024,0.011
compass16.sivers.h+.1<z<2.dx.dQ.16,1,1,12,12001,1,1,12,2001,301.03984399999996,2.5,4.0,3.0805843601498726,0.105,0.145,0.121,0.1,0.2,0.14,0.1,10.0,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.005,0.012
compass16.sivers.h+.1<z<2.dx.dQ.17,1,1,12,12001,1,1,12,2001,301.03984399999996,2.5,4.0,3.1256999216175565,0.145,0.215,0.176,0.1,0.2,0.14,0.1,10.0,0.36,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.016,0.012
compass16.sivers.h+.1<z<2.dx.dQ.18,1,1,12,12001,1,1,12,2001,301.03984399999996,2.5,4.0,3.2969683043669074,0.215,0.3,0.248,0.1,0.2,0.15,0.1,10.0,0.34,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.009,0.018
compass16.sivers.h+.1<z<2.dx.dQ.19,1,1,12,12001,1,1,12,2001,301.03984399999996,2.5,4.0,3.598610843089316,0.3,0.55,0.35,0.1,0.2,0.15,0.1,10.0,0.34,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.009,0.03
compass16.sivers.h+.1<z<2.dx.dQ.20,1,1,12,12001,1,1,12,2001,301.03984399999996,4.0,9.0,4.3439613257946945,0.055,0.105,0.084,0.1,0.2,0.14,0.1,10.0,0.47,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.035,0.041
compass16.sivers.h+.1<z<2.dx.dQ.21,1,1,12,12001,1,1,12,2001,301.03984399999996,4.0,9.0,4.676537180435969,0.105,0.145,0.123,0.1,0.2,0.14,0.1,10.0,0.45,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.002,0.028
compass16.sivers.h+.1<z<2.dx.dQ.22,1,1,12,12001,1,1,12,2001,301.03984399999996,4.0,9.0,5.0039984012787215,0.145,0.215,0.178,0.1,0.2,0.14,0.1,10.0,0.43,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.039,0.022
compass16.sivers.h+.1<z<2.dx.dQ.23,1,1,12,12001,1,1,12,2001,301.03984399999996,4.0,9.0,5.3282267219028885,0.215,0.3,0.254,0.1,0.2,0.14,0.1,10.0,0.41,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.05,0.023
compass16.sivers.h+.1<z<2.dx.dQ.24,1,1,12,12001,1,1,12,2001,301.03984399999996,4.0,9.0,5.613376880274475,0.3,0.55,0.386,0.1,0.2,0.14,0.1,10.0,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.004,0.02
compass16.sivers.h+.1<z<2.dx.dQ.25,1,1,12,12001,1,1,12,2001,301.03984399999996,4.0,9.0,6.168468205316454,0.55,0.8,0.636,0.1,0.2,0.15,0.1,10.0,0.43,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.018,0.051
