# name: hermes3D.p.k-
# comment: HERMES proton-to-k- (zxpt-3D) vmsub. thFactor contains DIS normalization (by MSHT20nnlo)
# reference: 1212.5407
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0
hermes3D.p.k-.0,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.1492554,0.0,0.15,0.1067939,0.938,0.494,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,0.3051428,0.02131771,0.02944266,0.00821523317805557
hermes3D.p.k-.1,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.1511672,0.15,0.25,0.213508,0.938,0.494,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,0.6212497,0.02676667,0.03197122,0.016725648277780333
hermes3D.p.k-.2,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.1518241,0.25,0.35,0.3168185,0.938,0.494,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,0.7556105,0.02597213,0.03875802,0.020342988427998816
hermes3D.p.k-.3,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.151976,0.35,0.45,0.4237499,0.938,0.494,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,0.6751837,0.02674908,0.02986723,0.01817769101391977
hermes3D.p.k-.4,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.1526828,0.45,0.6,0.5546972,0.938,0.494,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,0.4855115,0.02397416,0.02012344,0.01307122495804432
hermes3D.p.k-.5,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.155791,0.6,0.8,0.7346679,0.938,0.494,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,0.1755755,0.0231866,0.005411024,0.004726946442300771
hermes3D.p.k-.6,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.1180456162429153,0.023,0.047,0.03758863,0.1,0.2,0.1478494,0.8,1.2,0.8994808,0.938,0.494,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,0.006235925,0.0187349,0.0001899785,0.00016788722511514666
hermes3D.p.k-.7,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.2,0.25,0.2296836,0.0,0.15,0.1042003,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.1464346,0.01829461,0.005096087,0.0039423980652183045
hermes3D.p.k-.8,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.2,0.25,0.2252717,0.15,0.25,0.2044803,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.4157178,0.0279749,0.01530398,0.011192198089773934
hermes3D.p.k-.9,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.2,0.25,0.2328072,0.25,0.35,0.3144368,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.4338104,0.02633766,0.01213569,0.011679297663472832
hermes3D.p.k-.10,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.2,0.25,0.2333894,0.35,0.45,0.4157519,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.4113761,0.02401234,0.008973832,0.011075308299521096
hermes3D.p.k-.11,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.2,0.25,0.2332827,0.45,0.6,0.5441331,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.2917126,0.0152712,0.00850275,0.007853657467837527
hermes3D.p.k-.12,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.2,0.25,0.236652,0.6,0.8,0.7277577,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.1504128,0.01102287,0.009611508,0.004049501495575963
hermes3D.p.k-.13,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.1180456162429153,0.023,0.047,0.03758863,0.2,0.25,0.2470212,0.8,1.2,1.02915,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.04087751,0.00847862,0.002569487,0.001100528265416383
hermes3D.p.k-.14,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.25,0.3,0.2783266,0.0,0.15,0.1053194,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.1317094,0.01830143,0.04108744,0.003545957606542878
hermes3D.p.k-.15,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.25,0.3,0.2760336,0.15,0.25,0.2048223,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.2525471,0.02096531,0.07898581,0.00679922093833352
hermes3D.p.k-.16,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.25,0.3,0.2804486,0.25,0.35,0.3086946,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.2735238,0.02201517,0.08555072,0.00736396794139608
hermes3D.p.k-.17,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.25,0.3,0.2769213,0.35,0.45,0.4040598,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.2798781,0.01903042,0.08765905,0.007535042127591261
hermes3D.p.k-.18,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.25,0.3,0.2861604,0.45,0.6,0.5450003,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.2165856,0.01352227,0.06794763,0.005831044373352647
hermes3D.p.k-.19,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.25,0.3,0.2950741,0.6,0.8,0.7434569,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.1141884,0.00882281,0.03576004,0.0030742469828194553
hermes3D.p.k-.20,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.3,0.375,0.30285,0.8,1.2,1.03269,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.03159921,0.003941496,0.00986925,0.0008507324386888543
hermes3D.p.k-.21,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.3,0.375,0.3341398,0.0,0.15,0.1031244,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.09868402,0.01160869,0.03074465,0.002656828983832813
hermes3D.p.k-.22,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.3,0.375,0.3330176,0.15,0.25,0.2065466,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.1855191,0.01516143,0.05808128,0.00499465386528212
hermes3D.p.k-.23,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.3,0.375,0.33616,0.25,0.35,0.3011856,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.2073325,0.01522277,0.06558066,0.005581926995784289
hermes3D.p.k-.24,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.3,0.375,0.337424,0.35,0.45,0.4025565,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.2285973,0.0155207,0.07229719,0.006154430395781655
hermes3D.p.k-.25,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.3,0.375,0.3482385,0.45,0.6,0.5371654,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.1761634,0.009527032,0.05566789,0.004742774230422853
hermes3D.p.k-.26,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.3,0.375,0.3518247,0.6,0.8,0.7159694,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.1067075,0.00590146,0.03374104,0.0028728418115956354
hermes3D.p.k-.27,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.3,0.375,0.3400903,0.8,1.2,0.9523436,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.03095355,0.002333155,0.009794288,0.0008333496020178157
hermes3D.p.k-.28,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.375,0.475,0.4197386,0.0,0.15,0.09975717,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.02631454,0.004964748,0.008208744,0.0007084554578160468
hermes3D.p.k-.29,1,1,-2,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.375,0.475,0.4231497,0.15,0.25,0.2061193,0.938,0.494,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,0.1032875,0.00943081,0.03233673,0.002780766568565323
