# name: hermes3D.d.pi-.no-vmsub
# comment: HERMES deutron-to-pi- (zxpt-3D) no-vmsub. thFactor contains DIS normalization (by MSHT20nnlo)
# reference: 1212.5407
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0
hermes3D.d.pi-.no-vmsub.16,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.25,0.3,0.2854558,0.25,0.35,0.3148921,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,2.899996,0.05637053,0.3460063,0.08741614472757994
hermes3D.d.pi-.no-vmsub.17,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.25,0.3,0.2867932,0.35,0.45,0.4183916,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,2.695602,0.04828757,0.2293164,0.08125498606203387
hermes3D.d.pi-.no-vmsub.18,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.25,0.3,0.2880971,0.45,0.6,0.5462103,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,1.960705,0.03060922,0.1674664,0.05910258912360211
hermes3D.d.pi-.no-vmsub.19,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.25,0.3,0.2927297,0.6,0.8,0.7302418,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.931145,0.01827272,0.07328596,0.028068006329099223
hermes3D.d.pi-.no-vmsub.20,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3002335,0.8,1.2,1.017473,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.2146742,0.008091232,0.01704135,0.006471040282978819
hermes3D.d.pi-.no-vmsub.21,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.335001,0.0,0.15,0.09968262,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.5754974,0.02432109,0.1594577,0.017347528758227933
hermes3D.d.pi-.no-vmsub.22,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3420836,0.15,0.25,0.2091559,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,1.37658,0.03475483,0.282239,0.04149499396174753
hermes3D.d.pi-.no-vmsub.23,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.345346,0.25,0.35,0.3125743,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,1.771535,0.03553762,0.2661151,0.05340033570735041
hermes3D.d.pi-.no-vmsub.24,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3481194,0.35,0.45,0.4149581,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,1.810584,0.03402612,0.2068488,0.054577410791408196
hermes3D.d.pi-.no-vmsub.25,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3482111,0.45,0.6,0.542136,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,1.405032,0.02138809,0.1567204,0.042352637954976874
hermes3D.d.pi-.no-vmsub.26,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3552817,0.6,0.8,0.7274046,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.6873725,0.01204991,0.07170401,0.020719840283144685
hermes3D.d.pi-.no-vmsub.27,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3532729,0.8,1.2,0.9799376,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.1776792,0.004641789,0.01828843,0.005355880029586463
hermes3D.d.pi-.no-vmsub.28,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.4229711,0.0,0.15,0.09769397,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.3761619,0.01787796,0.01152887,0.011338851188553866
hermes3D.d.pi-.no-vmsub.29,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.4248118,0.15,0.25,0.2057207,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.7086445,0.02285486,0.1521732,0.02136105366090282
hermes3D.d.pi-.no-vmsub.30,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.427211,0.25,0.35,0.3059491,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.9902049,0.02422883,0.158579,0.029848280772924802
hermes3D.d.pi-.no-vmsub.31,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.4323345,0.35,0.45,0.4106602,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,1.02273,0.02288609,0.1236409,0.030828702417947416
hermes3D.d.pi-.no-vmsub.32,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.4366899,0.45,0.6,0.5410769,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.8250677,0.01583435,0.09534961,0.02487046101899848
hermes3D.d.pi-.no-vmsub.33,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.436964,0.6,0.8,0.7124313,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.4894366,0.00912104,0.05062062,0.014753351611717622
hermes3D.d.pi-.no-vmsub.34,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.4390603,0.8,1.2,0.9649691,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.1336605,0.003180188,0.01375424,0.0040290005959872695
hermes3D.d.pi-.no-vmsub.35,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5359247,0.0,0.15,0.1027273,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.1451317,0.01040105,0.03503927,0.004374783169273239
hermes3D.d.pi-.no-vmsub.36,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5355355,0.15,0.25,0.2064245,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.3793949,0.01533814,0.06905846,0.011436305252595425
hermes3D.d.pi-.no-vmsub.37,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5381569,0.25,0.35,0.3070614,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.522751,0.01685291,0.06963873,0.01575756555267219
hermes3D.d.pi-.no-vmsub.38,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5390925,0.35,0.45,0.4061281,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.6557328,0.01739595,0.06177556,0.019766107728224878
hermes3D.d.pi-.no-vmsub.39,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5416997,0.45,0.6,0.5290748,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.4817425,0.01136845,0.02768307,0.014521424202456204
hermes3D.d.pi-.no-vmsub.40,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5446066,0.6,0.8,0.7038513,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.2888349,0.006963364,0.01978993,0.008706506292000432
hermes3D.d.pi-.no-vmsub.41,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5453021,0.8,1.2,0.9576247,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.09557931,0.002438437,0.006311766,0.0028810987311438463
hermes3D.d.pi-.no-vmsub.42,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.6,0.8,0.6985163,0.0,0.15,0.1005371,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.09122833,0.005704357,0.004316817,0.0027499447925222738
hermes3D.d.pi-.no-vmsub.43,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.6,0.8,0.6930747,0.15,0.25,0.2038712,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.2051868,0.009904861,0.01156928,0.0061850564638671925
hermes3D.d.pi-.no-vmsub.44,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.6,0.8,0.6970098,0.25,0.35,0.3017617,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.3230721,0.01093065,0.03377661,0.009738536691444808
hermes3D.d.pi-.no-vmsub.45,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.6,0.8,0.6897106,0.35,0.45,0.3998223,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.3225346,0.01009869,0.04087472,0.00972233453882423
hermes3D.d.pi-.no-vmsub.46,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.6,0.8,0.6895352,0.45,0.6,0.5214871,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.2480162,0.006539514,0.04000653,0.007476086185630743
hermes3D.d.pi-.no-vmsub.47,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.6,0.8,0.6860287,0.6,0.8,0.688781,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.1347277,0.00402053,0.01974182,0.004061169781618311
hermes3D.d.pi-.no-vmsub.48,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.6,0.8,0.6878937,0.8,1.2,0.9637146,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.04684149,0.001484054,0.006836647,0.001411968316196122
hermes3D.d.pi-.no-vmsub.49,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.8,1.1,0.8952616,0.0,0.15,0.0895993,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.04665628,0.00288631,0.002100223,0.0014063854311973168
hermes3D.d.pi-.no-vmsub.50,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.8,1.1,0.8861309,0.15,0.25,0.2027233,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.0883746,0.005033027,0.00482347,0.0026639232688051937
hermes3D.d.pi-.no-vmsub.51,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.8,1.1,0.8728642,0.25,0.35,0.2959061,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.08438935,0.004816466,0.008740957,0.002543793726979761
hermes3D.d.pi-.no-vmsub.52,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.8,1.1,0.8771957,0.35,0.45,0.3962515,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.0735315,0.005414506,0.009249373,0.0022164996938051104
hermes3D.d.pi-.no-vmsub.53,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.8,1.1,0.8642742,0.45,0.6,0.5156239,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.04112981,0.003037086,0.006612864,0.0012397980630241784
hermes3D.d.pi-.no-vmsub.54,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.8,1.1,0.8684509,0.6,0.8,0.6885287,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.02981821,0.002334928,0.004339544,0.0008988263986837815
hermes3D.d.pi-.no-vmsub.55,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.8,1.1,0.8595152,0.8,1.2,0.9640249,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.005501813,0.0007129498,0.0008018517,0.00016584411891329534
hermes3D.d.pi-.no-vmsub.56,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.1,0.2,0.1437799,0.0,0.15,0.1047091,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,3.538386,0.04146128,0.4456173,0.08635715335504951
hermes3D.d.pi-.no-vmsub.57,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.1,0.2,0.146232,0.15,0.25,0.2107146,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,7.344836,0.06383198,0.5001858,0.17925662401436374
hermes3D.d.pi-.no-vmsub.58,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.1,0.2,0.1480782,0.25,0.35,0.3118108,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,7.797096,0.06246993,0.643986,0.1902943926965693
hermes3D.d.pi-.no-vmsub.59,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.1,0.2,0.1505657,0.35,0.45,0.4176236,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,6.061732,0.06025629,0.6633893,0.14794143994499498
hermes3D.d.pi-.no-vmsub.60,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.1,0.2,0.1522786,0.45,0.6,0.5501876,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,3.605489,0.05080849,0.4151171,0.08799485598601851
hermes3D.d.pi-.no-vmsub.61,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.1,0.2,0.1588141,0.6,0.8,0.7535266,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,1.446343,0.05388918,0.1413164,0.035299163023763486
hermes3D.d.pi-.no-vmsub.62,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.1,0.2,0.1683654,0.8,1.2,1.000536,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,0.2713128,0.05154471,0.02642877,0.006621606878612983
hermes3D.d.pi-.no-vmsub.63,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.2,0.25,0.2248749,0.0,0.15,0.1009056,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,1.630785,0.02781594,0.3384395,0.039800618229360624
hermes3D.d.pi-.no-vmsub.64,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.2,0.25,0.2257747,0.15,0.25,0.2052801,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,3.537674,0.05117904,0.4768859,0.08633977642297122
hermes3D.d.pi-.no-vmsub.65,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.2,0.25,0.2264727,0.25,0.35,0.3046094,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,3.966855,0.05537977,0.3255469,0.09681428356664448
hermes3D.d.pi-.no-vmsub.66,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.2,0.25,0.228523,0.35,0.45,0.4070827,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,3.566298,0.04859706,0.1627042,0.08703836814180431
hermes3D.d.pi-.no-vmsub.67,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.2,0.25,0.231398,0.45,0.6,0.5349709,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,2.230064,0.03205452,0.1202153,0.054426503733503113
hermes3D.d.pi-.no-vmsub.68,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.2,0.25,0.2354505,0.6,0.8,0.7176625,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,0.8936836,0.02254381,0.03241697,0.021811066315572336
hermes3D.d.pi-.no-vmsub.69,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.2,0.25,0.2442352,0.8,1.2,1.008097,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,0.1637987,0.01230477,0.006135177,0.003997638882602901
hermes3D.d.pi-.no-vmsub.70,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.25,0.3,0.2740701,0.0,0.15,0.101457,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,1.111281,0.02328268,0.2766348,0.027121705697895248
hermes3D.d.pi-.no-vmsub.71,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.25,0.3,0.2756408,0.15,0.25,0.203961,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,2.210041,0.03981234,0.3964107,0.05393782633040798
hermes3D.d.pi-.no-vmsub.72,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.25,0.3,0.2766584,0.25,0.35,0.30412,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,2.595099,0.0462725,0.3260428,0.06333547620709996
hermes3D.d.pi-.no-vmsub.73,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.25,0.3,0.2770903,0.35,0.45,0.4020601,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,2.341857,0.04269,0.2133269,0.05715490172202699
hermes3D.d.pi-.no-vmsub.74,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.25,0.3,0.2788727,0.45,0.6,0.5280376,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,1.66885,0.02687879,0.153568,0.04072962513885551
hermes3D.d.pi-.no-vmsub.75,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.25,0.3,0.2834146,0.6,0.8,0.7043677,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,0.763717,0.01688222,0.05511152,0.018639127016910634
hermes3D.d.pi-.no-vmsub.76,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.25,0.3,0.2866509,0.8,1.2,0.9684104,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,0.151295,0.007251021,0.0109686,0.0036924760376206038
hermes3D.d.pi-.no-vmsub.77,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.3,0.375,0.3347103,0.0,0.15,0.1012641,0.938,0.139,6.777878308046048e-06,True,0.1,0.85,10.0,10000.0,0.6338363,0.01321338,0.1789476,0.015469284176767932
hermes3D.d.pi-.no-vmsub.78,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.3,0.375,0.3360796,0.15,0.25,0.204552,0.938,0.139,6.7778783080460485e-06,True,0.1,0.85,10.0,10000.0,1.331261,0.0241811,0.281373,0.03249049434759141
hermes3D.d.pi-.no-vmsub.79,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.3,0.375,0.3361253,0.25,0.35,0.302741,0.938,0.139,6.777878308046048e-06,True,0.1,0.85,10.0,10000.0,1.747606,0.02860895,0.277965,0.04265172859778573
hermes3D.d.pi-.no-vmsub.80,1,12,-1,2001,52.657444,1.0,4.47213595499958,1.231731301867416,0.047,0.075,0.06102772,0.3,0.375,0.3382028,0.35,0.45,0.4037264,0.938,0.139,6.777878308046048e-06,True,0.1,0.85,10.0,10000.0,1.693604,0.02998494,0.2045288,0.041333766398218084
