# name: hermes3D.p.pi+.no-vmsub
# comment: HERMES proton-to-pi+ (zxpt-3D) no-vmsub. thFactor contains DIS normalization (by MSHT20nnlo)
# reference: 1212.5407
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0
hermes3D.p.pi+.no-vmsub.0,1,1,1,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.1522018,0.0,0.15,0.1105712,0.938,0.139,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,4.212991,0.05504497,0.3325804,0.11342461117237407
hermes3D.p.pi+.no-vmsub.1,1,1,1,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.154622,0.15,0.25,0.2217933,0.938,0.139,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,8.554177,0.0697677,0.2981171,0.2303005632161724
hermes3D.p.pi+.no-vmsub.2,1,1,1,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.1560952,0.25,0.35,0.327693,0.938,0.139,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,9.295616,0.06783426,0.5397898,0.2502620182211876
hermes3D.p.pi+.no-vmsub.3,1,1,1,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.159801,0.35,0.45,0.4409912,0.938,0.139,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,7.393123,0.06698853,0.5195182,0.19904198742046583
hermes3D.p.pi+.no-vmsub.4,1,1,1,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.1624893,0.45,0.6,0.5817642,0.938,0.139,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,4.44946,0.05525705,0.2818075,0.11979096808586384
hermes3D.p.pi+.no-vmsub.5,1,1,1,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.1678483,0.6,0.8,0.792604,0.938,0.139,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,1.674367,0.05499484,0.08948967,0.04507828901957172
hermes3D.p.pi+.no-vmsub.6,1,1,1,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.1,0.2,0.1928145,0.8,1.2,1.188888,0.938,0.139,9.699805613741956e-06,True,0.1,0.85,10.0,10000.0,0.2125564,0.05348706,0.01152146,0.00572256789112524
hermes3D.p.pi+.no-vmsub.7,1,1,1,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.2,0.25,0.2295056,0.0,0.15,0.1030673,0.938,0.139,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,2.188401,0.05565527,0.04405666,0.05891741342771314
hermes3D.p.pi+.no-vmsub.8,1,1,1,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.2,0.25,0.2340181,0.15,0.25,0.2126745,0.938,0.139,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,4.085732,0.07488524,0.2153029,0.10999846984114761
hermes3D.p.pi+.no-vmsub.9,1,1,1,2001,52.657444,1.0,4.47213595499958,1.117911892771519,0.023,0.047,0.03758844,0.2,0.25,0.2356541,0.25,0.35,0.3168787,0.938,0.139,9.699805613741954e-06,True,0.1,0.85,10.0,10000.0,5.037922,0.07405649,0.1549192,0.13563388670109885
