# name: compass.d.h+
# comment: COMPASS isoscalar h+. thFactor contains DIS normalization (by MSHT20nnlo)
# reference: 1709.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,x_min,x_max,z_min,z_max,pT_min,pT_max,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0,Q_avg,x_avg,z_avg,pT_avg
compass.d.h+.283,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.008,0.013,0.2,0.3,1.2328828005937953,1.296148139681572,0.938,0.139,1.652182550835825e-07,True,0.1,0.9,25.0,10000.0,0.0521,0.0032,0.00519437,0.0016276489847905098,1.5179456443047035,0.010499999999999999,0.25,1.2645154701376837
compass.d.h+.284,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.008,0.013,0.2,0.3,1.296148139681572,1.3601470508735443,0.938,0.139,1.5730257709700048e-07,True,0.1,0.9,25.0,10000.0,0.0429,0.0028,0.0043758,0.001340233041219057,1.5179456443047035,0.010499999999999999,0.25,1.328147595277558
compass.d.h+.285,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.008,0.013,0.2,0.3,1.3601470508735443,1.4317821063276353,0.938,0.139,1.4966070250276748e-07,True,0.1,0.9,25.0,10000.0,0.0365,0.0024,0.0038106,0.0011402915152563071,1.5179456443047035,0.010499999999999999,0.25,1.3959645786005899
compass.d.h+.286,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.008,0.013,0.2,0.3,1.4317821063276353,1.5329709716755893,0.938,0.139,1.4093655289704834e-07,True,0.1,0.9,25.0,10000.0,0.0227,0.0015,0.0024516,0.0007091675998991281,1.5179456443047035,0.010499999999999999,0.25,1.4823765390016121
compass.d.h+.287,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.008,0.013,0.2,0.3,1.5329709716755893,1.6278820596099706,0.938,0.139,1.3219282101032892e-07,True,0.1,0.9,25.0,10000.0,0.0158,0.0012,0.0018849400000000003,0.0004936056422205385,1.5179456443047035,0.010499999999999999,0.25,1.58042651564278
compass.d.h+.288,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.008,0.013,0.2,0.3,1.6278820596099706,1.7320508075688772,0.938,0.139,1.243602463270427e-07,True,0.1,0.9,25.0,10000.0,0.0103,0.001,0.00129162,0.0003217808933463004,1.5179456443047035,0.010499999999999999,0.25,1.6799664335894238
compass.d.h+.289,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.34641016151377546,0.37416573867739417,0.938,0.139,6.444725430361001e-07,True,0.1,0.9,25.0,10000.0,4.8145,0.0893,0.375531,0.13473639127426407,1.5179456443047035,0.0165,0.25,0.3602879500955848
compass.d.h+.290,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.37416573867739417,0.41231056256176607,0.938,0.139,5.904709170702816e-07,True,0.1,0.9,25.0,10000.0,4.3633,0.0701,0.33946473999999993,0.12210931478803538,1.5179456443047035,0.0165,0.25,0.3932381506195801
compass.d.h+.291,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.41231056256176607,0.4472135954999579,0.938,0.139,5.402889243903967e-07,True,0.1,0.9,25.0,10000.0,3.7936,0.0681,0.29665952,0.10616595159166023,1.5179456443047035,0.0165,0.25,0.429762079030862
compass.d.h+.292,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.4472135954999579,0.47958315233127197,0.938,0.139,5.010714419676578e-07,True,0.1,0.9,25.0,10000.0,3.4411,0.0578,0.26978224,0.09630104808679407,1.5179456443047035,0.0165,0.25,0.46339837391561495
compass.d.h+.293,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.47958315233127197,0.5196152422706632,0.938,0.139,4.6476394012996396e-07,True,0.1,0.9,25.0,10000.0,2.84,0.0473,0.22294,0.07947893887608473,1.5179456443047035,0.0165,0.25,0.4995991973009676
compass.d.h+.294,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.5196152422706632,0.5477225575051661,0.938,0.139,4.3509316632865975e-07,True,0.1,0.9,25.0,10000.0,2.4449,0.0516,0.19608098,0.06842185128807732,1.5179456443047035,0.0165,0.25,0.5336688998879147
compass.d.h+.295,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.5477225575051661,0.5916079783099616,0.938,0.139,4.076002250869926e-07,True,0.1,0.9,25.0,10000.0,2.0708,0.0362,0.16504276,0.057952460079083196,1.5179456443047035,0.0165,0.25,0.5696652679075638
compass.d.h+.296,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.5916079783099616,0.6324555320336759,0.938,0.139,3.793850391932352e-07,True,0.1,0.9,25.0,10000.0,1.6028,0.031,0.13014736,0.04485522648964388,1.5179456443047035,0.0165,0.25,0.6120317551718187
compass.d.h+.297,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.6324555320336759,0.6782329983125268,0.938,0.139,3.543110144742523e-07,True,0.1,0.9,25.0,10000.0,1.3092,0.0258,0.10656887999999999,0.036638671400200745,1.5179456443047035,0.0165,0.25,0.6553442651731014
compass.d.h+.298,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.6782329983125268,0.7211102550927979,0.938,0.139,3.318638094810732e-07,True,0.1,0.9,25.0,10000.0,1.0298,0.0225,0.08567936,0.02881951100513805,1.5179456443047035,0.0165,0.25,0.6996716267026624
compass.d.h+.299,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.7211102550927979,0.7745966692414834,0.938,0.139,3.1048287287526223e-07,True,0.1,0.9,25.0,10000.0,0.7555,0.0166,0.06361309999999999,0.021143076873550003,1.5179456443047035,0.0165,0.25,0.7478534621671407
compass.d.h+.300,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.7745966692414834,0.8246211251235321,0.938,0.139,2.9038657804024833e-07,True,0.1,0.9,25.0,10000.0,0.5977,0.015,0.051581510000000004,0.016726958368392903,1.5179456443047035,0.0165,0.25,0.7996088971825077
compass.d.h+.301,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.8246211251235321,0.8717797887081347,0.938,0.139,2.737509624407167e-07,True,0.1,0.9,25.0,10000.0,0.4607,0.0129,0.04044946,0.012892939133877549,1.5179456443047035,0.0165,0.25,0.8482004569158335
compass.d.h+.302,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.8717797887081347,0.9327379053088815,0.938,0.139,2.5734930967230015e-07,True,0.1,0.9,25.0,10000.0,0.3392,0.0094,0.03029056,0.009492695798157726,1.5179456443047035,0.0165,0.25,0.902258847008508
compass.d.h+.303,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,0.9327379053088815,1.0,0.938,0.139,2.402764397444324e-07,True,0.1,0.9,25.0,10000.0,0.2517,0.0074,0.023030549999999997,0.007043960885602297,1.5179456443047035,0.0165,0.25,0.9663689526544408
compass.d.h+.304,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,1.0,1.0583005244258363,0.938,0.139,2.2561884299003057e-07,True,0.1,0.9,25.0,10000.0,0.1676,0.0061,0.015804679999999998,0.00469037681536331,1.5179456443047035,0.0165,0.25,1.029150262212918
compass.d.h+.305,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,1.0583005244258363,1.1135528725660044,0.938,0.139,2.1382261965284666e-07,True,0.1,0.9,25.0,10000.0,0.1367,0.0058,0.01341027,0.003825623571958022,1.5179456443047035,0.0165,0.25,1.0859266984959204
compass.d.h+.306,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,1.1135528725660044,1.174734012447073,0.938,0.139,2.0294281538220513e-07,True,0.1,0.9,25.0,10000.0,0.0961,0.0044,0.009648440000000001,0.002689410572532304,1.5179456443047035,0.0165,0.25,1.1441434425065387
compass.d.h+.307,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,1.174734012447073,1.2328828005937953,0.938,0.139,1.9288425813084206e-07,True,0.1,0.9,25.0,10000.0,0.0698,0.0036,0.00734994,0.001953390821672787,1.5179456443047035,0.0165,0.25,1.2038084065204342
compass.d.h+.308,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,1.2328828005937953,1.296148139681572,0.938,0.139,1.8362423940774964e-07,True,0.1,0.9,25.0,10000.0,0.0567,0.003,0.00614628,0.0015867802233359171,1.5179456443047035,0.0165,0.25,1.2645154701376837
compass.d.h+.309,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,1.296148139681572,1.3601470508735443,0.938,0.139,1.7482672275955922e-07,True,0.1,0.9,25.0,10000.0,0.0402,0.0024,0.0045426,0.0011250187826826077,1.5179456443047035,0.0165,0.25,1.328147595277558
compass.d.h+.310,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,1.3601470508735443,1.4317821063276353,0.938,0.139,1.663335123131376e-07,True,0.1,0.9,25.0,10000.0,0.0317,0.0022,0.0037944899999999998,0.0008871416768915091,1.5179456443047035,0.0165,0.25,1.3959645786005899
compass.d.h+.311,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,1.4317821063276353,1.5329709716755893,0.938,0.139,1.5663745702542628e-07,True,0.1,0.9,25.0,10000.0,0.0189,0.0012,0.0023039099999999997,0.0005289267411119723,1.5179456443047035,0.0165,0.25,1.4823765390016121
compass.d.h+.312,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,1.5329709716755893,1.6278820596099706,0.938,0.139,1.469196379111165e-07,True,0.1,0.9,25.0,10000.0,0.0133,0.001,0.0017369799999999997,0.00037220770670842496,1.5179456443047035,0.0165,0.25,1.58042651564278
compass.d.h+.313,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.013,0.02,0.2,0.3,1.6278820596099706,1.7320508075688772,0.938,0.139,1.3821448261156911e-07,True,0.1,0.9,25.0,10000.0,0.0081,0.0007,0.0011291399999999998,0.00022668288904798814,1.5179456443047035,0.0165,0.25,1.6799664335894238
compass.d.h+.314,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.34641016151377546,0.37416573867739417,0.938,0.139,8.698914738589457e-07,True,0.1,0.9,25.0,10000.0,5.3194,0.0938,0.44842542,0.13218836762651362,1.5179456443047035,0.026000000000000002,0.25,0.3602879500955848
compass.d.h+.315,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.37416573867739417,0.41231056256176607,0.938,0.139,7.97001550913766e-07,True,0.1,0.9,25.0,10000.0,4.7125,0.0726,0.39914875,0.11710675685978597,1.5179456443047035,0.026000000000000002,0.25,0.3932381506195801
compass.d.h+.316,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.41231056256176607,0.4472135954999579,0.938,0.139,7.292672648760152e-07,True,0.1,0.9,25.0,10000.0,4.2011,0.073,0.35793372,0.10439834403048208,1.5179456443047035,0.026000000000000002,0.25,0.429762079030862
compass.d.h+.317,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.4472135954999579,0.47958315233127197,0.938,0.139,6.763325759518935e-07,True,0.1,0.9,25.0,10000.0,3.496,0.0573,0.3013552,0.08687643967783802,1.5179456443047035,0.026000000000000002,0.25,0.46339837391561495
compass.d.h+.318,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.47958315233127197,0.5196152422706632,0.938,0.139,6.273256995116061e-07,True,0.1,0.9,25.0,10000.0,2.9849,0.0485,0.25908932,0.07417548192058888,1.5179456443047035,0.026000000000000002,0.25,0.4995991973009676
compass.d.h+.319,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.5196152422706632,0.5477225575051661,0.938,0.139,5.872768976946044e-07,True,0.1,0.9,25.0,10000.0,2.4998,0.0506,0.2199824,0.06212063040808338,1.5179456443047035,0.026000000000000002,0.25,0.5336688998879147
compass.d.h+.320,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.5477225575051661,0.5916079783099616,0.938,0.139,5.501676749110178e-07,True,0.1,0.9,25.0,10000.0,2.143,0.0366,0.19179849999999998,0.05325406471098595,1.5179456443047035,0.026000000000000002,0.25,0.5696652679075638
compass.d.h+.321,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.5916079783099616,0.6324555320336759,0.938,0.139,5.120835859804055e-07,True,0.1,0.9,25.0,10000.0,1.697,0.0323,0.1528997,0.04217085758961417,1.5179456443047035,0.026000000000000002,0.25,0.6120317551718187
compass.d.h+.322,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.6324555320336759,0.6782329983125268,0.938,0.139,4.782393507929494e-07,True,0.1,0.9,25.0,10000.0,1.3462,0.0268,0.12371578,0.03345339333361143,1.5179456443047035,0.026000000000000002,0.25,0.6553442651731014
compass.d.h+.323,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.6782329983125268,0.7211102550927979,0.938,0.139,4.479407252789115e-07,True,0.1,0.9,25.0,10000.0,1.0309,0.0229,0.09669842,0.02561811260408559,1.5179456443047035,0.026000000000000002,0.25,0.6996716267026624
compass.d.h+.324,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.7211102550927979,0.7745966692414834,0.938,0.139,4.19081319773607e-07,True,0.1,0.9,25.0,10000.0,0.7955,0.0172,0.076368,0.019768366065137342,1.5179456443047035,0.026000000000000002,0.25,0.7478534621671407
compass.d.h+.325,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.7745966692414834,0.8246211251235321,0.938,0.139,3.919558887183464e-07,True,0.1,0.9,25.0,10000.0,0.566,0.0143,0.055637799999999994,0.014065235943265537,1.5179456443047035,0.026000000000000002,0.25,0.7996088971825077
compass.d.h+.326,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.8246211251235321,0.8717797887081347,0.938,0.139,3.6950158817630335e-07,True,0.1,0.9,25.0,10000.0,0.4543,0.0128,0.045975159999999994,0.011289464114886103,1.5179456443047035,0.026000000000000002,0.25,0.8482004569158335
compass.d.h+.327,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.8717797887081347,0.9327379053088815,0.938,0.139,3.4736308428717596e-07,True,0.1,0.9,25.0,10000.0,0.3133,0.0087,0.03233256,0.007785580249160943,1.5179456443047035,0.026000000000000002,0.25,0.902258847008508
compass.d.h+.328,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,0.9327379053088815,1.0,0.938,0.139,3.243185897698617e-07,True,0.1,0.9,25.0,10000.0,0.2244,0.007,0.02419032,0.00557639389694132,1.5179456443047035,0.026000000000000002,0.25,0.9663689526544408
compass.d.h+.329,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,1.0,1.0583005244258363,0.938,0.139,3.045341651552006e-07,True,0.1,0.9,25.0,10000.0,0.1638,0.0062,0.01831284,0.004070469341884974,1.5179456443047035,0.026000000000000002,0.25,1.029150262212918
compass.d.h+.330,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,1.0583005244258363,1.1135528725660044,0.938,0.139,2.8861194439400135e-07,True,0.1,0.9,25.0,10000.0,0.1145,0.0051,0.01336215,0.0028453525008902904,1.5179456443047035,0.026000000000000002,0.25,1.0859266984959204
compass.d.h+.331,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,1.1135528725660044,1.174734012447073,0.938,0.139,2.7392668111234277e-07,True,0.1,0.9,25.0,10000.0,0.0839,0.0041,0.0101519,0.002084935151307383,1.5179456443047035,0.026000000000000002,0.25,1.1441434425065387
compass.d.h+.332,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,1.174734012447073,1.2328828005937953,0.938,0.139,2.603499146746875e-07,True,0.1,0.9,25.0,10000.0,0.0655,0.0037,0.008311950000000002,0.0016276907319503406,1.5179456443047035,0.026000000000000002,0.25,1.2038084065204342
compass.d.h+.333,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,1.2328828005937953,1.296148139681572,0.938,0.139,2.478509937787804e-07,True,0.1,0.9,25.0,10000.0,0.0457,0.0027,0.0060324,0.0011356559763378712,1.5179456443047035,0.026000000000000002,0.25,1.2645154701376837
compass.d.h+.334,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,1.296148139681572,1.3601470508735443,0.938,0.139,2.3597634557834608e-07,True,0.1,0.9,25.0,10000.0,0.0359,0.0025,0.00497574,0.0008921236225498814,1.5179456443047035,0.026000000000000002,0.25,1.328147595277558
compass.d.h+.335,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,1.3601470508735443,1.4317821063276353,0.938,0.139,2.2451244159536747e-07,True,0.1,0.9,25.0,10000.0,0.0236,0.0017,0.0034101999999999995,0.0005864656683057716,1.5179456443047035,0.026000000000000002,0.25,1.3959645786005899
compass.d.h+.336,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,1.4317821063276353,1.5329709716755893,0.938,0.139,2.1142497042846542e-07,True,0.1,0.9,25.0,10000.0,0.0168,0.0012,0.0025502399999999996,0.00041748403506512553,1.5179456443047035,0.026000000000000002,0.25,1.4823765390016121
compass.d.h+.337,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,1.5329709716755893,1.6278820596099706,0.938,0.139,1.983081230415814e-07,True,0.1,0.9,25.0,10000.0,0.0104,0.001,0.00172952,0.00025844249789745867,1.5179456443047035,0.026000000000000002,0.25,1.58042651564278
compass.d.h+.338,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.02,0.032,0.2,0.3,1.6278820596099706,1.7320508075688772,0.938,0.139,1.8655814167228955e-07,True,0.1,0.9,25.0,10000.0,0.0056,0.0007,0.0010253600000000001,0.0001391613450217085,1.5179456443047035,0.026000000000000002,0.25,1.6799664335894238
compass.d.h+.339,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.34641016151377546,0.37416573867739417,0.938,0.139,1.295482910065615e-06,True,0.1,0.9,25.0,10000.0,5.6427,0.0931,0.46100858999999994,0.12772035561255857,1.5179456443047035,0.0435,0.25,0.3602879500955848
compass.d.h+.340,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.37416573867739417,0.41231056256176607,0.938,0.139,1.1869318409620322e-06,True,0.1,0.9,25.0,10000.0,5.221,0.0736,0.4244673,0.11817533745426273,1.5179456443047035,0.0435,0.25,0.3932381506195801
compass.d.h+.341,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.41231056256176607,0.4472135954999579,0.938,0.139,1.0860587865358994e-06,True,0.1,0.9,25.0,10000.0,4.4958,0.0714,0.36775644,0.10176071291455169,1.5179456443047035,0.0435,0.25,0.429762079030862
compass.d.h+.342,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.4472135954999579,0.47958315233127197,0.938,0.139,1.0072259816267675e-06,True,0.1,0.9,25.0,10000.0,3.8645,0.0582,0.31920770000000004,0.08747147894886005,1.5179456443047035,0.0435,0.25,0.46339837391561495
compass.d.h+.343,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.47958315233127197,0.5196152422706632,0.938,0.139,9.342426580606098e-07,True,0.1,0.9,25.0,10000.0,3.109,0.0472,0.2583579,0.07037102550187757,1.5179456443047035,0.0435,0.25,0.4995991973009676
compass.d.h+.344,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.5196152422706632,0.5477225575051661,0.938,0.139,8.74600116569344e-07,True,0.1,0.9,25.0,10000.0,2.6048,0.0501,0.2201056,0.05895865140794169,1.5179456443047035,0.0435,0.25,0.5336688998879147
compass.d.h+.345,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.5477225575051661,0.5916079783099616,0.938,0.139,8.193353331260829e-07,True,0.1,0.9,25.0,10000.0,2.1868,0.0352,0.18565932,0.04949738133403212,1.5179456443047035,0.0435,0.25,0.5696652679075638
compass.d.h+.346,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.5916079783099616,0.6324555320336759,0.938,0.139,7.626187335988326e-07,True,0.1,0.9,25.0,10000.0,1.6661,0.0308,0.14428426,0.03771153605296823,1.5179456443047035,0.0435,0.25,0.6120317551718187
compass.d.h+.347,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.6324555320336759,0.6782329983125268,0.938,0.139,7.122163217955642e-07,True,0.1,0.9,25.0,10000.0,1.2949,0.0245,0.11330374999999998,0.02930956607345811,1.5179456443047035,0.0435,0.25,0.6553442651731014
compass.d.h+.348,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.6782329983125268,0.7211102550927979,0.938,0.139,6.670941971036296e-07,True,0.1,0.9,25.0,10000.0,0.995,0.0217,0.0886545,0.022521444314689026,1.5179456443047035,0.0435,0.25,0.6996716267026624
compass.d.h+.349,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.7211102550927979,0.7745966692414834,0.938,0.139,6.241154259002256e-07,True,0.1,0.9,25.0,10000.0,0.7664,0.0163,0.06951248,0.017347170776660974,1.5179456443047035,0.0435,0.25,0.7478534621671407
compass.d.h+.350,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.7745966692414834,0.8246211251235321,0.938,0.139,5.837189702316059e-07,True,0.1,0.9,25.0,10000.0,0.5407,0.0136,0.050231029999999996,0.012238537629097846,1.5179456443047035,0.0435,0.25,0.7996088971825077
compass.d.h+.351,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.8246211251235321,0.8717797887081347,0.938,0.139,5.50278979745608e-07,True,0.1,0.9,25.0,10000.0,0.3957,0.0115,0.03790806,0.008956518105851706,1.5179456443047035,0.0435,0.25,0.8482004569158335
compass.d.h+.352,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.8717797887081347,0.9327379053088815,0.938,0.139,5.173092883477172e-07,True,0.1,0.9,25.0,10000.0,0.2918,0.0087,0.02880066,0.006604781357815335,1.5179456443047035,0.0435,0.25,0.902258847008508
compass.d.h+.353,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,0.9327379053088815,1.0,0.938,0.139,4.8299035349732e-07,True,0.1,0.9,25.0,10000.0,0.191,0.0064,0.0193101,0.004323211923724225,1.5179456443047035,0.0435,0.25,0.9663689526544408
compass.d.h+.354,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,1.0,1.0583005244258363,0.938,0.139,4.535264666286793e-07,True,0.1,0.9,25.0,10000.0,0.1266,0.0055,0.013482899999999999,0.0028655425630549052,1.5179456443047035,0.0435,0.25,1.029150262212918
compass.d.h+.355,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,1.0583005244258363,1.1135528725660044,0.938,0.139,4.298143536740348e-07,True,0.1,0.9,25.0,10000.0,0.0941,0.0049,0.01042628,0.002129917497499736,1.5179456443047035,0.0435,0.25,1.0859266984959204
compass.d.h+.356,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,1.1135528725660044,1.174734012447073,0.938,0.139,4.0794437542627963e-07,True,0.1,0.9,25.0,10000.0,0.0676,0.0037,0.007774,0.0015301001363547519,1.5179456443047035,0.0435,0.25,1.1441434425065387
compass.d.h+.357,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,1.174734012447073,1.2328828005937953,0.938,0.139,3.877252223221456e-07,True,0.1,0.9,25.0,10000.0,0.045,0.0032,0.005544,0.001018557783076388,1.5179456443047035,0.0435,0.25,1.2038084065204342
compass.d.h+.358,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,1.2328828005937953,1.296148139681572,0.938,0.139,3.6911124701430715e-07,True,0.1,0.9,25.0,10000.0,0.0309,0.0023,0.0039212100000000005,0.0006994096777124532,1.5179456443047035,0.0435,0.25,1.2645154701376837
compass.d.h+.359,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,1.296148139681572,1.3601470508735443,0.938,0.139,3.5142696768867895e-07,True,0.1,0.9,25.0,10000.0,0.0234,0.0022,0.00325728,0.0005296500471997219,1.5179456443047035,0.0435,0.25,1.328147595277558
compass.d.h+.360,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,1.3601470508735443,1.4317821063276353,0.938,0.139,3.343543877877634e-07,True,0.1,0.9,25.0,10000.0,0.0167,0.0017,0.00240313,0.0003779981106083485,1.5179456443047035,0.0435,0.25,1.3959645786005899
compass.d.h+.361,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,1.4317821063276353,1.5329709716755893,0.938,0.139,3.148639159965118e-07,True,0.1,0.9,25.0,10000.0,0.0105,0.0011,0.00160125,0.00023766348271782393,1.5179456443047035,0.0435,0.25,1.4823765390016121
compass.d.h+.362,1,12,12,2001,301.03984399999996,1.3038404810405297,1.7320508075688772,0.032,0.055,0.2,0.3,1.5329709716755893,1.6278820596099706,0.938,0.139,2.9532969576986035e-07,True,0.1,0.9,25.0,10000.0,0.0063,0.0009,0.00109305,0.00014259808963069435,1.5179456443047035,0.0435,0.25,1.58042651564278
