# name: hermes3D.d.k+
# comment: HERMES deutron-to-k+ (zxpt-3D) vmsub. thFactor contains DIS normalization (by MSHT20nnlo)
# reference: 1212.5407
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0
hermes3D.d.k+.0,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.150202,0.0,0.15,0.1019364,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.4424125,0.02207802,0.151783,0.013335878783726067
hermes3D.d.k+.1,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1521749,0.15,0.25,0.2157791,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.9090955,0.02778067,0.4091807,0.027403356349178294
hermes3D.d.k+.2,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1522933,0.25,0.35,0.3227291,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.9321638,0.02727522,0.2113537,0.028098716567405917
hermes3D.d.k+.3,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1556551,0.35,0.45,0.4371615,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.8217226,0.02828755,0.1336878,0.02476962786414991
hermes3D.d.k+.4,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1599346,0.45,0.6,0.5743694,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.5963618,0.02401037,0.04693696,0.01797645562918021
hermes3D.d.k+.5,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.17092,0.8,1.2,0.807636,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.2628625,0.02454172,0.02026578,0.007923606219958057
hermes3D.d.k+.6,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1983256,0.8,1.2,1.187806,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.03332094,0.02113448,0.002593743,0.0010044110797045953
hermes3D.d.k+.7,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2266198,0.0,0.15,0.09980982,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.3128942,0.02470473,0.02444452,0.009431738758129441
hermes3D.d.k+.8,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2301585,0.15,0.25,0.2060025,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.5686756,0.03050515,0.0333172,0.01714189555869848
hermes3D.d.k+.9,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2341512,0.25,0.35,0.3121649,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.600426,0.02915858,0.03572515,0.018098965003469632
