# name: hermes3D.d.pi+
# comment: HERMES deutron-to-pi+ (zxpt-3D) vmsub. thFactor contains DIS normalization (by MSHT20nnlo)
# reference: 1212.5407
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0
hermes3D.d.pi+.0,1,12,1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1509102,0.0,0.15,0.1104111,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,3.958759,0.05016465,0.4982168,0.11933100931367135
hermes3D.d.pi+.1,1,12,1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1548277,0.15,0.25,0.2226635,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,8.119493,0.06337268,0.5313309,0.24475026007021125
hermes3D.d.pi+.2,1,12,1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1564604,0.25,0.35,0.3287458,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,9.023596,0.0621737,0.411911,0.2720031247971416
hermes3D.d.pi+.3,1,12,1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1589897,0.35,0.45,0.4397235,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,7.179964,0.0610451,0.2614694,0.2164295303037707
hermes3D.d.pi+.4,1,12,1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1615771,0.45,0.6,0.5778117,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,4.522384,0.05202488,0.3266121,0.1363206619104619
hermes3D.d.pi+.5,1,12,1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1665684,0.6,0.8,0.7812505,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,1.762375,0.05265482,0.306772,0.053124220883155944
hermes3D.d.pi+.6,1,12,1,2001,52.657444,1.0,4.47213595499958,1.1182092827373595,0.023,0.047,0.03752366,0.1,0.2,0.1690838,0.8,1.2,1.034574,0.938,0.139,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.2307967,0.05030301,0.03934285,0.0069570295027468485
hermes3D.d.pi+.7,1,12,1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2287176,0.0,0.15,0.1037035,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,1.774099,0.0485584,0.08794667,0.05347762374329305
hermes3D.d.pi+.8,1,12,1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.233352,0.15,0.25,0.2124866,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,4.007687,0.06812956,0.2427637,0.12080587242701048
hermes3D.d.pi+.9,1,12,1,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2352547,0.25,0.35,0.315913,0.938,0.139,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,4.556011,0.06424602,0.3481957,0.13733429872194522
