# name: hermes3D.d.k+.no-vmsub
# comment: HERMES deutron-to-k+ (zxpt-3D) no-vmsub. thFactor contains DIS normalization (by MSHT20nnlo)
# reference: 1212.5407
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0
hermes3D.d.k+.no-vmsub.0,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.150202,0.0,0.15,0.1019364,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.4121839,0.02063518,0.1411684,0.0124246817777605
hermes3D.d.k+.no-vmsub.1,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1521749,0.15,0.25,0.2157791,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.8472117,0.02592909,0.3641869,0.025537959563426655
hermes3D.d.k+.no-vmsub.2,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1522933,0.25,0.35,0.3227291,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.8627953,0.02533084,0.184723,0.02600770442961844
hermes3D.d.k+.no-vmsub.3,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1556551,0.35,0.45,0.4371615,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.7587802,0.02621172,0.1496724,0.02287232112720916
hermes3D.d.k+.no-vmsub.4,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1599346,0.45,0.6,0.5743694,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.5493931,0.02218661,0.02858321,0.016560652753291313
hermes3D.d.k+.no-vmsub.5,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.17092,0.8,1.2,0.807636,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.2406112,0.02257477,0.01196363,0.007252873273713717
hermes3D.d.k+.no-vmsub.6,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.1,0.2,0.1983256,0.8,1.2,1.187806,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.03048251,0.01950654,0.001553014,0.0009188507521458316
hermes3D.d.k+.no-vmsub.7,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2266198,0.0,0.15,0.09980982,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.2972924,0.02334707,0.01522699,0.008961445279514037
hermes3D.d.k+.no-vmsub.8,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2301585,0.15,0.25,0.2060025,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.5262169,0.02843506,0.03076106,0.015862040047123674
hermes3D.d.k+.no-vmsub.9,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2341512,0.25,0.35,0.3121649,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.5598925,0.0272641,0.03321602,0.016877141834639276
hermes3D.d.k+.no-vmsub.10,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2338468,0.35,0.45,0.4143029,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.4661753,0.02150172,0.02831602,0.01405217369031647
hermes3D.d.k+.no-vmsub.11,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2359174,0.45,0.6,0.5476233,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.3331783,0.01495106,0.01599406,0.010043173332959442
hermes3D.d.k+.no-vmsub.12,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2386537,0.6,0.8,0.7285609,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.173697,0.01021732,0.0345231,0.005235842425557295
hermes3D.d.k+.no-vmsub.13,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.2,0.25,0.2403588,0.8,1.2,1.01376,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.06000555,0.007155544,0.01191881,0.001808779682198884
hermes3D.d.k+.no-vmsub.14,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.25,0.3,0.2744497,0.0,0.15,0.1037242,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.2399639,0.02085414,0.1086629,0.007233361360427574
hermes3D.d.k+.no-vmsub.15,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.25,0.3,0.2771796,0.15,0.25,0.2068321,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.4259987,0.02624084,0.07826595,0.012841108750826178
hermes3D.d.k+.no-vmsub.16,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.25,0.3,0.2840068,0.25,0.35,0.311913,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.4421669,0.02504681,0.08108885,0.013328475530361204
hermes3D.d.k+.no-vmsub.17,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.25,0.3,0.2868223,0.35,0.45,0.4151126,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.3429877,0.02008422,0.06307022,0.010338863371873539
hermes3D.d.k+.no-vmsub.18,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.25,0.3,0.2899104,0.45,0.6,0.551154,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.2997871,0.01384903,0.08527964,0.009036644368151363
hermes3D.d.k+.no-vmsub.19,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.25,0.3,0.2890327,0.6,0.8,0.7210283,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.1807659,0.009337723,0.008402535,0.005448924093761248
hermes3D.d.k+.no-vmsub.20,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.25,0.3,0.2993468,0.8,1.2,1.013668,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.03929433,0.004052895,0.001903017,0.0011844701986669247
hermes3D.d.k+.no-vmsub.21,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3353918,0.0,0.15,0.1019666,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.1772025,0.014165,0.06439402,0.005341510604183242
hermes3D.d.k+.no-vmsub.22,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3405483,0.15,0.25,0.2074192,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.3003675,0.0179315,0.08575966,0.009054139678627615
hermes3D.d.k+.no-vmsub.23,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3424263,0.25,0.35,0.3076759,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.3581478,0.01775702,0.1024775,0.010795842448977295
hermes3D.d.k+.no-vmsub.24,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3429929,0.35,0.45,0.4086269,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.4024182,0.01811779,0.1547174,0.012130309011533882
hermes3D.d.k+.no-vmsub.25,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3487519,0.45,0.6,0.5410553,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.2744362,0.01096268,0.1055412,0.008272478506069346
hermes3D.d.k+.no-vmsub.26,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3453851,0.6,0.8,0.710553,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.1452414,0.006769706,0.0378111,0.004378089915584825
hermes3D.d.k+.no-vmsub.27,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.3,0.375,0.3552542,0.8,1.2,1.00729,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.0437849,0.002782036,0.01137058,0.0013198318740034866
hermes3D.d.k+.no-vmsub.28,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.4284131,0.0,0.15,0.09884389,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.08671488,0.01001918,0.03199313,0.0026138934329960205
hermes3D.d.k+.no-vmsub.29,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.4191305,0.15,0.25,0.2036434,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.2036843,0.0142938,0.05765604,0.006139765795378964
hermes3D.d.k+.no-vmsub.30,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.423556,0.25,0.35,0.3026066,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.1965962,0.01330895,0.05562264,0.005926105371211634
hermes3D.d.k+.no-vmsub.31,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.4314508,0.35,0.45,0.4101637,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.2096998,0.01309767,0.0151099,0.006321094258800553
hermes3D.d.k+.no-vmsub.32,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.4282573,0.45,0.6,0.5270042,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.1861385,0.008870865,0.01362481,0.005610873275471636
hermes3D.d.k+.no-vmsub.33,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.4329215,0.6,0.8,0.7024573,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.1272725,0.005627842,0.0293341,0.0038364436640053712
hermes3D.d.k+.no-vmsub.34,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.375,0.475,0.4314723,0.8,1.2,0.956035,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.04208675,0.002151632,0.009700184,0.0012686436219613666
hermes3D.d.k+.no-vmsub.35,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.524701,0.0,0.15,0.1035386,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.0554559,0.006980182,0.02752654,0.0016716371265333473
hermes3D.d.k+.no-vmsub.36,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5302707,0.15,0.25,0.2020833,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.09866135,0.009736091,0.009612258,0.0029740023264233535
hermes3D.d.k+.no-vmsub.37,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5304062,0.25,0.35,0.3033743,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.1291862,0.009561586,0.01253923,0.003894129356042591
hermes3D.d.k+.no-vmsub.38,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5375947,0.35,0.45,0.4038126,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.1341975,0.009284721,0.01292134,0.0040451876768379715
hermes3D.d.k+.no-vmsub.39,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5436773,0.45,0.6,0.5373716,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.1300749,0.006987437,0.005880625,0.003920917919826609
hermes3D.d.k+.no-vmsub.40,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5452599,0.6,0.8,0.7103738,0.938,0.494,1.0158106521635007e-05,True,0.1,0.85,10.0,10000.0,0.1149692,0.005071964,0.005184867,0.003465578651285755
hermes3D.d.k+.no-vmsub.41,1,12,2,2001,52.657444,1.0,4.47213595499958,1.1181542827356161,0.023,0.047,0.03752505,0.475,0.6,0.5413988,0.8,1.2,0.9620423,0.938,0.494,1.0158106521635005e-05,True,0.1,0.85,10.0,10000.0,0.03212691,0.001589427,0.001429916,0.0009684187889258936
