# name: E772
# comment: 
# reference: 
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.1
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,xSec,uncorrErr_0,Q_avg,y_avg,qT_avg,cutParams_0,cutParams_1,cutParams_2,cutParams_3
E772.11Q12.0,2,1,12,1,1502.3375999999998,11.0,12.0,0.1,0.3,0.0,0.25,0.797336240701352,False,0.0868,0.0294,11.524270958370174,0.2,0.125,0.0,0.0,-100.0,100.0
E772.11Q12.1,2,1,12,1,1502.3375999999998,11.0,12.0,0.1,0.3,0.25,0.5,0.2658915024266992,False,0.0916,0.0169,11.521746617676126,0.2,0.375,0.0,0.0,-100.0,100.0
E772.11Q12.2,2,1,12,1,1502.3375999999998,11.0,12.0,0.1,0.3,0.5,0.75,0.1596701220920319,False,0.0378,0.00769,11.517237139985461,0.2,0.625,0.0,0.0,-100.0,100.0
E772.11Q12.3,2,1,12,1,1502.3375999999998,11.0,12.0,0.1,0.3,0.75,1.0,0.1141948132876673,False,0.0373,0.00644,11.515441764025086,0.2,0.875,0.0,0.0,-100.0,100.0
E772.11Q12.4,2,1,12,1,1502.3375999999998,11.0,12.0,0.1,0.3,1.0,1.25,0.0889680528751185,False,0.0359,0.00541,11.515429573969731,0.2,1.125,0.0,0.0,-100.0,100.0
E772.11Q12.5,2,1,12,1,1502.3375999999998,11.0,12.0,0.1,0.3,1.25,1.5,0.0729450241970158,False,0.0155,0.00342,11.510898447480216,0.2,1.375,0.0,0.0,-100.0,100.0
E772.11Q12.6,2,1,12,1,1502.3375999999998,11.0,12.0,0.1,0.3,1.5,1.75,0.0618776898233191,False,0.0111,0.0025,11.508977408401032,0.2,1.625,0.0,0.0,-100.0,100.0
E772.11Q12.7,2,1,12,1,1502.3375999999998,11.0,12.0,0.1,0.3,1.75,2.0,0.0537836062565806,False,0.00945,0.00246,11.506511855815198,0.2,1.875,0.0,0.0,-100.0,100.0
E772.11Q12.8,2,1,12,1,1502.3375999999998,11.0,12.0,0.1,0.3,2.0,2.25,0.0476132225016981,False,0.00506,0.00158,11.504502914613633,0.2,2.125,0.0,0.0,-100.0,100.0
E772.11Q12.9,2,1,12,1,1502.3375999999998,11.0,12.0,0.1,0.3,2.25,2.5,0.0427588849049277,False,0.00172,0.000821,11.501736704127044,0.2,2.375,0.0,0.0,-100.0,100.0
E772.11Q12.10,2,1,12,1,1502.3375999999998,11.0,12.0,0.1,0.3,2.5,2.75,0.0388444107384932,False,0.00145,0.000876,11.498484510999697,0.2,2.625,0.0,0.0,-100.0,100.0
E772.12Q13.0,2,1,12,1,1502.3375999999998,12.0,13.0,0.1,0.3,0.0,0.25,0.8598468095317072,False,0.0292,0.0215,12.52619701473961,0.2,0.125,0.0,0.0,-100.0,100.0
E772.12Q13.1,2,1,12,1,1502.3375999999998,12.0,13.0,0.1,0.3,0.25,0.5,0.2867201645217932,False,0.0184,0.00683,12.523741234806824,0.2,0.375,0.0,0.0,-100.0,100.0
E772.12Q13.2,2,1,12,1,1502.3375999999998,12.0,13.0,0.1,0.3,0.5,0.75,0.1721575037398255,False,0.0291,0.00777,12.519082762407896,0.2,0.625,0.0,0.0,-100.0,100.0
E772.12Q13.3,2,1,12,1,1502.3375999999998,12.0,13.0,0.1,0.3,0.75,1.0,0.1231038858481287,False,0.0272,0.00603,12.517244678250108,0.2,0.875,0.0,0.0,-100.0,100.0
E772.12Q13.4,2,1,12,1,1502.3375999999998,12.0,13.0,0.1,0.3,1.0,1.25,0.0958865021043026,False,0.0209,0.00456,12.517260335739207,0.2,1.125,0.0,0.0,-100.0,100.0
