# name: CDF1
# comment: 
# reference: 
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.039
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,xSec,uncorrErr_0,y_avg,qT_avg,cutParams_0,cutParams_1,cutParams_2,cutParams_3
CDF1.19,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,9.5,10.0,1000.0,False,9.56,0.82,0.0,9.75,0.0,0.0,-100.0,100.0
CDF1.20,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,10.0,10.5,1000.0,False,8.35,0.76,0.0,10.25,0.0,0.0,-100.0,100.0
CDF1.21,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,10.5,11.0,1000.0,False,7.82,0.74,0.0,10.75,0.0,0.0,-100.0,100.0
CDF1.22,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,11.0,11.5,1000.0,False,8.18,0.76,0.0,11.25,0.0,0.0,-100.0,100.0
CDF1.23,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,11.5,12.0,1000.0,False,7.48,0.72,0.0,11.75,0.0,0.0,-100.0,100.0
CDF1.24,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,12.0,13.0,1000.0,False,7.21,0.53,0.0,12.490766919030232,0.0,0.0,-100.0,100.0
CDF1.25,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,13.0,14.0,1000.0,False,6.05,0.47,0.0,13.5,0.0,0.0,-100.0,100.0
CDF1.26,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,14.0,15.0,1000.0,False,4.73,0.41,0.0,14.51304493237643,0.0,0.0,-100.0,100.0
CDF1.27,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,15.0,16.0,1000.0,False,5.21,0.44,0.0,15.5,0.0,0.0,-100.0,100.0
CDF1.28,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,16.0,17.0,1000.0,False,4.46,0.4,0.0,16.5,0.0,0.0,-100.0,100.0
CDF1.29,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,17.0,18.0,1000.0,False,4.28,0.39,0.0,17.484009869592672,0.0,0.0,-100.0,100.0
CDF1.30,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,18.0,19.0,1000.0,False,3.51,0.35,0.0,18.5,0.0,0.0,-100.0,100.0
CDF1.31,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,19.0,20.0,1000.0,False,3.01,0.33,0.0,19.5,0.0,0.0,-100.0,100.0
CDF1.32,1,1,-1,3,3240000.0,66.0,116.0,91.0,-10.0,10.0,20.0,22.0,1000.0,False,2.63,0.22,0.0,20.974222441059382,0.0,0.0,-100.0,100.0
