# name: hermes3D.p.k-
# comment: 
# reference: 
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0
hermes3D.p.k-.229,1,1,-2,2001,52.657444,1.0,4.47213595499958,3.059132198673269,0.2,0.35,0.275,0.2,0.25,0.225,0.0,0.15,0.07619320950686334,0.938,0.494,7.234976026920964e-05,True,0.1,0.85,10.0,10000.0,0.1048945,0.01520345,0.04348697,0.0015215800462194
hermes3D.p.k-.236,1,1,-2,2001,52.657444,1.0,4.47213595499958,3.0452567947170746,0.2,0.35,0.275,0.25,0.3,0.275,0.0,0.15,0.07657118843861803,0.938,0.494,7.234976026920964e-05,True,0.1,0.85,10.0,10000.0,0.08497109,0.01192006,0.03512548,0.0012325747779866
hermes3D.p.k-.243,1,1,-2,2001,52.657444,1.0,4.47213595499958,3.0077292566402214,0.2,0.35,0.275,0.3,0.375,0.3375,0.0,0.15,0.07713934980972748,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.05022545,0.006419595,0.02075603,0.0007285610068439
hermes3D.p.k-.250,1,1,-2,2001,52.657444,1.0,4.47213595499958,2.943576317511275,0.2,0.35,0.275,0.375,0.475,0.425,0.0,0.15,0.07740670029980246,0.938,0.494,7.234976026920964e-05,True,0.1,0.85,10.0,10000.0,0.02074959,0.003773111,0.0085654,0.0003009896811675
hermes3D.p.k-.251,1,1,-2,2001,52.657444,1.0,4.47213595499958,2.9165561362886416,0.2,0.35,0.275,0.375,0.475,0.4225205316067784,0.15,0.25,0.2,0.938,0.494,7.234976026920964e-05,True,0.1,0.85,10.0,10000.0,0.05901026,0.007499115,0.02436158,0.0008559918216705
hermes3D.p.k-.257,1,1,-2,2001,52.657444,1.0,4.47213595499958,2.859620067811474,0.2,0.35,0.275,0.475,0.6,0.5375,0.0,0.15,0.07652401690504713,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.009214767,0.002103979,0.003804199,0.000133667690849
hermes3D.p.k-.258,1,1,-2,2001,52.657444,1.0,4.47213595499958,2.845436034639262,0.2,0.35,0.275,0.475,0.6,0.5362851758063365,0.15,0.25,0.2,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.02744612,0.004532302,0.01133256,0.0003981282959368
hermes3D.p.k-.264,1,1,-2,2001,52.657444,1.0,4.47213595499958,2.7705800655817585,0.2,0.35,0.275,0.6,0.8,0.7,0.0,0.15,0.075,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.002490632,0.001166157,0.001029271,3.612864310021649e-05
hermes3D.p.k-.265,1,1,-2,2001,52.657444,1.0,4.47213595499958,2.7622692705068363,0.2,0.35,0.275,0.6,0.8,0.7,0.15,0.25,0.2,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.00292499,0.002259799,0.001241196,4.242935920750325e-05
hermes3D.p.k-.266,1,1,-2,2001,52.657444,1.0,4.47213595499958,2.7557286248156085,0.2,0.35,0.275,0.6,0.8,0.7,0.25,0.35,0.3,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.01411546,0.003416341,0.00583043,0.000204756229156
