# name: LHCb8
# comment: 
# reference: 
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0,corrErr_1,y_avg,qT_avg
LHCb8.0,1,1,1,3,64000000.0,60.0,120.0,91.0,2.0,4.5,0.0,2.2,330.0,True,20.0,20.0,2.0,4.5,7.903,0.082,0.13,0.091,0.092,3.25,1.0027191791634198
LHCb8.1,1,1,1,3,64000000.0,60.0,120.0,91.0,2.0,4.5,2.2,3.4,179.99999999999997,True,20.0,20.0,2.0,4.5,7.705,0.08,0.108,0.089,0.09,3.25,2.695992948560745
LHCb8.2,1,1,1,3,64000000.0,60.0,120.0,91.0,2.0,4.5,3.4,4.6,179.99999999999997,True,20.0,20.0,2.0,4.5,7.609,0.078,0.08,0.088,0.089,3.25,4.0567399485912725
LHCb8.3,1,1,1,3,64000000.0,60.0,120.0,91.0,2.0,4.5,4.6,5.8,180.00000000000003,True,20.0,20.0,2.0,4.5,7.073,0.075,0.078,0.081,0.083,3.25,5.211203629703089
LHCb8.4,1,1,1,3,64000000.0,60.0,120.0,91.0,2.0,4.5,5.8,7.2,210.00000000000009,True,20.0,20.0,2.0,4.5,7.379,0.078,0.069,0.085,0.086,3.25,6.5
LHCb8.5,1,1,1,3,64000000.0,60.0,120.0,91.0,2.0,4.5,7.2,8.7,224.99999999999983,True,20.0,20.0,2.0,4.5,6.813,0.076,0.074,0.078,0.08,3.25,7.936337015492358
LHCb8.6,1,1,1,3,64000000.0,60.0,120.0,91.0,2.0,4.5,8.7,10.5,270.0000000000001,True,20.0,20.0,2.0,4.5,6.751,0.075,0.064,0.078,0.079,3.25,9.585927660165678
LHCb8.7,1,1,1,3,64000000.0,60.0,120.0,91.0,2.0,4.5,10.5,12.8,345.0000000000001,True,20.0,20.0,2.0,4.5,7.204,0.078,0.073,0.083,0.084,3.25,11.611630252172306
LHCb8.8,1,1,1,3,64000000.0,60.0,120.0,91.0,2.0,4.5,12.8,15.4,390.0,True,20.0,20.0,2.0,4.5,6.27,0.073,0.053,0.072,0.073,3.25,14.07058299115533
