# name: D01_W
# comment: 
# reference: 
# processType: DY
# isNormalized: True
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,uncorrErr_2,y_avg,qT_avg
D01_W.0,1,1,-1,6,3240000.0,49.95998398718719,300.0,80.0,-1.1,1.1,0.0,2.0,550.0880352281882,True,25.0,25.0,-20.1,20.1,37.4,1.6,1.9,6.1,0.0,0.910470053354554
D01_W.1,1,1,-1,6,3240000.0,49.839743177508446,300.0,80.0,-1.1,1.1,2.0,4.0,550.3525650094815,True,25.0,25.0,-20.1,20.1,90.8,2.6,4.6,7.9,0.0,3.4805289299644
D01_W.2,1,1,-1,6,3240000.0,49.63869458396343,300.0,80.0,-1.1,1.1,4.0,6.0,550.7948719152805,True,25.0,25.0,-20.1,20.1,92.4,2.6,4.8,4.4,0.0,5.0
D01_W.3,1,1,-1,6,3240000.0,49.35585071701227,300.0,80.0,-1.1,1.1,6.0,8.0,551.4171284225731,True,25.0,25.0,-20.1,20.1,74.2,2.3,3.9,3.7,0.0,6.963861127406895
D01_W.4,1,1,-1,6,3240000.0,48.98979485566356,300.0,80.0,-1.1,1.1,8.0,10.0,552.2224513175403,True,25.0,25.0,-20.1,20.1,53.0,1.9,2.8,2.6,0.0,8.97081453560785
D01_W.5,1,1,-1,6,3240000.0,48.53864439804639,300.0,80.0,-1.1,1.1,10.0,12.0,553.214982324298,True,25.0,25.0,-20.1,20.1,31.8,1.5,1.7,2.0,0.0,10.990083597483382
D01_W.6,1,1,-1,6,3240000.0,48.0,300.0,80.0,-1.1,1.1,12.0,14.0,554.4000000000001,True,25.0,25.0,-20.1,20.1,27.2,1.4,1.4,1.6,0.0,12.98619478500155
